"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","LIL WAYNE How To Love",6443,"-26",-54,"-14",37.51,"-0.062",91,"17",1,6857,984,38.819
2,"=","DJ KHALED I'm On One f/Drake, Rick Ross",5592,"-54",-202,"-46",36.83,"-0.319",103,"60",2,5875,821,38.385
3,"=","BAD MEETS EVIL Lighters f/Bruno Mars",5446,"+1",261,"-74",32.111,"+0.090",71,"12",3,5446,850,32.111
4,"=","LMFAO Party Rock Anthem",5297,"-60",-321,"+10",33.493,"-0.295",111,"10",2,6094,1062,37.822
5,"=","NICKI MINAJ Super Bass",4951,"-52",-234,"-52",29.698,"-0.392",111,"16",1,6438,904,36.328
6,"=","PITBULL Give Me Everything f/Ne-Yo",3928,"-14",-143,"+17",27.788,"-0.027",111,"14",1,6478,925,38.999
7,"=","BEYONCE Best Thing I Never Had",3727,"+19",246,"-42",18.586,"+0.172",83,"33",7,3727,440,18.586
8,"=","KELLY ROWLAND Motivation f/Lil Wayne",3538,"-95",-376,"-82",22.514,"-0.860",111,"68",3,5903,628,34.391
9,"=","LUPE FIASCO Out Of My Head f/Trey Songz",3235,"-125",-604,"-101",18.163,"-0.614",111,"183",7,4058,418,23.033
10,"=","KATY PERRY Last Friday Night (T.G.I.F.)",3220,"-74",-377,"-88",17.438,"-0.208",79,"23",9,3627,507,18.775
11,"=","JAY Z & KANYE WEST Otis f/Otis Redding",2846,"-8",225,"-92",19.66,"+0.154",37,"18",11,2854,689,19.66
12,"=","NEW BOYZ Better With the Lights Off",2819,"+59",272,"+32",12.793,"+0.207",93,"84",12,2819,283,12.793
13,"=","BIG SEAN Marvin & Chardonnay",2607,"+26",292,"-58",15.245,"+0.145",42,"79",13,2607,589,15.245
14,"=","RIHANNA Cheers (Drink To That)",2522,"+56",483,"-4",13.035,"+0.308",30,"8",14,2522,697,13.035
15,"=","BIG SEAN My Last f/Chris Brown",2430,"-11",-140,"+47",20.295,"+0.016",111,"153",4,4788,381,28.487
16,"=","TYGA Far Away f/Chris Richardson",2355,"-11",52,"-42",10.636,"+0.000",75,"172",14,2366,380,11.031
17,"=","KREAYSHAWN Gucci Gucci",2175,"+28",210,"+10",9.787,"+0.107",64,"27",16,2175,367,9.787
18,"=","DRAKE Marvin's Room",2156,"+13",146,"-33",12.838,"+0.192",49,"67",17,2156,456,12.838
19,"=","DEV In The Dark",2080,"+12",216,"+2",11.328,"+0.171",94,"58",18,2080,216,11.328
20,"=","DRAKE Headlines",2078,"+59",515,"-53",13.418,"+0.307",24,"30",20,2078,689,13.418
21,"=","BRITNEY SPEARS I Wanna Go",1804,"+1",-7,"-6",10.231,"-0.202",58,"21",21,1840,321,11.207
22,"=","LIL WAYNE She Will f/Drake",1538,"+98",664,"+13",9.848,"+0.612",13,"28",22,1538,679,9.848
23,"+1","MIGUEL Quickie",1447,"+11",197,"-26",7.88,"+0.116",40,"194",23,1447,295,7.88
24,"-1","WIZ KHALIFA No Sleep",1440,"+0",-2,"-16",6.62,"+0.007",58,"126",23,1457,258,6.758
25,"=","CHRIS BROWN She Ain't You",1354,"-57",-459,"-16",7.099,"-0.312",111,"91",5,4046,422,22.024
26,"=","PITBULL Rain Over Me",1182,"-24",-145,"-8",4.809,"-0.079",70,"51",23,1397,279,6.152
27,"=","SEAN PAUL Got 2 Luv U f/Alexis Jordan",1171,"+33",168,"+2",5.818,"+0.003",31,"334",27,1171,257,6.058
28,"=","KELLY ROWLAND Lay It On Me f/Big Sean",820,"+2",203,"-74",3.892,"-0.011",11,"904",28,820,422,3.903
29,"+2","ACE HOOD Body 2 Body f/Chris Brown",806,"+14",126,"-12",5.563,"+0.119",17,"--",29,806,250,5.563
30,"-1","J. COLE Workout",791,"-9",32,"-27",4.722,"-0.001",37,"--",29,801,169,4.723
31,"+2","LLOYD Dedication To My Ex...",754,"+6",104,"+0",3.219,"+0.058",26,"971",31,754,201,3.219
32,"+2","AFROJACK Take Over Control f/Eva Simons",748,"+1",42,"+7",6.177,"+0.050",97,"75",32,762,164,6.67
33,"-1","TREY SONGZ Unusual f/Drake",745,"-47",-236,"-47",5.227,"-0.188",107,"918",20,1574,280,10.765
34,"-4","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",717,"-78",-484,"-37",2.865,"-0.233",65,"224",21,1424,252,5.964
35,"=","ALEXANDRA STAN Mr. Saxobeat",663,"+5",100,"-21",4.961,"-0.030",17,"65",35,663,202,5.207
36,"=","ADELE Rolling In The Deep",594,"-7",-108,"+32",4.423,"+0.031",109,"13",16,2377,450,13.832
37,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",592,"-6",-19,"-6",3.353,"-0.013",106,"63",24,1360,367,6.023
38,"+2","GYM CLASS HEROES Stereo Hearts f/Adam Le...",590,"+35",156,"+34",4.026,"+0.351",19,"9",38,590,156,4.026
39,"=","WIZ KHALIFA On My Level f/Too Short",565,"-3",12,"-15",3.574,"-0.096",72,"--",37,630,167,6.724
40,"+1","WALE That Way f/Jeremih & Rick Ross",556,"+5",54,"+4",3.005,"+0.049",28,"345",40,556,87,3.005
41,"-4","GAME Pot Of Gold f/Chris Brown",554,"-46",-248,"-35",2.866,"-0.113",46,"--",30,897,257,3.162
42,"=","IYAZ Pretty Girls f/Travie McCoy",536,"+13",126,"+6",1.885,"-0.004",14,"64",42,536,126,1.889
43,"=","JASON DERULO It Girl",492,"+10",132,"-15",1.917,"+0.050",8,"73",43,492,201,1.917
44,"=","NICKI MINAJ Fly f/Rihanna",466,"+19",160,"-14",1.729,"+0.101",6,"45",44,466,226,1.729
45,"+2","COBRA STARSHIP You Make Me Feel... f/Sab...",443,"+14",93,"-6",2.278,"+0.014",8,"7",45,443,119,2.293
46,"=","NAYER Suave (Kiss Me) f/Mohombi",442,"+13",109,"+4",1.737,"+0.065",2,"715",46,442,109,1.737
47,"-2","RAY J Bananas",416,"-18",-102,"-9",1.302,"-0.053",33,"--",41,543,200,2.008
48,"=","LIL PLAYY Birthday Dress",405,"+33",166,"+21",1.373,"+0.027",2,"--",48,405,166,1.373
