"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","JAY Z & KANYE WEST N***** In Paris",5489,"-6",-41,"+136",35.915,"-0.046",138,"12",1,6195,668,41.081
2,"=","BIG SEAN Dance (A$$)",5172,"-12",-62,"+23",29.991,"-0.251",104,"30",2,5285,615,33.392
3,"=","J. COLE Workout",5104,"-69",-340,"+27",33.352,"-0.182",180,"26",1,6176,777,39.536
4,"=","FLO RIDA Good Feeling",5062,"+49",386,"+84",31.879,"+0.303",115,"5",4,5062,533,31.879
5,"=","RIHANNA We Found Love f/Calvin Harris",4975,"-14",-105,"+135",32.441,"+0.166",115,"7",1,5953,839,35.674
6,"=","DRAKE Make Me Proud f/Nicki Minaj",3909,"+13",-72,"+45",23.788,"+0.229",89,"48",6,4140,605,25.852
7,"=","BRUNO MARS It Will Rain",3848,"+51",247,"+136",21.912,"+0.313",101,"13",7,3848,486,21.912
8,"=","WALE Lotus Flower Bomb f/Miguel",3682,"+22",222,"+0",22.844,"+0.090",75,"88",8,3682,573,22.844
9,"=","LMFAO Sexy And I Know It",3598,"-47",-320,"+109",21.814,"-0.285",126,"9",4,4921,738,27.923
10,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",3452,"+60",333,"+35",20.641,"+0.298",75,"8",10,3452,585,20.641
11,"=","DRAKE The Motto f/Lil Wayne",3343,"+89",681,"-9",23.173,"+0.709",70,"11",11,3343,748,23.173
12,"=","RIHANNA You Da One",3017,"+13",178,"+22",15.213,"-0.012",68,"31",12,3017,886,15.225
13,"=","DRAKE Headlines",2644,"-107",-466,"-17",19.049,"-0.936",167,"46",1,5872,689,40.36
14,"=","TYGA Rack City",2513,"+15",347,"-40",15.335,"+0.071",61,"4",14,2513,433,15.335
15,"+1","J. COLE Can't Get Enough f/Trey Songz",2363,"+55",320,"-1",16.251,"+0.271",61,"--",15,2363,483,16.251
16,"-1","T-PAIN 5 O'clock f/Wiz Khalifa",2311,"-95",-658,"+1",12.36,"-0.443",120,"43",6,4656,700,28.003
17,"=","CHRIS BROWN Strip f/Kevin McCall",2295,"+62",531,"-16",12.559,"+0.114",54,"54",17,2295,605,12.559
18,"=","DAVID GUETTA Without You f/Usher",2217,"-9",-419,"+183",13.276,"-0.113",138,"32",7,4252,544,22.96
19,"=","PITBULL F/CHRIS BROWN International Love",2187,"+10",231,"+41",12.138,"+0.164",96,"15",18,2187,314,12.138
