"Title","Artist","Spins"
"The Monster f/Rih...","EMINEM",6529
"Hold On We're Goi...","DRAKE",4795
"Show Me f/Chris B...","KID INK",4653
"Love More f/Nicki...","CHRIS BROWN",3974
"White Walls f/ScH...","MACKLEMORE & RYAN...",3904
"Gas Pedal","SAGE THE GEMINI",3452
"Old School Love f...","LUPE FIASCO",3328
"Tom Ford","JAY Z",3179
"23 f/Miley Cyrus,...","MIKE WILL MADE-IT",3143
"Timber f/Ke$ha","PITBULL",3100
"Royals","LORDE",3071
"Headband  f/2 Cha...","B.O.B",2872
"Do What U Want f/...","LADY GAGA",2721
"It Won't Stop","SEVYN STREETER",2423
"My Hitta f/Jeezy,...","YG",2361
"The Language","DRAKE",2197
"Paranoid","TY DOLLA $IGN",2007
"She Knows","J. COLE",1996
"All Me f/2 Chainz...","DRAKE",1983
"Drunk In Love f/J...","BEYONCE",1977
"Dark Horse","KATY PERRY",1878
"Stay The Night f/...","ZEDD",1661
"Own It","MACK WILDS",1634
"Ride","SOMO",1564
"Wake Me Up","AVICII",1448
"Up Down (Do This ...","T-PAIN",1343
"I Luv This Sh*t","AUGUST ALSINA",1083
"Wait For A Minute","TYGA F/JUSTIN BIE...",1060
"TKO","JUSTIN TIMBERLAKE",875
"Roar","KATY PERRY",849
"Right There f/Big...","ARIANA GRANDE",832
"Counting Stars","ONEREPUBLIC",805
"All Of Me","JOHN LEGEND",659
"Know Bout Me f/Ja...","TIMBALAND",645
"Young Girls","BRUNO MARS",633
"Team","LORDE",606
"Last Night f/Wale","SEBASTIAN MIKAEL",590
"XO","BEYONCE",584
"Demons","IMAGINE DRAGONS",581
"Bounce It f/Wale ...","JUICY J",571
"Real And True f/M...","FUTURE",569
"Red Nose (Pitbull...","SAGE THE GEMINI",546
"Wrecking Ball","MILEY CYRUS",525
"Marry Me","JASON DERULO",518
"Talk Dirty f/2 Ch...","JASON DERULO",512
"Thinking About Yo...","CALVIN HARRIS",511
"Cold Blood","YO GOTTI",508
"They Don't Know","RICO LOVE",498
"Burn","ELLIE GOULDING",488
"Applause","LADY GAGA",481
