"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","BEYONCE","Drunk In Love f/Jay Z",6424,0,39,0,44.347,0,73,"11/96",1,6424,1055,44.347
2,"=","KATY PERRY","Dark Horse",5699,0,157,0,34.343,0,103,"2",2,5716,639,34.343
3,"=","KID INK","Show Me f/Chris Brown",5254,0,-510,0,36.711,0,146,"24",1,6351,758,40.204
4,"=","JASON DERULO","Talk Dirty f/2 Chainz",4963,0,484,0,26.859,0,57,"4",4,4963,884,26.859
5,"=","PHARRELL WILLIAMS","Happy",4680,0,955,0,30.722,0,39,"1",5,4680,1153,30.722
6,"=","TY DOLLA $IGN","Paranoid",4248,0,232,0,25.578,0,148,"53",6,4248,556,25.707
7,"=","YG","My Hitta f/Jeezy,RichHomieQuan",4136,0,-71,0,25.082,0,118,"324",4,4284,525,27.895
8,"=","LORDE","Team",3412,0,274,0,17.892,0,76,"7",8,3412,655,17.959
9,"=","EMINEM","The Monster f/Rihanna",3275,0,-529,0,24.223,0,123,"42",1,6810,1739,44.928
10,"=","CHRIS BROWN","Loyal f/Lil' Wayne",3231,0,277,0,18.232,0,52,"93",10,3231,494,18.394
11,"=","SOMO","Ride",2599,0,10,0,10.678,0,97,"106",11,2599,354,10.678
12,"=","TREY SONGZ","Na Na",2474,0,331,0,14.601,0,47,"71",12,2474,485,14.601
13,"=","JOHN LEGEND","All Of Me",2429,0,313,0,10.898,0,90,"3",13,2429,374,10.898
14,"=","SAGE THE GEMINI","Red Nose (Pitbull)",2407,0,199,0,13.391,0,138,"--",13,2407,441,13.533
15,"=","PITBULL","Timber f/Ke$ha",2281,0,-482,0,12.059,0,135,"9",3,4540,658,25.363
16,"=","ALOE BLACC","The Man",2083,0,221,0,9.908,0,36,"6",16,2083,527,9.908
17,"=","DRAKE","All Me f/2 Chainz & Big Sean",2048,0,-128,0,10.698,0,173,"129",13,2287,263,14.829
18,"=","RICO LOVE","They Don't Know",1848,0,158,0,10.676,0,72,"111",18,1848,351,10.676
19,"=","DRAKE","The Language",1603,0,-445,0,7.233,0,112,"176",9,2765,494,14.514
20,"=","JAY Z","Part II (On The Run) f/Beyonce",1467,0,222,0,9.324,0,34,"179",20,1467,323,9.324
21,"=","BRUNO MARS","Young Girls",1434,0,-129,0,5.497,0,74,"51",20,1594,334,5.688
22,"=","DJ SNAKE & LIL JON","Turn Down For What",1347,0,150,0,4.96,0,42,"12",22,1347,287,4.96
23,"=","SEVYN STREETER","It Won't Stop",1232,0,-340,0,12.234,0,149,"147",14,2563,250,15.119
24,"=","ELLIE GOULDING","Burn",1209,0,-81,0,6.727,0,64,"32",22,1298,321,7.485
25,"=","CALVIN HARRIS","Thinking About You",1054,0,-86,0,5.655,0,76,"196",25,1153,191,5.865
26,"=","JHENE AIKO","The Worst",1015,0,135,0,5.653,0,41,"120",26,1015,215,5.653
27,"=","J. COLE","She Knows",892,0,-389,0,3.691,0,102,"332",11,2601,397,12.892
28,"=","ONEREPUBLIC","Counting Stars",890,0,-81,0,6.521,0,90,"14",26,1202,230,9.228
29,"=","FAR EAST MOVEMENT","The Illest f/Riff Raff",876,0,144,0,5.482,0,48,"212",29,876,174,5.537
30,"=","MARTIN GARRIX","Animals",824,0,166,0,4.91,0,60,"30",30,824,233,4.91
31,"=","LADY GAGA","Do What U Want f/R. Kelly",823,0,-331,0,4.281,0,120,"169",8,3042,459,15.944
32,"=","BEYONCE","Partition",712,0,270,0,7.233,0,34,"55",32,712,270,7.233
33,"=","WILL.I.AM","Feelin' Myself f/Miley Cyrus",702,0,212,0,3.196,0,14,"208",33,702,278,3.196
34,"=","ZEDD","Stay The Night f/H. Williams",693,0,-89,0,4.974,0,137,"110",18,1890,247,11.046
35,"=","QUE","O.G. Bobby Johnson",676,0,24,0,4.661,0,40,"195",32,676,196,4.859
36,"=","TECH N9NE","Fragile",663,0,137,0,2.381,0,17,"--",35,663,239,2.381
37,"=","B.O.B","John Doe f/Priscilla",646,0,128,0,1.681,0,47,"378",35,646,185,1.681
38,"=","SHAKIRA F/RIHANNA","Can't Remember To Forget You",572,0,50,0,2.325,0,33,"20",36,573,202,2.333
39,"=","SCHOOLBOY Q","Man Of The Year",552,0,59,0,3.983,0,20,"72",38,560,175,4.053
40,"=","DJ INFAMOUS","Double Cup f/Jeezy, Ludacris",469,0,82,0,2.018,0,20,"--",40,469,99,2.066
41,"=","NAUGHTY BOY","La La La f/Sam Smith",460,0,11,0,0.938,0,27,"88",40,471,148,1.014
42,"=","ERIC BELLINGER","I Don't Want Her f/Problem",433,0,-18,0,4.057,0,35,"--",39,455,72,4.688
43,"=","KAT DAHLIA","Crazy",420,0,17,0,0.973,0,24,"--",43,420,183,1.23
44,"=","MARIAH CAREY","You're Mine (Eternal)",389,0,188,0,2.285,0,6,"--",44,389,188,2.285
45,"=","LUDACRIS","Party Girls f/Wiz & Jeremih",367,0,190,0,0.951,0,5,"339",45,367,190,0.951
46,"=","K. MICHELLE","Can't Raise A Man",358,0,38,0,3.368,0,12,"215",44,358,128,3.384
47,"=","DRAKE","Worst Behavior",325,0,30,0,5.649,0,23,"308",46,346,71,6.061
48,"=","EMINEM","Headlights",318,0,116,0,0.681,0,4,"142",48,318,124,0.681
49,"=","RICK ROSS","The Devil Is A Lie f/Jay Z",310,0,-65,0,2.123,0,28,"109",41,407,135,2.745
50,"=","YOUNG THUG","Stoner",297,0,48,0,2.661,0,3,"89",50,297,48,2.661
