"Title","Artist","Spins"
"Turn Down For What","DJ SNAKE & LIL JON",5892
"Na Na","TREY SONGZ",5707
"Fancy","IGGY AZALEA",5567
"Loyal f/Lil' Wayne","CHRIS BROWN",5559
"Partition","BEYONCE",4160
"All Of Me","JOHN LEGEND",4017
"Talk Dirty f/2 Chainz","JASON DERULO",3687
"Not A Bad Thing","JUSTIN TIMBERLAKE",3195
"The Worst","JHENE AIKO",3057
"Trophies f/Drake","YOUNG MONEY",3015
"Who Do You Love f/Drake","YG",2653
"Problem f/Iggy Azalea","ARIANA GRANDE",2617
"Fragile","TECH N9NE",2568
"Happy","PHARRELL WILLIAMS",2409
"2 On f/Schoolboy Q","TINASHE",2332
"Main Chick f/Chris Brown","KID INK",2172
"V. 3005","CHILDISH GAMBINO",1893
"Move That Doh f/Pharrell","FUTURE",1809
"Wiggle f/Snoop Dogg","JASON DERULO",1677
"Good Kisser","USHER",1556
"Summer","CALVIN HARRIS",1397
"2AM","ADRIAN MARCEL",1263
"Believe Me f/Drake","LIL WAYNE",1213
"Headlights","EMINEM",1200
"Crazy","KAT DAHLIA",1185
"Cut Her Off","K CAMP",1135
"Sing","ED SHEERAN",1102
"Numb f/B.o.B. & Yo Gotti","AUGUST ALSINA",1060
"Wild Wild Love f/GRL","PITBULL",848
"Part II (On The Run) f/Beyonce","JAY Z",837
"Birthday","KATY PERRY",796
"Stoner","YOUNG THUG",734
"Feelin' Myself f/Miley Cyrus","WILL.I.AM",673
"Thug Cry f/Lil Wayne","RICK ROSS",628
"La La La f/Sam Smith","NAUGHTY BOY",621
"Rude","MAGIC!",609
"Show Off","SOMO",608
"College Drop","SAGE THE GEMINI",556
"Sex You","BANDO JONEZ",515
"She Twerkin","CA$H OUT",502
"Wake Up In It","MALLY MALL & TYGA",477
"Latch f/Sam Smith","DISCLOSURE",419
"Smoke f/Trey Songz","50 CENT",411
"Next","SEVYN STREETER",409
"Am I Wrong","NICO & VINZ",355
"24 Hours","TEEFLII",346
"Show Da World f/Kiara","BOOSIE & WEBBIE",315
"Shower","BECKY G",290
"Walk Thru f/Problem","RICH HOMIE QUAN",284
"2 Rounds f/Rich Homie Quan","PROPAIN",280
