"Title","Artist","Spins"
"Mercy f/Big Sean/Pus...","KANYE WEST",4663
"2 Reasons /T.I.","TREY SONGZ",4594
"Whistle","FLO RIDA",4533
"No Lie f/Drake","2 CHAINZ",4493
"Pound The Alarm","NICKI MINAJ",3874
"Heart Attack","TREY SONGZ",3603
"As Long As You Love ...","JUSTIN BIEBER",3585
"Where Have You Been","RIHANNA",3049
"Don't Wake Me Up","CHRIS BROWN",2824
"Amen f/Drake & Jerem...","MEEK MILL",2668
"Let Me Love You","NE-YO",2587
"Let's Go f/Ne-Yo","CALVIN HARRIS",2540
"Work Hard, Play Hard","WIZ KHALIFA",2444
"I Can Only Imagine f...","DAVID GUETTA",2349
"Pop That f/Rick Ross","FRENCH MONTANA",2299
"Adorn","MIGUEL",2210
"Lights","ELLIE GOULDING",2201
"Turn On The Lights","FUTURE",1680
"Lemme See f/Rick Ros...","USHER",1640
"Bag Of Money f/Rick ...","WALE",1623
"Titanium f/Sia","DAVID GUETTA",1580
"Scream","USHER",1492
"New Day f/Dr.Dre & A...","50 CENT",1228
"Clique f/Big Sean & ...","KANYE WEST",1149
"Dope Chick f/Pusha T","THE-DREAM",1122
"Slow Down f/The Team","CLYDE CARSON",953
"Swimming Pools (Dran...","KENDRICK LAMAR",948
"Birthday Song f/Kany...","2 CHAINZ",888
"Wide Awake","KATY PERRY",884
"Blow Me (One Last Ki...","PINK",857
"R.I.P. f/Tinie Tempa...","RITA ORA",853
"Nobody's Perfect","J. COLE",841
"My Moment f/2 Chainz","DJ DRAMA",810
"Enough Of No Love f/...","KEYSHIA COLE",730
"Numb","USHER",704
"Dance For You","BEYONCE",699
"Go Hard","KREAYSHAWN",696
"Bands A Make Her Dan...","JUICY J",690
"Dive In","TREY SONGZ",686
"Gangnam Style","PSY",660
"Big Booty","CA$H OUT",658
"Put It Down f/Chris ...","BRANDY",655
"One More Night","MAROON 5",647
"I Cry","FLO RIDA",610
"Payphone f/Wiz Khali...","MAROON 5",609
"Snapbacks & Tattoos","DRIICKY GRAHAM",599
"Take It To The Head","DJ KHALED",561
"Missed Calls","MAC MILLER",558
"Celebration f/Chris ...","GAME",556
"No Worries f/Detail","LIL WAYNE",522
