"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","NE-YO","Let Me Love You",4980,"+21",209,"-92",37.033,"+0.512",84,"14",1,4980,736,37.033
2,"=","JUSTIN BIEBER","As Long As You Love ...",4768,"-27",-267,"-103",31.614,"-0.203",110,"18",1,5066,631,34.084
3,"=","TREY SONGZ","2 Reasons /T.I.",4689,"-36",-234,"-74",30.485,"-0.443",123,"96",1,4927,655,33.263
4,"=","MIGUEL","Adorn",4463,"+85",553,"+56",34.474,"+1.095",94,"97",4,4463,553,34.474
5,"=","CHRIS BROWN","Don't Wake Me Up",4409,"+34",147,"-39",30.202,"+0.249",133,"23",4,4409,399,30.202
6,"=","FRENCH MONTANA","Pop That f/Rick Ross",3601,"+47",363,"+20",28.848,"+0.275",101,"67",6,3601,363,28.848
7,"=","KANYE WEST","Clique f/Big Sean & ...",3590,"+65",434,"+13",26.079,"+0.364",46,"26",7,3590,803,26.079
8,"=","RIHANNA","Diamonds",3416,"+34",287,"-80",23.68,"+0.599",31,"7",8,3416,1194,23.68
9,"+1","FUTURE","Turn On The Lights",2847,"+31",246,"+34",18.548,"+0.081",85,"88",9,2847,302,18.548
10,"-1","KANYE WEST","Mercy f/Big Sean/Pus...",2833,"-39",-436,"+20",22.928,"-0.078",197,"61",1,5092,421,37.966
11,"=","2 CHAINZ","No Lie f/Drake",2680,"-36",-156,"+18",22.394,"-0.208",157,"102",2,4727,517,33.987
12,"=","DAVID GUETTA","I Can Only Imagine f...",2460,"-51",-239,"-83",16.802,"+0.017",99,"84",11,2751,374,17.638
13,"=","FLO RIDA","I Cry",2276,"+53",307,"-28",15.38,"+0.446",39,"9",13,2276,482,15.38
14,"=","KENDRICK LAMAR","Swimming Pools (Dran...",2018,"+35",368,"+23",14.14,"+0.451",65,"42",14,2018,368,14.14
15,"=","FLO RIDA","Whistle",1915,"-48",-423,"-19",12.174,"-0.197",127,"28",1,4800,726,30.176
16,"=","2 CHAINZ","Birthday Song f/Kany...",1904,"+4",185,"-13",13.268,"+0.210",64,"54",16,1904,295,13.268
17,"+1","JUICY J","Bands A Make Her Dan...",1817,"+26",290,"-7",11.673,"+0.190",48,"50",17,1817,307,11.673
18,"-1","NICKI MINAJ","Pound The Alarm",1748,"-111",-838,"-9",11.781,"-0.454",103,"85",4,4059,582,25.809
19,"=","PSY","Gangnam Style",1656,"+4",-47,"-47",8.207,"-0.012",40,"1",16,1699,561,8.642
20,"=","MAROON 5","One More Night",1461,"+39",176,"-72",11.848,"+0.092",50,"5",20,1461,248,11.848
21,"=","BRANDY","Put It Down f/Chris ...",1407,"+40",253,"+10",9.203,"+0.239",68,"173",21,1407,253,9.203
22,"=","RITA ORA","R.I.P. f/Tinie Tempa...",1333,"+22",107,"-8",6.223,"+0.112",57,"117",22,1333,284,6.257
23,"+1","GAME","Celebration f/Chris ...",1288,"-3",19,"-35",7.139,"-0.048",43,"159",22,1313,251,7.351
24,"-1","ELLIE GOULDING","Lights",1255,"-43",-255,"-68",8.652,"-0.381",114,"59",12,2403,511,16.712
25,"+1","FRANK OCEAN","Thinkin Bout You",1239,"+51",341,"+6",9.759,"+0.286",22,"60",25,1239,341,9.759
26,"-1","DJ DRAMA","My Moment f/2 Chainz",1215,"-5",13,"-18",7.233,"+0.107",57,"132",22,1220,274,7.29
27,"=","KE$HA","Die Young",1170,"+6",84,"-77",6.611,"+0.123",28,"2",26,1170,376,6.611
28,"=","USHER","Numb",1103,"+10",119,"-38",5.388,"-0.051",49,"66",27,1103,282,5.52
29,"=","LIL WAYNE","No Worries f/Detail",1061,"+21",139,"+0",7.192,"+0.307",40,"68",29,1061,331,7.192
30,"=","BRUNO MARS","Locked Out Of Heaven",1006,"+30",132,"-45",5.611,"+0.130",16,"3",30,1006,474,5.611
31,"=","TREY SONGZ","Dive In",896,"-23",-37,"-31",6.378,"-0.152",52,"258",28,974,195,6.65
32,"+1","JONN HART","Who Booty f/iamSU",891,"+24",190,"+4",6.366,"+0.070",28,"--",32,891,190,6.366
