"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",6439,"+9",19,"-17",38.839,"-0.006",47,1,6478,925,38.999
2,"=","NICKI MINAJ Super Bass",5532,"+111",904,"+17",29.928,"+0.646",47,2,5532,904,29.928
3,"=","KELLY ROWLAND Motivation f/Lil Wayne",4729,"+37",361,"-10",25.129,"+0.240",47,3,4729,628,25.129
4,"=","BIG SEAN My Last f/Chris Brown",4535,"+35",224,"-8",27.031,"+0.071",47,4,4535,381,27.031
5,"=","LMFAO Party Rock Anthem",4309,"+93",898,"-45",26.157,"+0.398",47,5,4309,1062,26.157
6,"=","CHRIS BROWN She Ain't You",4024,"-2",15,"-32",21.335,"-0.163",47,5,4046,422,22.024
7,"+2","LIL WAYNE How To Love",3818,"+100",823,"+1",22.419,"+0.399",27,7,3818,984,22.419
8,"-1","LUPE FIASCO The Show Goes On",3809,"-64",-424,"-37",23.923,"-0.231",47,1,5598,489,32.494
9,"+1","DJ KHALED I'm On One f/Drake, Rick Ross",3620,"+35",405,"-32",22.537,"+0.118",39,9,3620,821,22.537
10,"-2","WIZ KHALIFA Roll Up",3587,"-135",-763,"-55",19.522,"-0.629",47,2,5325,315,32.656
11,"=","KATY PERRY E.T.",3399,"-44",-423,"+28",21.3,"-0.162",47,2,5377,248,30.339
12,"+1","MIGUEL Sure Thing",3371,"+9",112,"+10",18.005,"+0.030",47,11,3371,446,18.005
13,"-1","CHRIS BROWN Look At Me Now",3328,"-64",-512,"-32",27.39,"-0.258",47,1,6273,56,40.795
14,"=","BLACK EYED PEAS Just Can't Get Enough",3082,"-86",-603,"+13",18.397,"-0.451",47,5,4213,554,22.792
15,"=","JEREMIH Down On Me f/50 Cent",2503,"-35",-274,"+1",17.547,"-0.278",47,4,5155,0,34.731
16,"=","ADELE Rolling In The Deep",2339,"-3",58,"-67",12.856,"-0.096",45,16,2377,450,13.832
17,"=","RIHANNA Man Down",2284,"+17",186,"+3",14.867,"-0.040",47,17,2284,380,14.907
18,"=","LUPE FIASCO Out Of My Head f/Trey Songz",2162,"+43",304,"+35",13.687,"+0.142",47,18,2162,316,13.687
19,"=","JASON DERULO Don't Wanna Go Home",2059,"+13",147,"-3",9.074,"-0.046",44,18,2059,471,9.164
20,"+1","BRUNO MARS Lazy Song",1565,"-33",-305,"-9",8.801,"-0.131",47,16,2039,204,11.32
21,"-1","YC Racks f/Future",1554,"-61",-359,"-14",9.615,"-0.195",47,10,3036,347,15.983
22,"=","FRANK OCEAN Novacane",1496,"+36",272,"-18",8.772,"+0.306",33,22,1496,309,8.772
23,"=","BRITNEY SPEARS Till The World Ends",1414,"-43",-249,"-35",8.238,"-0.263",47,17,2345,361,13.18
24,"=","BEYONCE Best Thing I Never Had",1403,"+36",378,"-29",5.922,"+0.065",19,24,1403,440,5.922
25,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1337,"-10",54,"-14",5.749,"-0.110",42,25,1360,367,6.023
