"Title","Artist","Spins"
"Post To Be f/Chris Brown&Jhene","OMARION",6039
"See You Again f/Charlie Puth","WIZ KHALIFA",6010
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",5596
"Trap Queen","FETTY WAP",4943
"Bitch Better Have My Money","RIHANNA",4375
"Want To Want Me","JASON DERULO",4307
"Classic Man","JIDENNA",4289
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",4286
"Be Real f/Dej Loaf","KID INK",3723
"All Hands On Deck","TINASHE",3093
"Hood Go Crazy f/B.o.B","TECH N9NE",3051
"Earned It","THE WEEKND",3024
"Cheerleader","OMI",2797
"Bad Blood","TAYLOR SWIFT",2754
"Slow Motion","TREY SONGZ",2752
"The Night Is Still Young","NICKI MINAJ",2616
"Wet Dreamz","J. COLE",2437
"Can't Feel My Face","THE WEEKND",2062
"Watch Me","SILENTO",1913
"Fun f/Chris Brown","PITBULL",1909
"Good Thing f/Nick Jonas","SAGE THE GEMINI",1736
"Worth It f/Kid Ink","FIFTH HARMONY",1707
"Do It Again f/Chris Brown","PIA MIA",1541
"Flex","RICH HOMIE QUAN",1266
"The Matrimony f/Usher","WALE",1260
"Lean On f/MØ & DJ Snake","MAJOR LAZER",1076
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",1004
"Flicka Da Wrist","CHEDDA DA CONNECT",983
"My Way f/Monty","FETTY WAP",977
"How Many Times f/Lil Wayne","DJ KHALED F/C. BROWN/BIG SEAN",948
"Nasty Freestyle","T-WAYNE",869
"Talking Body","TOVE LO",750
"Blessings f/Drake","BIG SEAN",646
"Tho Sum Mo f/Nicki Minaj","RAE SREMMURD",641
"One Last Time","ARIANA GRANDE",588
"F*ck Up Some Commas","FUTURE",585
"A Little More","MACHINE GUN KELLY",559
"Lil Bit","K CAMP",559
"Coming With You","NE-YO",557
"All Day f/A.Kingd./P.McCartney","KANYE WEST F/T.LONDON",555
"One Man Can Change The World","BIG SEAN",546
"Bum Bum f/Trey Songz","KAT DELUNA",493
"Tonight Belongs To U!","JEREMIH F/FLO RIDA",482
"Around The World f/Fetty Wap","NATALIE LA ROSE",471
"Million","TINK",449
"Choices","E-40",425
"Coffee","MIGUEL",420
"This Could Be Us","RAE SREMMURD",406
"This Summer's Gonna Hurt...","MAROON 5",404
"Yoga","JANELLE MONAE & JIDENNA",392
