"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","CHRIS BROWN Look At Me Now",6121,"-53",-201,"-66",39.269,"-0.541",4,1,6273,56,40.795
2,"=","KATY PERRY E.T.",5329,"+20",134,"-32",29.68,"+0.184",4,2,5329,248,29.68
3,"=","LUPE FIASCO The Show Goes On",5287,"-6",286,"-99",28.391,"-0.044",4,3,5293,489,28.435
4,"+1","WIZ KHALIFA Roll Up",5060,"+7",98,"-62",29.19,"+0.147",4,4,5060,315,29.19
5,"-1","JEREMIH Down On Me f/50 Cent",5043,"-65",-159,"-25",34.02,"-0.404",4,4,5155,0,34.731
6,"=","KANYE WEST All Of The Lights",3940,"-87",-496,"-68",25.772,"-0.448",4,6,4194,0,27.01
7,"=","PITBULL Give Me Everything f/Ne-Yo",3787,"+138",649,"+84",22.029,"+0.859",4,7,3787,649,22.029
8,"+1","BLACK EYED PEAS Just Can't Get Enough",3517,"+60",492,"-41",18.844,"+0.416",4,8,3517,554,18.844
9,"-1","RIHANNA S&M",3504,"-64",-590,"+8",18.813,"-0.490",4,7,3766,0,20.609
10,"=","NEW BOYZ Back Seat f/Cataracs & Dev",3331,"-102",-534,"-69",16.026,"-0.287",4,8,3646,0,17.134
11,"+1","BIG SEAN My Last f/Chris Brown",2997,"+79",355,"+41",16.922,"+0.481",4,11,2997,355,16.922
12,"-1","NICKI MINAJ Moment 4 Life f/Drake",2970,"-57",-393,"+5",17.048,"-0.391",4,11,3132,0,18.153
13,"=","YC Racks f/Future",2941,"+39",328,"+9",15.344,"+0.335",4,12,2941,347,15.344
14,"=","CHRIS BROWN She Ain't You",2681,"+80",375,"+44",14.97,"+0.455",4,14,2681,375,14.97
15,"=","TINIE TEMPAH Written In The Stars",2428,"-13",29,"-51",10.477,"+0.006",4,15,2441,115,10.477
16,"=","JENNIFER LOPEZ F/PITBULL On The Floor",2192,"+7",105,"-15",12.593,"+0.059",4,16,2192,120,12.593
17,"+1","KELLY ROWLAND Motivation f/Lil Wayne",2168,"+59",493,"-18",12.87,"+0.161",4,17,2168,572,12.87
18,"-1","BRITNEY SPEARS Till The World Ends",2165,"+15",242,"-45",12.546,"+0.037",4,17,2165,361,12.671
19,"+2","MIGUEL Sure Thing",1859,"+59",424,"+7",11.143,"+0.114",4,19,1859,438,11.143
20,"-1","NICKI MINAJ Did It On'em",1839,"-87",-613,"-20",10.893,"-0.602",4,18,2119,0,12.584
21,"-1","BRUNO MARS Lazy Song",1826,"+5",139,"-43",9.684,"+0.035",4,20,1826,204,9.684
22,"=","NICKI MINAJ Super Bass",1808,"+111",549,"+60",8.854,"+0.610",4,22,1808,549,8.854
