"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","LIL WAYNE How To Love",5745,-36,-345,-8,38.099,-0.542,118,"14",1,6857,984,40.803
2,"=","BAD MEETS EVIL Lighters f/Bruno Mars",5498,-62,-77,-108,31.475,-0.578,98,"17/98",2,5657,850,32.913
3,"=","DJ KHALED I'm On One f/Drake, Rick Ross",4856,-6,-105,50,32.525,-0.053,130,"53",2,5875,821,38.385
4,"=","LMFAO Party Rock Anthem",4101,-52,-277,-45,27.311,-0.248,138,"7/99",2,6094,1062,37.822
5,"=","DRAKE Headlines",3891,71,534,9,25.509,0.423,51,"26",5,3891,689,25.509
6,"=","NICKI MINAJ Super Bass",3734,-46,-203,-10,23.116,-0.233,138,"20",1,6438,904,36.328
7,"=","PITBULL Give Me Everything f/Ne-Yo",3733,-26,-197,-18,25.618,-0.138,138,"23",1,6478,925,38.999
8,"=","NEW BOYZ Better With the Lights Off",3683,29,234,4,15.857,0.094,120,"35",8,3683,452,15.857
9,"=","BEYONCE Best Thing I Never Had",3537,-74,-432,-64,17.175,-0.42,110,"62",5,4038,440,19.519
10,"=","RIHANNA Cheers (Drink To That)",3483,5,180,-38,15.844,-0.082,57,"9",9,3483,697,15.926
11,"=","BIG SEAN Marvin & Chardonnay",3359,6,102,-49,17.172,-0.191,69,"43",10,3369,589,18.208
12,"=","LIL WAYNE She Will f/Drake",3184,65,410,7,19.931,0.502,40,"305",12,3184,679,19.931
13,"=","DEV In The Dark",2995,31,212,-26,16.005,0.162,121,"13",13,2995,280,16.005
14,"=","TYGA Far Away f/Chris Richardson",2836,-10,21,-42,13.719,0.038,102,"138",13,2875,380,13.836
15,"=","KELLY ROWLAND Motivation f/Lil Wayne",2561,-40,-272,4,17.081,-0.386,138,"56",3,5903,628,34.391
16,"=","KREAYSHAWN Gucci Gucci",2230,-51,-277,-39,10.607,-0.184,91,"65",16,2530,367,11.812
17,"=","JAY Z & KANYE WEST Otis f/Otis Redding",2077,-59,-559,41,13.121,-0.249,64,"50",9,3026,689,20.091
18,"=","MIGUEL Quickie",1960,-27,61,-61,10.234,-0.117,67,"185",18,1990,295,10.351
19,"=","SEAN PAUL Got 2 Luv U f/Alexis Jordan",1957,16,122,5,9.835,-0.035,58,"117",19,1957,266,9.87
20,"=","NICKI MINAJ Fly f/Rihanna",1905,34,301,-51,8.813,0.327,33,"52",20,1905,526,8.813
21,"=","KATY PERRY Last Friday Night (T.G.I.F.)",1784,-36,-307,13,9.96,-0.049,106,"25",9,3627,507,18.775
22,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",1604,17,315,-29,9.032,0.067,46,"5",22,1604,373,9.032
23,"+1","KELLY ROWLAND Lay It On Me f/Big Sean",1594,10,91,-22,7.048,-0.026,38,"322",23,1594,422,7.074
24,"-1","DRAKE Marvin's Room",1556,-29,-325,31,12.884,-0.169,76,"60",17,2253,456,16.484
25,"=","J. COLE Workout",1515,29,195,-11,9.839,0.261,64,"--",25,1515,250,9.839
26,"+1","DAVID GUETTA Without You f/Usher",1281,43,237,-18,6.525,0.134,22,"8",26,1281,356,6.525
27,"-1","ACE HOOD Body 2 Body f/Chris Brown",1280,17,88,-1,7.952,0.302,44,"--",26,1280,251,7.952
28,"+1","JAY Z & KANYE WEST N***** In Paris",1262,70,402,8,12.668,0.418,22,"--",28,1262,464,12.668
29,"-1","COBRA STARSHIP You Make Me Feel... f/Sab...",1228,5,130,-36,6.709,-0.042,35,"11",27,1228,336,6.751
30,"=","LUPE FIASCO Out Of My Head f/Trey Songz",1125,-33,-399,39,6.946,-0.557,138,"340",7,4058,418,23.033
31,"+1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",1044,37,328,-4,6.959,0.221,15,"1",31,1044,332,6.959
32,"-1","JASON DERULO It Girl",1024,9,131,-20,4.153,0.046,35,"12",31,1024,201,4.153
33,"=","WIZ KHALIFA No Sleep",964,-22,-229,13,6.466,-0.08,85,"81",23,1457,258,7.568
34,"+1","LLOYD Dedication To My Ex...",932,-2,71,-33,3.846,0.059,53,"331",28,934,201,3.846
35,"-1","BRITNEY SPEARS I Wanna Go",923,-56,-399,-21,5.614,-0.195,85,"33",21,1840,321,11.207
37,"-1","WALE That Way f/Jeremih & Rick Ross",910,24,111,16,5.42,0.026,55,"170",34,910,118,5.42
36,"+1","MINDLESS BEHAVIOR Mrs. Right f/Diggy Sim...",910,31,209,-1,4.323,0.264,26,"--",36,910,216,4.323
38,"=","ALEXANDRA STAN Mr. Saxobeat",873,1,54,-24,6.207,0.075,44,"28",31,873,202,6.207
39,"+1","LIL PLAYY Birthday Dress",771,-3,56,-21,2.611,-0.089,29,"--",36,774,182,2.702
40,"-1","IYAZ Pretty Girls f/Travie McCoy",770,-10,-36,-3,3.403,0.003,41,"38",31,819,190,3.6
41,"=","AFROJACK Take Over Control f/Eva Simons",736,-14,-8,-17,5.603,-0.071,124,"48",29,762,164,6.67
42,"=","CHRIS BROWN Wet The Bed",710,5,62,-5,5.293,0.041,28,"271",39,710,139,5.293
43,"=","LMFAO Sexy And I Know It",670,26,283,-19,4.318,0.071,10,"6",43,670,317,4.318
44,"=","FOSTER THE PEOPLE Pumped Up Kicks",618,-3,51,-29,4.39,0.078,22,"4",43,621,119,4.39
45,"=","CHRIS BROWN Beautiful People f/B. Benass...",556,1,38,-22,2.607,0.015,41,"95",44,556,98,3.885
46,"=","T-PAIN 5 O'clock f/Wiz Khalifa",525,63,367,25,3.551,0.412,4,"--",46,525,367,3.551
47,"=","NAYER Suave (Kiss Me) f/Mohombi",435,-9,-29,-15,1.749,-0.037,29,"--",41,510,109,1.882
48,"=","MEEK MILL Ima Boss f/Rick Ross",396,0,15,-8,3.146,-0.072,29,"388",46,402,62,3.763
49,"=","BEI MAEJOR Trouble f/J. Cole",335,-1,99,-30,1.198,-0.003,6,"554",48,336,173,1.237
50,"=","DIGGY Copy, Paste",306,-3,6,-19,2.182,-0.01,12,"--",48,325,94,2.499
