"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","LUPE FIASCO The Show Goes On",5593,"+1",234,"-191",32.494,"+0.156",19,1,5598,489,32.494
2,"+1","PITBULL Give Me Everything f/Ne-Yo",5359,"+83",590,"-54",31.172,"+0.551",19,2,5359,925,31.172
3,"-1","WIZ KHALIFA Roll Up",5273,"-19",55,"-44",31.743,"-0.433",19,2,5305,315,32.656
4,"=","CHRIS BROWN Look At Me Now",5070,"-59",-539,"-3",32.83,"-0.536",19,1,6273,56,40.795
5,"=","KATY PERRY E.T.",4950,"-36",-361,"-156",29.226,"-0.172",19,2,5377,248,30.339
6,"=","BLACK EYED PEAS Just Can't Get Enough",4058,"-4",43,"-168",21.17,"-0.094",19,6,4062,554,21.276
7,"=","JEREMIH Down On Me f/50 Cent",3640,"-95",-615,"-29",25.192,"-0.568",19,4,5155,0,34.731
8,"=","BIG SEAN My Last f/Chris Brown",3382,"+11",202,"-24",19.147,"-0.014",19,8,3382,356,19.161
9,"=","CHRIS BROWN She Ain't You",3249,"+1",158,"-68",18.027,"-0.250",19,9,3249,422,18.298
10,"=","KELLY ROWLAND Motivation f/Lil Wayne",3117,"+15",386,"-99",17.552,"+0.051",19,10,3117,628,17.552
11,"=","YC Racks f/Future",3002,"-7",13,"-8",15.661,"+0.250",19,10,3036,347,15.661
12,"+1","NICKI MINAJ Super Bass",2764,"+32",337,"-81",14.097,"+0.130",19,12,2764,642,14.097
13,"-1","KANYE WEST All Of The Lights",2763,"-47",-496,"+33",20.406,"+0.094",19,6,4194,0,27.01
14,"=","MIGUEL Sure Thing",2435,"+12",250,"-29",13.271,"-0.005",19,14,2435,446,13.276
15,"=","RIHANNA S&M",2332,"-40",-650,"-98",12.984,"-0.148",19,7,3766,0,20.609
16,"=","JENNIFER LOPEZ F/PITBULL On The Floor",2255,"+10",-37,"-25",13.772,"+0.086",19,16,2302,134,13.772
17,"=","BRITNEY SPEARS Till The World Ends",2129,"-18",-193,"-150",11.748,"-0.174",19,17,2345,361,13.18
18,"=","NEW BOYZ Back Seat f/Cataracs & Dev",2079,"-65",-574,"-62",10.778,"-0.337",19,8,3646,0,17.134
19,"+1","BRUNO MARS Lazy Song",1990,"-20",-10,"-105",10.73,"-0.314",19,19,2030,204,11.32
20,"+2","LMFAO Party Rock Anthem",1688,"+47",140,"-50",10.055,"+0.494",19,20,1688,213,10.055
21,"+2","RIHANNA Man Down",1577,"+0",229,"-57",10.179,"+0.384",19,21,1579,380,10.179
22,"-1","TINIE TEMPAH Written In The Stars",1576,"-80",-590,"-114",8.642,"-0.302",19,15,2441,115,10.477
23,"+1","JASON DERULO Don't Wanna Go Home",1230,"+48",347,"-59",6.01,"+0.256",16,23,1230,471,6.01
24,"+1","DJ KHALED I'm On One f/Drake, Rick Ross",1223,"+74",538,"-23",9.056,"+0.387",11,24,1223,642,9.056
25,"+1","LUPE FIASCO Out Of My Head f/Trey Songz",1182,"+37",245,"+4",9.464,"+0.510",19,25,1182,265,9.464
26,"+3","ADELE Rolling In The Deep",1133,"+41",436,"+2",7.766,"+0.218",17,26,1133,436,7.766
27,"=","BEYONCE Run The World (Girls)",1081,"-64",-511,"-91",5.563,"-0.268",19,22,1699,281,7.421
28,"=","NICKI MINAJ Did It On'em",1064,"-40",-211,"-17",6.26,"-0.302",19,18,2119,0,12.584
29,"+1","ACE HOOD Hustle Hard",979,"-1",-99,"+3",5.802,"+0.082",19,26,1088,210,6.734
30,"+1","T-PAIN Best Love Song f/Chris Brown",952,"+5",47,"-11",5.551,"+0.137",19,29,952,105,5.551
31,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",870,"+9",167,"-38",3.634,"+0.029",14,31,870,367,3.634
32,"+1","TREY SONGZ Unusual f/Drake",824,"+21",214,"-13",7.549,"-0.167",15,32,824,280,7.716
33,"+1","LIL WAYNE John f/Rick Ross",757,"-12",-93,"+13",6.772,"-0.152",19,29,960,0,7.432
34,"+2","JENNIFER LOPEZ I'm Into You f/Lil Wayne",753,"-4",72,"-25",2.754,"-0.056",19,34,757,160,2.873
35,"=","TRAVIS PORTER Bring It Back",753,"-5",-69,"+1",4.199,"+0.040",19,31,882,0,4.442
36,"+1","KE$HA Blow",741,"-10",-130,"-25",6.197,"+0.031",19,27,1069,1,6.44
37,"+1","LLOYD Cupid",715,"+12",1,"+12",3.51,"+0.064",19,35,722,212,3.873
38,"+1","GORILLA ZOE Twisted f/Lil Jon",662,"-24",-72,"-31",1.778,"-0.057",19,35,740,89,2.186
39,"+1","CEE LO GREEN F**k You (Forget You)",620,"-22",-190,"-23",3.765,"-0.089",19,28,1003,0,6.352
40,"+1","JAMIE FOXX Best Night Of My Life",616,"+10",98,"+3",2.504,"+0.089",19,40,616,139,2.504
41,"+2","KERI HILSON Lose Control (Let Me Down)",581,"+23",145,"-1",1.793,"+0.092",11,41,581,146,1.793
42,"=","DR. DRE I Need A Doctor f/Eminem",572,"-22",-400,"+58",3.631,"-0.045",19,25,1522,0,10.679
43,"+2","FRANK OCEAN Novacane",498,"+29",166,"+19",4.701,"+0.170",5,43,498,166,4.701
44,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",489,"+13",71,"-16",2.082,"+0.027",8,44,489,223,2.171
45,"+1","LADY GAGA The Edge Of Glory",464,"+23",139,"-50",2.229,"+0.181",5,45,464,189,2.229
46,"+2","DEV In The Dark",456,"+27",144,"+23",2.219,"+0.057",2,46,456,144,2.219
47,"--","NEW BOYZ Better With the Lights Off",425,"--",135,"--",1.574,"--",1,47,425,135,1.574
48,"+1","AFROJACK Take Over Control f/Eva Simons",410,"-5",12,"-23",4.198,"-0.267",8,46,444,124,5.132
49,"--","CHRIS BROWN Beautiful People f/B. Benass...",385,"--",-56,"--",3.002,"--",18,45,480,98,3.885
50,"--","MARSHA AMBROSIUS Far Away",368,"--",67,"--",1.844,"--",1,50,368,67,1.844
