"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KIRKO BANGZ Drank In My Cup",5594,-2,209,-23,37.727,0.31,127,"68",1,5605,562,37.727
2,"=","FLO RIDA Wild Ones f/Sia",4752,-21,-71,-4,28.895,-0.174,91,"8",2,4837,738,30.647
3,"=","DRAKE Take Care f/Rihanna",4511,-21,-306,16,32.418,0.191,174,"75",1,5759,749,42.959
4,"=","NICKI MINAJ Starships",4285,19,83,-22,28.118,-0.087,96,"12/44",4,4285,669,28.422
5,"=","RIHANNA Birthday Cake",3978,-56,-512,-24,27.009,-0.272,88,"64",3,4670,693,33.894
6,"=","YOUNG JEEZY Leave You Alone f/Ne-Yo",3771,21,37,-6,28.563,0.196,71,"153",6,3771,486,28.563
7,"=","DRAKE The Motto f/Lil Wayne",3486,-32,-493,71,30.35,0.027,195,"46",1,5837,748,46.701
8,"=","TYGA Faded f/Lil Wayne",3388,40,379,-36,23.623,-0.032,76,"76",8,3388,605,23.655
9,"=","LOVERANCE Up! f/IAMSU! & Skipper",3111,-137,-307,-134,25.994,-0.85,192,"127",7,3421,410,27.419
10,"=","USHER Climax",2970,-61,-385,2,19.547,-0.669,84,"62",5,4192,732,29.703
11,"=","JUSTIN BIEBER Boyfriend",2580,0,49,31,16.258,-0.07,58,"7",10,3001,1416,18.713
12,"=","CA$H OUT Cashin' Out",2240,42,312,-18,15.057,0.368,54,"45",12,2240,444,15.057
13,"=","GOTYE Somebody That I Used To Know",2020,34,100,15,12.559,0.206,39,"3",13,2020,530,12.559
14,"+1","USHER Scream",1955,76,417,17,11.655,0.413,20,"5",14,1955,732,11.655
15,"-1","TRAVIS PORTER Ayy Ladies f/Tyga",1953,13,42,-8,13.233,0.159,95,"94",14,1953,196,13.233
16,"=","RIHANNA Where Have You Been",1869,45,508,-51,12.042,0.17,24,"11",16,1869,582,12.042
17,"=","PITBULL Back In Time",1868,44,284,24,11.141,0.464,48,"9",17,1868,353,11.141
18,"+3","WIZ KHALIFA Work Hard, Play Hard",1823,69,443,21,11.845,0.477,25,"41",18,1823,545,11.845
19,"+1","THE WANTED Glad You Came",1791,15,-7,43,13.586,0.206,91,"16",14,2002,254,13.863
20,"-2","NICKI MINAJ Right By My Side f/Chris Bro...",1764,-40,-193,-15,14.323,-0.419,60,"83",13,2101,531,15.014
21,"-2","RIHANNA Talk That Talk f/Jay-Z",1699,-90,-471,-34,11.794,-0.53,162,"173",3,4202,593,26.436
22,"+3","KANYE WEST Mercy f/Big Sean/Pusha T...",1573,68,253,65,13.567,0.643,39,"26",22,1573,352,13.567
23,"=","DJ KHALED Take It To The Head",1564,18,297,-9,9.767,0.103,51,"87",23,1564,306,9.767
24,"=","TREY SONGZ Heart Attack",1562,23,190,-5,9.289,0.212,49,"116",21,1562,271,9.289
25,"-3","FUN. We Are Young f/Janelle Monae",1541,-20,-120,8,11.179,-0.067,53,"6",17,1692,287,12.718
26,"=","DRAKE HYFR (Hell Ya F**kin' Right)",1417,21,105,12,9.636,0.093,32,"110",24,1417,374,9.765
27,"=","CALVIN HARRIS Feel So Close",1181,-25,-45,-12,7.342,-0.21,87,"34",19,1587,456,9.925
28,"=","E-40 Function f/YG, iamSU, Problem",1170,-12,-52,-17,9.249,-0.144,70,"--",25,1221,160,9.941
29,"+1","J. COLE Nobody's Perfect",1062,37,280,-5,6.309,0.322,22,"--",29,1062,285,6.309
30,"+1","FAT JOE Another Round f/Chris Brown",994,6,-188,45,8.662,0.164,124,"353",18,1668,281,15.079
31,"-2","B.O.B So Good",983,-54,-618,31,5.156,-0.188,81,"--",13,2434,554,14.266
32,"=","KENDRICK LAMAR The Recipe f/Dr. Dre",964,35,299,-6,6.309,0.381,27,"280",32,964,321,6.309
33,"=","CHRIS BROWN Turn Up The Music",906,3,-19,40,6.536,-0.012,107,"70",10,2867,518,18.461
34,"=","MAROON 5 Payphone f/Wiz Khalifa",895,24,200,0,6.065,0.165,18,"4",34,895,212,6.065
35,"=","NICKI MINAJ Beez In The Trap f/2 Chainz",847,0,149,-34,6.984,-0.034,39,"66",35,847,183,7.018
36,"=","GYM CLASS HEROES Ass Back Home f/Neon Hi...",811,-11,-110,28,7.462,-0.113,130,"179",16,1959,331,13.372
37,"=","DRAKE Crew Love f/The Weekend",797,-3,-97,27,6.413,0.221,61,"309",33,941,134,10.173
38,"+1","DAVID GUETTA Titanium f/Sia",783,22,161,1,3.344,0.203,25,"20",38,783,172,3.344
39,"+1","CALVIN HARRIS Let's Go f/Ne-Yo",776,39,183,31,5.162,0.285,18,"96",39,776,199,5.162
40,"-2","JENNIFER LOPEZ Dance Again f/Pitbull",697,-68,-357,-33,3.864,-0.442,50,"23",30,1099,393,5.781
41,"=","FUTURE Same Damn Time",676,18,123,11,4.965,0.215,31,"--",39,676,127,4.965
42,"=","RITA ORA How We Do (Party)",664,31,176,6,2.654,0.123,13,"146",42,664,176,2.654
43,"=","ONE DIRECTION What Makes You Beautiful",568,15,77,7,3.799,0.209,36,"10",43,568,95,3.799
44,"=","DRIICKY GRAHAM Snapbacks & Tattoos",560,14,150,-8,3.791,0.022,11,"115",44,560,158,3.791
45,"=","KID INK Time Of Your Life",518,-10,-77,2,4.288,-0.011,67,"--",35,706,142,5.013
46,"=","CHRIS BROWN Till I Die f/Wiz Khalifa",498,12,64,-4,3.394,0.016,11,"359",46,498,134,3.394
47,"=","WAKA FLOCKA FLAME I Don't Really Care",466,4,39,-8,2.293,-0.019,31,"149",47,466,65,2.331
48,"=","USHER Lemme See f/Rick Ross",455,31,52,22,4.862,0.175,10,"148",48,455,189,4.862
49,"+1","BEI MAEJOR Lights Down Low",400,0,19,-9,1.935,0.015,4,"--",49,400,52,1.962
50,"-1","T.I. Love This Life",388,-16,-30,-5,1.866,-0.032,17,"--",45,434,43,2.205
