"Title","Artist","Spins"
"The Monster f/Rih...","EMINEM",6810
"Hold On We're Goi...","DRAKE",5326
"White Walls f/ScH...","MACKLEMORE & RYAN...",4968
"Love More f/Nicki...","CHRIS BROWN",4360
"Tom Ford","JAY Z",3933
"Gas Pedal","SAGE THE GEMINI",3913
"Show Me f/Chris B...","KID INK",3491
"Royals","LORDE",3247
"Old School Love f...","LUPE FIASCO",3133
"23 f/Miley Cyrus,...","MIKE WILL MADE-IT",3114
"Headband  f/2 Cha...","B.O.B",3099
"Timber f/Ke$ha","PITBULL",2630
"Do What U Want f/...","LADY GAGA",2332
"It Won't Stop","SEVYN STREETER",2075
"All Me f/2 Chainz...","DRAKE",1930
"The Language","DRAKE",1817
"Wake Me Up","AVICII",1698
"She Knows","J. COLE",1663
"My Hitta f/Jeezy,...","YG",1627
"TKO","JUSTIN TIMBERLAKE",1606
"Paranoid","TY DOLLA $IGN",1539
"Right There f/Big...","ARIANA GRANDE",1536
"Stay The Night f/...","ZEDD",1491
"I Luv This Sh*t","AUGUST ALSINA",1346
"Up Down (Do This ...","T-PAIN",1321
"Ride","SOMO",1307
"Own It","MACK WILDS",1252
"Wait For A Minute","TYGA F/JUSTIN BIE...",1233
"Marry Me","JASON DERULO",1121
"Dark Horse","KATY PERRY",923
"Roar","KATY PERRY",868
"Bounce It f/Wale ...","JUICY J",847
"Wrecking Ball","MILEY CYRUS",790
"Real And True f/M...","FUTURE",788
"Demons","IMAGINE DRAGONS",646
"Last Night f/Wale","SEBASTIAN MIKAEL",625
"Know Bout Me f/Ja...","TIMBALAND",608
"Applause","LADY GAGA",597
"Honest","FUTURE",587
"Gorilla","BRUNO MARS",550
"All Of Me","JOHN LEGEND",537
"Cold Blood","YO GOTTI",526
"Red Nose (Pitbull...","SAGE THE GEMINI",525
"Counting Stars","ONEREPUBLIC",509
"Change Your Life ...","IGGY AZALEA",493
"Team","LORDE",404
"Animals","MARTIN GARRIX",395
"Thinking About Yo...","CALVIN HARRIS",391
"Young Girls","BRUNO MARS",370
"They Don't Know","RICO LOVE",352
