"Title","Artist","Spins"
"Hold On We're Goi...","DRAKE",7205
"Holy Grail f/Just...","JAY Z",6285
"Crooked Smile","J. COLE",5334
"Love More f/Nicki...","CHRIS BROWN",4470
"Beware f/Lil Wayn...","BIG SEAN",4393
"Blurred Lines f/P...","ROBIN THICKE",3456
"Royals","LORDE",3219
"Roar","KATY PERRY",3153
"Give It 2 U f/Ken...","ROBIN THICKE",3087
"Berzerk","EMINEM",2802
"White Walls f/ScH...","MACKLEMORE & RYAN...",2477
"Summertime Sadnes...","LANA DEL REY",2282
"Right There f/Big...","ARIANA GRANDE",1908
"Gas Pedal","SAGE THE GEMINI",1904
"Wake Me Up","AVICII",1735
"I Luv This Sh*t","AUGUST ALSINA",1697
"Gorilla","BRUNO MARS",1649
"Type Of Way","RICH HOMIE QUAN",1585
"Clarity f/Foxes","ZEDD",1568
"Headband  f/2 Cha...","B.O.B",1541
"Same Love f/Mary ...","MACKLEMORE & RYAN...",1438
"TKO","JUSTIN TIMBERLAKE",1266
"Honest","FUTURE",1242
"Applause","LADY GAGA",1235
"Tom Ford","JAY Z",1133
"Wrecking Ball","MILEY CYRUS",925
"Bounce It f/Wale ...","JUICY J",866
"All Me f/2 Chainz...","DRAKE",861
"I Need Your Love","CALVIN HARRIS F/E...",807
"23 f/Miley Cyrus,...","MIKE WILL MADE-IT",732
"Play It Again","BECKY G",715
"We Can't Stop","MILEY CYRUS",692
"What Now","RIHANNA",679
"Safe And Sound","CAPITAL CITIES",641
"This D","TEEFLII",640
"I Wanna Be With Y...","DJ KHALED",594
"Up Down (Do This ...","T-PAIN",572
"V.S.O.P.","K. MICHELLE",566
"Collard Greens f/...","SCHOOLBOY Q",550
"Marry Me","JASON DERULO",542
"Feds Watching f/P...","2 CHAINZ",537
"Work Bitch","BRITNEY SPEARS",486
"It Won't Stop","SEVYN STREETER",421
"Sorry f/Big Sean","NAYA RIVERA",409
"Paranoid","TY DOLLA $IGN",373
"Versace f/Drake","MIGOS",362
"Show Me f/Chris B...","KID INK",330
"Live For f/Drake","THE WEEKND",323
"Live For The Nigh...","KREWELLA",314
"F*uckwithmeyoukno...","JAY Z",303
