"Title","Artist","Spins"
"Classic Man","JIDENNA",5835
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",5435
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",4912
"Post To Be f/Chris Brown&Jhene","OMARION",4880
"Can't Feel My Face","THE WEEKND",4819
"Be Real f/Dej Loaf","KID INK",4440
"See You Again f/Charlie Puth","WIZ KHALIFA",4288
"Cheerleader","OMI",4161
"Trap Queen","FETTY WAP",3612
"Watch Me","SILENTO",3602
"Bad Blood","TAYLOR SWIFT",3451
"Hood Go Crazy f/B.o.B","TECH N9NE",3304
"Bitch Better Have My Money","RIHANNA",3001
"Good Thing f/Nick Jonas","SAGE THE GEMINI",2475
"Want To Want Me","JASON DERULO",2294
"Fun f/Chris Brown","PITBULL",2242
"Lean On f/MØ & DJ Snake","MAJOR LAZER",2228
"Flex","RICH HOMIE QUAN",2137
"My Way f/Monty","FETTY WAP",2038
"Worth It f/Kid Ink","FIFTH HARMONY",1915
"Do It Again f/Chris Brown","PIA MIA",1884
"Slow Motion","TREY SONGZ",1852
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",1727
"Around The World f/Fetty Wap","NATALIE LA ROSE",1613
"Wet Dreamz","J. COLE",1475
"All Hands On Deck","TINASHE",1377
"How Many Times f/Lil Wayne","DJ KHALED F/C. BROWN/BIG SEAN",1368
"Nasty Freestyle","T-WAYNE",1145
"One Man Can Change The World","BIG SEAN",1094
"The Night Is Still Young","NICKI MINAJ",903
"The Matrimony f/Usher","WALE",898
"Cheyenne","JASON DERULO",834
"League Of My Own","SAMANTHA J.",779
"Planes f/J. Cole","JEREMIH",718
"This Could Be Us","RAE SREMMURD",629
"Alright","KENDRICK LAMAR",622
"Talking Body","TOVE LO",576
"F*ck Up Some Commas","FUTURE",532
"One Last Time","ARIANA GRANDE",523
"All Eyes On You f/Minaj/Brown","MEEK MILL",505
"Choices","E-40",505
"Blessings f/Drake","BIG SEAN",494
"Good For You f/A$AP Rocky","SELENA GOMEZ",489
"Feel Right f/Mystikal","MARK RONSON",484
"Yoga","JANELLE MONAE & JIDENNA",440
"I Don't Like It, I Love It","FLO RIDA",437
"Coffee","MIGUEL",429
"Million","TINK",420
"Should've Been Us","TORI KELLY",409
"Five More Hours","DEORRO X CHRIS BROWN",399
