"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","DRAKE The Motto f/Lil Wayne",5175,0,508,0,33.43,0,96,"22",1,5175,748,33.499
2,"=","FLO RIDA Good Feeling",4957,0,-249,0,28.536,0,141,"25",1,5291,533,32.79
3,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",4947,0,367,0,29.955,0,101,"17",3,4947,585,29.955
4,"=","RIHANNA We Found Love f/Calvin Harris",4438,0,-219,0,27.045,0,141,"20",1,5953,839,35.674
5,"=","TYGA Rack City",4351,0,463,0,24.756,0,87,"13",5,4351,712,24.756
6,"=","JAY Z & KANYE WEST N***** In Paris",4192,0,-461,0,24.341,0,164,"33",1,6195,668,41.081
7,"=","J. COLE Workout",4095,0,-298,0,28.885,0,206,"60",1,6176,777,39.536
8,"=","BIG SEAN Dance (A$$)",3888,0,-398,0,24.566,0,130,"79",2,5285,615,33.392
9,"=","DRAKE Make Me Proud f/Nicki Minaj",3529,0,-297,0,24.453,0,115,"107",6,4140,605,26.004
10,"=","BRUNO MARS It Will Rain",3142,0,-541,0,17.255,0,127,"18",7,4001,486,23.199
11,"=","J. COLE Can't Get Enough f/Trey Songz",3082,0,91,0,18.496,0,87,"--",11,3091,483,19.591
12,"=","DRAKE Take Care f/Rihanna",3026,0,530,0,24.683,0,75,"36",12,3026,656,24.683
13,"=","CHRIS BROWN Strip f/Kevin McCall",2993,0,122,0,16.111,0,80,"85",13,2993,605,16.14
14,"=","PITBULL F/CHRIS BROWN International Love",2944,0,192,0,16.222,0,122,"32",14,2944,314,16.269
15,"=","WALE Lotus Flower Bomb f/Miguel",2936,0,-633,0,16.5,0,101,"205",8,3754,573,23.242
16,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",2815,0,182,0,15.686,0,68,"14",15,2815,482,15.686
17,"=","LMFAO Sexy And I Know It",2396,0,-237,0,13.743,0,152,"12",4,4921,738,27.923
18,"=","RIHANNA Talk That Talk f/Jay-Z",1950,0,593,0,12.347,0,63,"150",18,1950,593,12.347
19,"=","YOUNG JEEZY I Do f/JAY Z & Andre 3000",1934,0,97,0,10.838,0,71,"298",18,1934,314,10.838
20,"=","JAY Z & KANYE WEST Gotta Have It",1837,0,260,0,13.258,0,46,"157",19,1837,480,13.258
21,"=","RIHANNA You Da One",1235,0,-725,0,6.064,0,94,"98",12,3067,886,15.227
22,"=","LOVERANCE Up! f/IAMSU! & Skipper",1189,0,161,0,7.635,0,93,"526",22,1189,244,7.635
23,"=","DIGGY Do It Like You f/Jeremih",1133,0,112,0,5.928,0,36,"259",23,1141,252,5.98
24,"=","ADELE Set Fire To The Rain",1093,0,148,0,9.125,0,34,"4",24,1093,233,9.125
25,"=","KATY PERRY The One That Got Away",1041,0,-207,0,6.477,0,108,"73",20,1525,253,9.713
26,"=","BABY BASH Slide Over",911,0,-17,0,5.212,0,68,"--",26,928,160,6.068
27,"=","GYM CLASS HEROES Ass Back Home f/Neon Hi...",853,0,143,0,5.129,0,31,"28",27,853,186,5.129
28,"=","BEYONCE Love On Top",828,0,172,0,3.865,0,20,"--",28,828,217,3.865
29,"=","CHILDISH GAMBINO Heartbeat",808,0,100,0,3.571,0,42,"251",29,808,137,3.571
30,"=","B.O.B Strange Clouds f/Lil Wayne",796,0,-378,0,4.128,0,115,"132",17,2113,334,12.004
31,"=","RICK ROSS You The Boss f/Nicki Minaj",794,0,-171,0,4.963,0,115,"393",21,1585,183,8.687
32,"=","KIRKO BANGZ Drank In My Cup",781,0,207,0,5.296,0,28,"214",32,781,211,5.296
33,"=","WAKA FLOCKA FLAME Round Of Applause f/Dr...",747,0,-171,0,5.009,0,87,"312",27,957,158,5.985
34,"=","BEYONCE Party f/Kanye & Andre",724,0,-204,0,4.797,0,134,"--",14,2473,395,13.124
35,"=","MINDLESS BEHAVIOR Girls Talkin Bout",695,0,-47,0,2.406,0,31,"--",32,742,203,2.551
36,"=","CHRIS BROWN Turn Up The Music",692,0,336,0,4.857,0,8,"9",36,692,343,4.857
37,"=","FAT JOE Another Round f/Chris Brown",689,0,99,0,5.268,0,25,"204",36,689,169,5.268
38,"=","T-PAIN 5 O'clock f/Wiz Khalifa",683,0,-271,0,3.529,0,146,"156",6,4656,700,28.003
39,"=","JESSIE J Domino",626,0,50,0,4.499,0,28,"29",38,626,146,4.499
40,"=","T. MILLS Vans On",625,0,53,0,2.354,0,19,"--",38,625,195,2.354
41,"=","SEAN PAUL She Doesn't Mind",589,0,31,0,1.979,0,24,"757",41,593,163,2.025
42,"=","DEV & ENRIQUE IGLESIAS Naked",585,0,131,0,1.938,0,16,"791",42,585,247,1.938
43,"=","BEI MAEJOR Trouble f/J. Cole",573,0,-69,0,2.647,0,143,"949",29,1052,173,3.947
44,"=","SELENA GOMEZ & THE SCENE Love You Like A...",572,0,-21,0,4.845,0,77,"21",37,596,117,5.093
45,"=","LMFAO Sorry For Party Rocking",565,0,137,0,2.247,0,27,"113",44,565,140,2.251
46,"=","MARY J. BLIGE Mr. Wrong",520,0,6,0,3.266,0,24,"--",39,521,188,3.46
47,"=","CHIDDY BANG Ray Charles",462,0,68,0,1.249,0,17,"806",47,462,164,1.249
48,"=","FUTURE Magic f/T.I.",448,0,114,0,2.62,0,4,"296",48,448,114,2.62
49,"=","TREY SONGZ Sex Ain't Better Than Love",424,0,52,0,3.027,0,6,"474",48,424,107,3.027
50,"=","FRENCH MONTANA Shot Caller",416,0,90,0,2.778,0,5,"534",50,416,102,4.093
