"Title","Artist","Spins"
"Blurred Lines f/P...","ROBIN THICKE",6941
"Get Lucky","DAFT PUNK",5472
"The Way f/Mac Mil...","ARIANA GRANDE",4954
"Same Love f/Mary ...","MACKLEMORE & RYAN...",4308
"Power Trip f/Migu...","J. COLE",4003
"Can't Hold Us f/R...","MACKLEMORE & RYAN...",3892
"Mirrors","JUSTIN TIMBERLAKE",3551
"Treasure","BRUNO MARS",3317
"Beat It f/Chris B...","SEAN KINGSTON",3024
"We Still In This ...","B.O.B",2946
"Body Party","CIARA",2840
"Bad f/Tiara Thoma...","WALE",2810
"Crooked Smile","J. COLE",2791
"No New Friends","DJ KHALED F/DRAKE...",2762
"Bubble Butt f/Bru...","MAJOR LAZER",2420
"Holy Grail f/Just...","JAY Z",2406
"The Other Side","JASON DERULO",2302
"Rich As F**k f/2 ...","LIL WAYNE",2081
"Right Now f/David...","RIHANNA",2026
"B**ch, Don't Kill...","KENDRICK LAMAR",1658
"#Beautiful f/Migu...","MARIAH CAREY",1600
"I Need Your Love","CALVIN HARRIS F/E...",1598
"Tapout f/Birdman,...","RICH GANG",1546
"Clarity f/Foxes","ZEDD",1511
"Take Back The Nig...","JUSTIN TIMBERLAKE",1457
"Feds Watching f/P...","2 CHAINZ",1315
"Reason To Hate f/...","DJ FELLI FEL",1202
"Ain't Worried Abo...","FRENCH MONTANA",956
"LoveHate Thing f/...","WALE",892
"U.O.E.N.O","ROCKO",864
"Beware f/Lil Wayn...","BIG SEAN",750
"We Can't Stop","MILEY CYRUS",748
"Fine China","CHRIS BROWN",664
"How Many Drinks?","MIGUEL",650
"Without Me f/Kell...","FANTASIA",603
"Play Hard f/Ne-Yo...","DAVID GUETTA",596
"Get Like Me f/Min...","NELLY",582
"Somebody Else f/N...","MARIO",576
"Mars f/Rick Ross","JAY SEAN",573
"Come & Get It","SELENA GOMEZ",570
"Act Right f/Young...","YO GOTTI",533
"Outta Nowhere f/D...","PITBULL",501
"I Love It f/Charl...","ICONA POP",461
"Like Whaaat f/Bad...","PROBLEM",420
"We Outchea f/Lil ...","ACE HOOD",372
"After Party","DORROUGH MUSIC",369
"Never Should Have","ASHANTI",346
"Radioactive","IMAGINE DRAGONS",328
"Work","IGGY AZALEA",320
"Play It Again","BECKY G",318
