"Title","Artist","Spins"
"Where Have You Been","RIHANNA",5187
"Cashin' Out","CA$H OUT",4760
"Leave You Alone f/Ne...","YOUNG JEEZY",4527
"Work Hard, Play Hard","WIZ KHALIFA",4037
"Drank In My Cup","KIRKO BANGZ",3967
"Scream","USHER",3558
"Mercy f/Big Sean/Pus...","KANYE WEST",3501
"Heart Attack","TREY SONGZ",3495
"Starships","NICKI MINAJ",2996
"Wild Ones f/Sia","FLO RIDA",2626
"Nobody's Perfect","J. COLE",2471
"Beez In The Trap f/2...","NICKI MINAJ",2243
"Let's Go f/Ne-Yo","CALVIN HARRIS",2218
"Somebody That I Used...","GOTYE",2167
"Payphone f/Wiz Khali...","MAROON 5",2160
"Lemme See f/Rick Ros...","USHER",2159
"Boyfriend","JUSTIN BIEBER",2077
"Faded f/Lil Wayne","TYGA",1863
"No Lie f/Drake","2 CHAINZ",1845
"My Homies Still f/Bi...","LIL WAYNE",1789
"Call Me Maybe","CARLY RAE JEPSEN",1656
"Birthday Cake","RIHANNA",1543
"Take It To The Head","DJ KHALED",1351
"Titanium f/Sia","DAVID GUETTA",1261
"Snapbacks & Tattoos","DRIICKY GRAHAM",1241
"Whistle","FLO RIDA",1210
"How We Do (Party)","RITA ORA",1161
"HYFR (Hell Ya F**kin...","DRAKE",1147
"Back In Time","PITBULL",1104
"Glad You Came","THE WANTED",1012
"Make It Nasty","TYGA",1004
"Climax","USHER",1002
"Right By My Side f/C...","NICKI MINAJ",923
"Ayy Ladies f/Tyga","TRAVIS PORTER",916
"2 Reasons /T.I.","TREY SONGZ",833
"Amen f/Drake & Jerem...","MEEK MILL",800
"Wide Awake","KATY PERRY",774
"Jingalin","LUDACRIS",742
"Don't Wake Me Up","CHRIS BROWN",715
"I Don't Really Care","WAKA FLOCKA FLAME",641
"We Run The Night f/P...","HAVANA BROWN",606
"Invincible f/Ester D...","MGK",602
"Don�t Drop That Thun...","FINATTICZ",547
"All You f/Waka Flock...","CATARACS",543
"Bag Of Money f/Rick ...","WALE",537
"Mind Your Manners f/...","CHIDDY BANG",503
"Lights","ELLIE GOULDING",484
"Get Low f/Nicki Mina...","WAKA FLOCKA FLAME",471
"Dirty Bass f/Tyga","FAR EAST MOVEMENT",438
"Slow Down f/The Team","CLYDE CARSON",416
