"Title","Artist","Spins"
"Touchin, Lovin f/Nicki Minaj","TREY SONGZ",5386
"I Don't F**k With You f/E-40","BIG SEAN",5103
"Tuesday f/Drake","I LOVE MAKONNEN",4389
"Love Me Harder","ARIANA GRANDE & THE WEEKND",4029
"You And Your Friends","WIZ KHALIFA F/SNOOP & TY DOLLA",3974
"Trumpets","JASON DERULO",3793
"Don't Tell 'Em f/YG","JEREMIH",3780
"New Flame f/Usher & Rick Ross","CHRIS BROWN",3692
"Body Language f/Usher/Tinashe","KID INK",3298
"Hold You Down f/Chris Brown...","DJ KHALED",3290
"Habits (Stay High)","TOVE LO",3032
"Beg For It f/MØ","IGGY AZALEA",2912
"i","KENDRICK LAMAR",2309
"About The Money f/Young Thug","T.I.",2249
"Hot Boy","BOBBY SHMURDA",2233
"Lifestyle f/Young Thug","RICH GANG",2201
"L.A.LOVE (la la)","FERGIE",2020
"I Don't Mind f/Juicy J","USHER",2003
"0 To 100/The Catch Up","DRAKE",1840
"Waves","MR PROBZ",1806
"She Knows f/Juicy J","NE-YO",1741
"Try Me","DEJ LOAF",1549
"I'm Not The Only One","SAM SMITH",1542
"Animals","MAROON 5",1471
"Don't","ED SHEERAN",1447
"Only f/Drake, Lil Wayne","NICKI MINAJ",1311
"Jealous","NICK JONAS",1240
"No Type","RAE SREMMURD",1235
"Often","THE WEEKND",1231
"Blame f/John Newman","CALVIN HARRIS",1225
"Pretend f/A$AP Rocky","TINASHE",1197
"Blank Space","TAYLOR SWIFT",1096
"Not For Long f/Trey Songz","B.O.B",952
"Closer","MIKE STUD",929
"Certified Freak","BABY BASH",875
"GDFR f/Sage The Gemini","FLO RIDA",805
"No Love","AUGUST ALSINA",762
"Rather Be f/Jess Glynne","CLEAN BANDIT",680
"All About That Bass","MEGHAN TRAINOR",678
"Made Me f/K Camp","SNOOTIE WILD",611
"Hell Of A Night","SCHOOLBOY Q",577
"Shake It Off","TAYLOR SWIFT",556
"7/11","BEYONCE",547
"That's Me Right There","JASMINE V",513
"The Body f/Jeremih","WALE",507
"Uptown Funk f/Bruno Mars","MARK RONSON",487
"Heroes","ALESSO",458
"Handsome And Wealthy","MIGOS",414
"All About It f/Ed Sheeran","HOODIE ALLEN",413
"Bed Of Lies","NICKI MINAJ",401
