"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","RIHANNA","Where Have You Been",5194,-19,18,-31,37.49,-0.151,102,"33",1,5341,788,38.68
2,"=","KANYE WEST","Mercy f/Big Sean/Pus...",4841,19,257,6,36.13,0.235,117,"25",2,4841,421,36.13
3,"=","WIZ KHALIFA","Work Hard, Play Hard",4575,-1,-35,-24,28.76,-0.002,103,"36",3,4610,545,29.769
4,"=","CA$H OUT","Cashin' Out",4371,-63,-258,-40,26.885,-0.338,132,"49",2,4857,510,30.677
5,"=","USHER","Scream",3754,-41,-195,-28,23.667,0.001,98,"29",5,4010,732,26.761
6,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",3641,45,306,-19,23.449,0.177,96,"28",6,3641,457,23.449
7,"=","2 CHAINZ","No Lie f/Drake",3255,18,340,-47,25.666,0.226,77,"31",7,3255,517,25.666
8,"=","TREY SONGZ","Heart Attack",3213,-22,-123,-38,22.917,-0.237,127,"78",6,3552,454,23.486
9,"=","USHER","Lemme See f/Rick Ros...",2919,-2,190,-54,19.971,-0.133,88,"80",9,2921,395,20.104
10,"=","FLO RIDA","Whistle",2817,32,346,-28,17.385,0.268,47,"2",10,2817,493,17.385
11,"=","YOUNG JEEZY","Leave You Alone f/Ne...",2531,-7,-487,89,18.894,-0.029,149,"282",1,4527,486,34.606
12,"=","TREY SONGZ","2 Reasons /T.I.",2529,59,190,23,17.055,0.421,43,"108",12,2529,655,17.055
13,"=","MAROON 5","Payphone f/Wiz Khali...",2015,-51,-268,-31,12.734,-0.241,96,"20/58",12,2378,287,15.488
14,"+1","MEEK MILL","Amen f/Drake & Jerem...",1963,18,214,-22,12.192,0.318,54,"81",14,1963,328,12.192
15,"-1","J. COLE","Nobody's Perfect",1949,-59,-341,-27,14.567,-0.362,100,"--",10,2609,308,19.248
16,"=","NICKI MINAJ","Pound The Alarm",1866,23,348,-39,10.739,0.104,23,"18",16,1866,582,10.739
17,"=","JUSTIN BIEBER","As Long As You Love ...",1803,23,268,-23,9.279,0.196,30,"8",17,1803,443,9.279
18,"=","ELLIE GOULDING","Lights",1769,52,505,-5,13.595,0.275,34,"11",18,1769,511,13.595
19,"=","DAVID GUETTA","Titanium f/Sia",1671,9,178,-34,12.093,0.215,103,"15",18,1671,232,12.093
20,"=","DRIICKY GRAHAM","Snapbacks & Tattoos",1606,0,89,-9,8.604,-0.03,89,"51",18,1606,219,8.634
21,"+1","WAKA FLOCKA FLAME","Get Low f/Nicki Mina...",1526,19,171,10,6.398,0.064,33,"247",21,1526,357,6.398
22,"-1","CARLY RAE JEPSEN","Call Me Maybe",1468,-41,-157,-13,9.233,-0.382,71,"5",16,1750,462,12.198
23,"+1","WALE","Bag Of Money f/Rick ...",1410,28,187,-2,8.378,0.062,40,"--",23,1410,295,8.378
24,"-1","GOTYE","Somebody That I Used...",1399,-19,-68,-28,10.807,-0.103,117,"24",13,2544,530,17.074
25,"=","CHRIS BROWN","Don't Wake Me Up",1292,8,47,-6,8.472,0.225,53,"50",25,1292,285,8.472
26,"=","TYGA","Faded f/Lil Wayne",1124,-31,-120,-40,7.194,-0.145,154,"146",6,3652,605,24.528
