"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","NICKI MINAJ Super Bass",6438,"+6",83,"-8",36.318,"-0.010",75,"7",1,6438,904,36.328
2,"=","LIL WAYNE How To Love",6347,"+83",531,"-7",35.039,"+0.380",55,"5",2,6347,984,35.039
3,"+1","KELLY ROWLAND Motivation f/Lil Wayne",5769,"-1",-71,"+21",33.986,"+0.128",75,"36",3,5903,628,34.391
4,"-1","PITBULL Give Me Everything f/Ne-Yo",5737,"-54",-275,"-52",35.867,"-0.225",75,"6",1,6478,925,38.999
5,"=","LMFAO Party Rock Anthem",5709,"+31",96,"+39",34.98,"+0.159",75,"1/97",4,5709,1062,35.03
6,"=","DJ KHALED I'm On One f/Drake, Rick Ross",5325,"+30",411,"-41",35.059,"+0.157",67,"--",6,5325,821,35.059
7,"=","BIG SEAN My Last f/Chris Brown",3874,"-87",-567,"-37",27.177,"-0.194",75,"91",4,4788,381,28.487
8,"=","LUPE FIASCO Out Of My Head f/Trey Songz",3539,"+42",338,"+16",21.382,"+0.053",75,"71",8,3539,418,21.382
9,"=","BAD MEETS EVIL Lighters f/Bruno Mars",3127,"+46",491,"-55",15.901,"+0.276",35,"4",9,3127,850,15.901
10,"=","CHRIS BROWN She Ain't You",2809,"-50",-327,"+12",14.626,"-0.425",75,"52",5,4046,422,22.024
11,"=","MIGUEL Sure Thing",2734,"-51",-350,"+16",16.064,"-0.361",75,"83",9,3423,446,19.52
12,"=","KATY PERRY Last Friday Night (T.G.I.F.)",2726,"+40",459,"-25",16.378,"+0.238",43,"2",12,2726,507,16.378
13,"=","BEYONCE Best Thing I Never Had",2488,"+32",246,"+1",11.955,"+0.265",47,"20",13,2488,440,11.955
14,"=","JASON DERULO Don't Wanna Go Home",2330,"-40",-28,"-47",11.204,"-0.309",72,"21",13,2408,471,11.681
15,"=","LUPE FIASCO The Show Goes On",2236,"-50",-308,"-16",14.215,"-0.104",75,"44",1,5598,489,32.494
16,"+2","FRANK OCEAN Novacane",1913,"+9",30,"-5",9.768,"-0.204",61,"347",16,1913,309,11.147
17,"+2","NEW BOYZ Better With the Lights Off",1894,"+22",235,"-23",7.697,"+0.101",57,"78",17,1894,283,7.697
18,"+2","BLACK EYED PEAS Just Can't Get Enough",1778,"-34",-300,"+12",11.727,"-0.314",75,"43",5,4213,554,22.792
19,"+3","TYGA Far Away f/Chris Richardson",1608,"+39",230,"+14",6.766,"+0.061",39,"225",19,1608,380,6.766
20,"+4","TREY SONGZ Unusual f/Drake",1544,"-3",-10,"-21",10.085,"+0.012",71,"434",20,1574,280,10.765
21,"+2","ADELE Rolling In The Deep",1541,"-25",-258,"+11",9.028,"-0.130",73,"8",16,2377,450,13.832
22,"+3","RIHANNA Man Down",1377,"-71",-664,"-6",9.029,"-0.250",75,"127",14,2462,380,14.98
23,"+3","DEV In The Dark",1280,"+20",188,"+3",6.013,"+0.030",58,"237",23,1280,188,6.013
24,"+3","KREAYSHAWN Gucci Gucci",1124,"+39",329,"+14",5.142,"+0.242",28,"155",24,1124,329,5.142
25,"+3","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",1114,"+37",213,"+9",4.087,"+0.029",29,"263",25,1114,252,4.087
26,"+4","PITBULL Rain Over Me",1051,"+19",92,"+8",4.963,"+0.156",34,"47",26,1051,279,4.963
27,"+2","T-PAIN Best Love Song f/Chris Brown",1039,"-27",-224,"+1",5.924,"-0.059",75,"37",25,1333,122,7.143
28,"+4","MANN The Mack",900,"+16",215,"-27",3.899,"+0.033",19,"--",28,900,325,3.899
29,"+4","NICOLE SCHERZINGER Right There",886,"+7",28,"+10",3.167,"+0.012",56,"33",29,888,326,3.182
30,"+1","YC Racks f/Future",870,"-40",-198,"-23",5.576,"-0.067",75,"--",10,3036,347,15.983
31,"+3","BRITNEY SPEARS I Wanna Go",833,"+20",135,"-20",5.469,"+0.141",22,"9",31,833,295,5.469
32,"+3","WIZ KHALIFA No Sleep",786,"+27",142,"+19",2.895,"+0.135",22,"187",32,786,185,2.895
33,"+4","DRAKE Marvin's Room",697,"+27",185,"-2",4.215,"+0.257",13,"--",33,697,232,4.215
34,"+6","GAME Pot Of Gold f/Chris Brown",667,"+35",240,"+4",2.522,"+0.032",10,"--",34,667,257,2.522
35,"+3","LADY GAGA The Edge Of Glory",655,"-5",-72,"+7",4.184,"+0.035",61,"14",32,1005,189,4.809
36,"+3","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",640,"-16",-114,"+13",3.235,"-0.030",70,"31",24,1360,367,6.023
37,"+4","AFROJACK Take Over Control f/Eva Simons",589,"+6",33,"+17",5.072,"+0.087",61,"80",37,600,137,5.827
39,"+4","WIZ KHALIFA On My Level f/Too Short",570,"+27",156,"+17",6.225,"+0.411",36,"154",39,570,156,6.225
