"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",6430,-28,36,-84,38.845,-0.134,46,1,6478,925,38.999
2,"=","NICKI MINAJ Super Bass",5421,93,887,-14,29.282,0.49,46,2,5421,901,29.282
3,"=","KELLY ROWLAND Motivation f/Lil Wayne",4692,47,371,-4,24.889,0.155,46,3,4692,628,24.889
4,"=","BIG SEAN My Last f/Chris Brown",4500,42,232,9,26.96,0.196,46,4,4500,381,26.96
5,"=","LMFAO Party Rock Anthem",4216,110,943,-38,25.759,0.645,46,5,4216,1062,25.759
6,"=","CHRIS BROWN She Ain't You",4026,-11,47,-32,21.498,-0.273,46,5,4046,422,22.024
7,"=","LUPE FIASCO The Show Goes On",3873,-76,-387,-56,24.154,-0.354,46,1,5598,489,32.494
8,"=","WIZ KHALIFA Roll Up",3722,-133,-708,-42,20.151,-0.644,46,2,5325,315,32.656
9,"=","LIL WAYNE How To Love",3718,84,822,-38,22.02,0.538,26,9,3718,984,22.02
10,"=","DJ KHALED I'm On One f/Drake, Rick Ross",3585,64,437,-14,22.419,0.532,38,10,3585,821,22.419
11,"=","KATY PERRY E.T.",3443,-56,-451,16,21.462,-0.415,46,2,5377,248,30.339
12,"=","CHRIS BROWN Look At Me Now",3392,-72,-480,-14,27.648,-0.397,46,1,6273,56,40.795
13,"=","MIGUEL Sure Thing",3362,32,102,33,17.975,0.228,46,11,3362,446,17.975
14,"=","BLACK EYED PEAS Just Can't Get Enough",3168,-100,-616,3,18.848,-0.421,46,5,4213,554,22.792
15,"=","JEREMIH Down On Me f/50 Cent",2538,-41,-275,6,17.825,-0.269,46,4,5155,0,34.731
16,"=","ADELE Rolling In The Deep",2342,-15,125,-88,12.952,-0.215,44,16,2377,450,13.832
17,"=","RIHANNA Man Down",2267,33,183,10,14.907,0.007,46,17,2267,380,14.907
18,"=","LUPE FIASCO Out Of My Head f/Trey Songz",2119,53,269,25,13.545,0.283,46,18,2119,316,13.545
19,"=","JASON DERULO Don't Wanna Go Home",2046,20,150,-10,9.12,-0.044,43,18,2046,471,9.164
20,"=","YC Racks f/Future",1615,-66,-345,-15,9.81,-0.188,46,10,3036,347,15.983
21,"=","BRUNO MARS Lazy Song",1598,-55,-296,-27,8.932,-0.255,46,16,2039,204,11.32
22,"+1","FRANK OCEAN Novacane",1460,39,290,4,8.466,0.234,32,22,1460,309,8.466
23,"-1","BRITNEY SPEARS Till The World Ends",1457,-53,-214,-21,8.501,-0.235,46,17,2345,361,13.18
24,"+3","BEYONCE Best Thing I Never Had",1367,47,407,-18,5.857,0.2,18,24,1367,440,5.857
25,"-1","JENNIFER LOPEZ F/PITBULL On The Floor",1356,-31,-210,29,9.159,-0.203,46,16,2302,134,13.81
26,"-1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1347,3,68,-15,5.859,-0.089,41,25,1360,367,6.023
27,"+1","TREY SONGZ Unusual f/Drake",1316,27,132,1,10.31,0.147,42,27,1316,280,10.31
28,"-2","RIHANNA S&M",1295,-34,-310,6,6.239,-0.203,46,7,3766,0,20.609
29,"=","T-PAIN Best Love Song f/Chris Brown",1127,2,38,-11,6.178,-0.043,46,27,1127,105,6.301
30,"=","LLOYD Cupid",1036,14,19,25,4.064,0.065,46,30,1036,212,4.064
31,"=","NEW BOYZ Better With the Lights Off",959,32,193,8,4.005,0.175,28,31,959,193,4.005
32,"+2","KATY PERRY Last Friday Night (T.G.I.F.)",905,69,310,52,5.421,0.389,14,32,905,310,5.421
33,"-1","LADY GAGA The Edge Of Glory",902,14,126,14,4.165,0.081,32,32,902,189,4.165
34,"-1","DEV In The Dark",872,11,131,-11,3.65,0.001,29,33,872,182,3.65
35,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",777,-11,-41,-22,2.64,-0.031,46,31,858,160,3.179
36,"=","NICOLE SCHERZINGER Right There",727,12,60,3,2.403,0.06,27,36,727,326,2.403
37,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",694,-3,-5,-16,3.456,0.067,35,36,715,223,3.456
38,"=","ACE HOOD Hustle Hard",682,-11,-100,14,5.749,-0.081,46,26,1088,210,6.734
39,"=","KERI HILSON Lose Control (Let Me Down)",657,-12,-35,-6,1.945,0.002,38,36,733,172,2.456
40,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",655,80,404,56,3.687,0.426,6,40,655,404,3.687
41,"-1","BIG K.R.I.T. Country Sh**",612,-2,17,-23,2.918,-0.037,20,40,621,146,3.208
42,"=","AFROJACK Take Over Control f/Eva Simons",588,14,95,5,5.771,-0.01,32,41,588,137,5.827
43,"=","TYGA Far Away f/Chris Richardson",561,61,200,51,2.855,0.242,10,43,561,200,2.855
44,"=","TINIE TEMPAH Written In The Stars",481,-10,-150,35,3.184,-0.005,46,15,2441,115,10.477
45,"+1","PITBULL Rain Over Me",464,46,218,15,2.621,0.178,5,45,464,239,2.621
46,"-1","KE$HA Blow",429,-24,-163,-1,3.176,-0.111,46,27,1069,76,7.374
47,"+1","WIZ KHALIFA On My Level f/Too Short",386,14,63,17,2.904,0.058,7,46,386,63,2.904
48,"+1","T-PAIN Booty Wurk (One Cheek At A...",385,23,83,10,2.463,0.16,6,48,385,83,2.463
49,"-2","MARSHA AMBROSIUS Far Away",371,-7,-74,6,1.877,-0.052,25,44,471,89,2.743
50,"=","DJ FELLI FEL Boomerang f/Akon/Pitbull/Du...",334,11,15,11,2.745,-0.001,8,48,362,45,2.835
