"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FLO RIDA Good Feeling",5291,"+11",154,"-37",31.752,"-0.311",124,"5",1,5291,533,32.79
2,"=","JAY Z & KANYE WEST N***** In Paris",5203,"+0",-235,"+11",32.046,"-0.129",147,"13",1,6195,668,41.081
3,"=","BIG SEAN Dance (A$$)",4842,"-35",-283,"-1",28.354,"-0.229",113,"25",2,5285,615,33.392
4,"=","J. COLE Workout",4817,"-40",-225,"-7",34.178,"-0.134",189,"24",1,6176,777,39.536
5,"=","RIHANNA We Found Love f/Calvin Harris",4786,"-41",-163,"-30",30.951,"-0.122",124,"10",1,5953,839,35.674
6,"=","DRAKE The Motto f/Lil Wayne",4056,"+42",589,"-21",28.407,"+0.490",79,"11",6,4056,748,28.407
7,"+1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",3958,"+69",421,"+37",23.657,"+0.487",84,"6",7,3958,585,23.657
8,"-1","BRUNO MARS It Will Rain",3948,"+19",85,"+22",23.06,"+0.075",110,"15",7,3948,486,23.06
9,"=","DRAKE Make Me Proud f/Nicki Minaj",3883,"+6",-16,"+11",25.159,"+0.107",98,"46",6,4140,605,25.852
10,"=","WALE Lotus Flower Bomb f/Miguel",3742,"-6",59,"-20",23.185,"-0.052",84,"85",8,3748,573,23.237
11,"+1","TYGA Rack City",3224,"+127",627,"+98",18.412,"+0.634",70,"4",11,3224,627,18.412
12,"-1","LMFAO Sexy And I Know It",3113,"-37",-371,"+27",18.327,"-0.389",135,"9",4,4921,738,27.923
13,"=","RIHANNA You Da One",2919,"-24",-114,"-35",13.814,"-0.225",77,"31",12,3067,886,15.227
14,"=","CHRIS BROWN Strip f/Kevin McCall",2760,"+2",340,"-63",15.362,"-0.038",63,"44",14,2760,605,15.4
15,"=","J. COLE Can't Get Enough f/Trey Songz",2645,"+38",195,"+1",18.835,"+0.211",70,"--",15,2645,483,18.835
16,"=","PITBULL F/CHRIS BROWN International Love",2438,"+42",208,"+34",13.3,"+0.078",105,"8",16,2438,314,13.3
17,"=","DRAKE Headlines",2221,"-54",-358,"-17",15.611,"-0.196",176,"56",1,5872,689,40.36
18,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",2196,"+46",325,"+26",12.037,"+0.169",51,"3",18,2196,482,12.037
