"Title","Artist","Spins"
"White Iverson","POST MALONE",5897
"Here","ALESSIA CARA",5648
"Antidote","TRAVI$ SCOTT",5452
"Hotline Bling","DRAKE",5192
"Sorry","JUSTIN BIEBER",5153
"Back Up f/Big Sean","DEJ LOAF",4156
"Jumpman","DRAKE & FUTURE",3853
"679 f/Remy Boyz...","FETTY WAP",3386
"In The Night","THE WEEKND",3369
"Hello","ADELE",3166
"Player f/Chris Brown","TINASHE",3125
"Say It","TORY LANEZ",3042
"The Hills","THE WEEKND",2636
"Get Home f/Kid Ink & Migos","JR CASTRO",2622
"Same Old Love","SELENA GOMEZ",2483
"Again","FETTY WAP",2217
"No Role Modelz","J. COLE",2126
"WTF (Where They From)","MISSY ELLIOTT",2051
"Don't","BRYSON TILLER",1803
"What Do You Mean?","JUSTIN BIEBER",1783
"The Fix f/Jeremih","NELLY",1724
"California f/Young Dolph","COLONEL LOUD",1637
"My House","FLO RIDA",1623
"$ave Dat Money","LIL DICKY",1487
"Roses f/Rozes","THE CHAINSMOKERS",1367
"Me Myself And I f/Bebe Rexha","G-EAZY",1359
"Play No Games","BIG SEAN",1201
"Down In The DM","YO GOTTI",1195
"Back To Sleep","CHRIS BROWN",1188
"Dessert","DAWIN",1087
"Get Ugly","JASON DERULO",1042
"Oui","JEREMIH",950
"Zero","CHRIS BROWN",891
"Like I'm Gonna Lose You","MEGHAN TRAINOR",879
"Take Your Time","ADRIAN MARCEL",827
"Love Yourself","JUSTIN BIEBER",750
"Something About You","MAJID JORDAN",737
"Where Ya At f/Drake","FUTURE",710
"Sorry f/Chris Brown","RICK ROSS",705
"Hollow","TORI KELLY",674
"On My Mind","ELLIE GOULDING",640
"Focus","ARIANA GRANDE",640
"Downtown","MACKLEMORE & RYAN LEWIS",476
"On Purpose f/Pitbull","DOUGIE F",390
"Be Right There","DIPLO & SLEEPY TOM",371
"Bottom Of The Bottle","CURREN$Y",369
"Make Up f/Chloe Angelides","R. CITY",356
"Watch Out","2 CHAINZ",348
"These Walls f/Bilal, Anna Wise","KENDRICK LAMAR",326
"Nobody Has To Know","KRANIUM",301
