"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","JAY Z & KANYE WEST N***** In Paris",5530,"-138",-216,"-154",36.905,"-0.780",131,"9",1,6195,668,41.081
2,"=","J. COLE Workout",5444,"-93",-300,"-49",35.946,"-0.483",173,"19",1,6176,777,39.536
3,"=","BIG SEAN Dance (A$$)",5234,"-31",169,"-51",32.108,"-0.553",97,"21",3,5285,615,33.392
4,"=","RIHANNA We Found Love f/Calvin Harris",5080,"-147",-276,"-91",32.093,"-0.480",108,"8",1,5953,839,35.674
5,"=","FLO RIDA Good Feeling",4676,"-35",406,"-46",28.347,"+0.685",108,"4",5,4711,533,28.347
6,"+1","DRAKE Make Me Proud f/Nicki Minaj",3981,"-29",13,"-35",24.642,"-0.248",82,"44",6,4140,605,25.852
7,"-1","LMFAO Sexy And I Know It",3918,"-156",-437,"-151",23.692,"-0.500",119,"6",4,4921,738,27.923
8,"=","BRUNO MARS It Will Rain",3601,"-84",211,"-85",20.565,"+0.071",94,"10",8,3685,486,20.565
9,"=","WALE Lotus Flower Bomb f/Miguel",3460,"+25",224,"+15",21.019,"+0.335",68,"82",9,3460,573,21.019
10,"+1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",3119,"+26",291,"+13",18.905,"+0.312",68,"5",10,3119,585,18.905
11,"-1","DRAKE Headlines",3110,"-89",-433,"-65",22.429,"-0.163",160,"35",1,5872,689,40.36
12,"=","T-PAIN 5 O'clock f/Wiz Khalifa",2969,"-95",-571,"-36",15.627,"-0.260",113,"28",6,4656,700,28.003
13,"=","RIHANNA You Da One",2839,"-5",256,"-1",14.164,"+0.265",61,"26",13,2844,886,14.164
14,"+1","DRAKE The Motto f/Lil Wayne",2662,"+102",513,"+65",19.087,"+0.282",63,"11",14,2662,513,19.087
15,"-1","DAVID GUETTA Without You f/Usher",2636,"-192",-680,"-109",15.278,"-0.643",131,"37",7,4252,544,22.96
16,"=","LIL WAYNE She Will f/Drake",2188,"-28",-170,"+12",17.491,"-0.767",149,"114",2,5364,679,33.166
17,"=","TYGA Rack City",2166,"+57",401,"+9",14.08,"+0.267",54,"2",17,2166,401,14.08
18,"+1","J. COLE Can't Get Enough f/Trey Songz",2043,"+58",476,"+22",13.481,"+0.506",54,"--",18,2043,476,13.481
19,"-1","PITBULL F/CHRIS BROWN International Love",1956,"-30",193,"-56",10.196,"+0.038",89,"16",18,1986,314,10.196
20,"=","B.O.B Strange Clouds f/Lil Wayne",1943,"-24",-48,"+5",10.156,"+0.109",82,"31",17,2113,334,12.004
21,"+1","CHRIS BROWN Strip f/Kevin McCall",1764,"+79",601,"+17",10.361,"+0.543",47,"53",21,1764,601,10.361
22,"-1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",1746,"-75",-137,"-67",11.892,"-0.189",155,"25",9,3271,373,21.12
23,"=","BEYONCE Party f/Kanye & Andre",1588,"-60",-381,"-18",9.072,"-0.342",101,"839",14,2473,395,13.124
24,"=","RICK ROSS You The Boss f/Nicki Minaj",1578,"+15",115,"+12",8.687,"+0.085",82,"129",21,1578,183,8.687
25,"+1","DAVID GUETTA Turn Me On f/Nicki Minaj",1414,"-26",415,"-67",7.663,"-0.028",35,"7",25,1440,482,7.691
26,"-1","KATY PERRY The One That Got Away",1392,"-105",110,"-108",9.056,"-0.185",75,"13",24,1497,253,9.241
27,"+2","DRAKE Take Care f/Rihanna",1169,"+31",238,"-24",9.749,"+0.074",42,"39",27,1169,262,9.749
28,"=","YOUNG JEEZY I Do f/JAY Z & Andre 3000",1156,"+16",241,"+0",8.003,"+0.111",38,"171",28,1156,273,8.003
29,"-2","LIL WAYNE Mirror f/Bruno Mars",1134,"-11",-152,"+14",4.362,"-0.046",70,"111",21,1408,323,5.439
30,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",971,"-42",-158,"-24",6.067,"-0.144",124,"24",12,2915,617,17.54
31,"=","ADELE Someone Like You",856,"-30",-96,"-3",6.612,"-0.291",105,"18",21,1463,354,12.408
32,"=","BEI MAEJOR Trouble f/J. Cole",821,"+4",49,"+0",3.616,"+0.014",110,"451",29,1052,173,3.947
33,"=","WILL.I.AM T.H.E (The Hardest Ever)",704,"-12",-6,"-31",2.525,"-0.083",38,"70",33,728,223,2.726
34,"+1","WAKA FLOCKA FLAME Round Of Applause f/Dr...",701,"+25",139,"+20",4.615,"+0.129",54,"189",34,701,139,4.615
35,"-1","BABY BASH Slide Over",696,"+1",97,"-22",5.232,"-0.041",35,"--",34,701,160,5.326
36,"+3","RIHANNA Talk That Talk f/Jay-Z",662,"+32",239,"+18",6.438,"+0.645",30,"210",36,662,239,6.438
37,"-1","COBRA STARSHIP You Make Me Feel... f/Sab...",615,"-27",-5,"-19",4.475,"-0.019",144,"52",19,1711,336,11.123
38,"-1","ROSCOE DASH Good Good Night",610,"-28",-203,"-1",2.746,"-0.199",82,"526",26,1199,223,5.403
39,"+2","JAY Z & KANYE WEST Gotta Have It",597,"+28",154,"-9",5.03,"+0.217",13,"155",39,597,166,5.03
40,"-2","NICKI MINAJ Fly f/Rihanna",597,"-39",-285,"-11",4.003,"-0.368",142,"99",7,3598,526,17.841
41,"-1","WALE That Way f/Jeremih & Rick Ross",576,"-32",-66,"-19",4.844,"-0.278",164,"--",16,2091,296,13.118
42,"+2","LOVERANCE Up! f/IAMSU! & Skipper",483,"+17",139,"-2",3.621,"-0.003",60,"--",42,483,141,3.691
43,"+2","BUSTA RHYMES Why Stop Now f/Chris Brown",458,"+3",12,"-4",1.497,"+0.109",25,"--",43,458,175,1.762
44,"-2","SELENA GOMEZ & THE SCENE Love You Like A...",447,"-45",80,"-37",2.492,"-0.069",44,"29",42,492,117,3.343
45,"-2","JASON DERULO It Girl",437,"-31",-118,"-27",3.378,"-0.197",144,"49",16,2019,232,10.389
46,"=","MAC MILLER Party On Fifth Ave.",405,"-10",-8,"-7",1.834,"+0.069",44,"73",43,444,100,2.558
47,"=","CHILDISH GAMBINO Heartbeat",401,"+9",74,"-5",1.753,"+0.004",9,"264",47,401,83,1.753
48,"=","DIGGY Do It Like You f/Jeremih",380,"+24",158,"+12",1.659,"+0.049",3,"209",48,380,158,1.659
49,"=","BOW WOW Sweat f/Lil Wayne",339,"-8",2,"-5",1.134,"-0.039",39,"--",42,384,145,1.238
50,"--","MIKE POSNER Looks Like Sex",328,"--",3,"--",1.427,"--",6,"380",49,334,113,1.52
