"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KIRKO BANGZ Drank In My Cup",5192,"-16",-282,"+19",38.735,"+0.283",147,"78",1,5609,562,39.395
2,"=","YOUNG JEEZY Leave You Alone f/Ne-Yo",4285,"+35",145,"+26",32.091,"+0.417",91,"183",2,4285,486,32.091
3,"=","FLO RIDA Wild Ones f/Sia",4008,"-89",-456,"-36",25.523,"-0.834",111,"13",2,4837,738,30.647
4,"=","NICKI MINAJ Starships",4002,"-13",-256,"+58",24.989,"+0.027",116,"26/43",3,4327,669,28.422
5,"=","DRAKE Take Care f/Rihanna",3898,"-25",-203,"+44",29.029,"-0.272",194,"104",1,5759,749,42.959
6,"=","TYGA Faded f/Lil Wayne",3588,"+20",-24,"+53",23.562,"+0.177",96,"92",6,3652,605,24.528
7,"+1","CA$H OUT Cashin' Out",3447,"+85",437,"+27",22.788,"+0.308",74,"45",7,3447,489,22.788
8,"-1","RIHANNA Birthday Cake",3324,"-54",-296,"-25",25.146,"-0.596",108,"93",3,4670,693,33.894
9,"=","JUSTIN BIEBER Boyfriend",3071,"+52",283,"+66",20.514,"+0.319",78,"9",9,3071,1416,20.514
10,"+1","WIZ KHALIFA Work Hard, Play Hard",2959,"+70",374,"+36",20.345,"+0.282",45,"25",10,2959,545,20.345
11,"-1","RIHANNA Where Have You Been",2928,"+12",347,"-77",20.908,"+0.249",44,"7",10,2928,582,20.908
12,"=","USHER Scream",2806,"+38",221,"-7",17.308,"+0.445",40,"14",11,2806,732,17.308
13,"=","GOTYE Somebody That I Used To Know",2543,"+15",119,"-13",17.074,"+0.027",59,"4",13,2543,530,17.074
14,"=","TREY SONGZ Heart Attack",2465,"+18",363,"-32",15.883,"+0.241",69,"87",14,2465,454,15.883
15,"=","KANYE WEST Mercy f/Big Sean/Pusha T...",2404,"+48",360,"+2",20.266,"+0.574",59,"20",15,2404,360,20.266
16,"=","PITBULL Back In Time",1941,"-14",-111,"-30",11.107,"-0.116",68,"6",16,2052,353,11.916
17,"+1","J. COLE Nobody's Perfect",1815,"+35",255,"+1",11.721,"+0.363",42,"--",17,1815,308,11.721
18,"-1","DRAKE HYFR (Hell Ya F**kin' Right)",1787,"-3",85,"-40",9.992,"-0.056",52,"109",17,1800,374,10.167
19,"+1","DJ KHALED Take It To The Head",1639,"-12",-45,"+2",8.405,"-0.191",71,"100",19,1698,319,9.767
20,"-1","USHER Climax",1637,"-47",-409,"+2",12.644,"-0.015",104,"108",5,4192,732,29.703
21,"+1","NICKI MINAJ Beez In The Trap f/2 Chainz",1573,"+25",361,"-43",10.103,"-0.009",59,"73",21,1573,410,10.112
22,"+1","MAROON 5 Payphone f/Wiz Khalifa",1567,"+45",239,"+17",10.096,"+0.264",38,"5",22,1567,287,10.096
23,"-2","THE WANTED Glad You Came",1562,"-12",-30,"+0",12.03,"-0.074",111,"29",14,2002,254,13.863
