"Title","Artist","Spins"
"Can't Feel My Face","THE WEEKND",6109
"Classic Man","JIDENNA",5715
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",5531
"Cheerleader","OMI",5067
"Be Real f/Dej Loaf","KID INK",4814
"Post To Be f/Chris Brown&Jhene","OMARION",4451
"Watch Me","SILENTO",4138
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",3887
"Bad Blood","TAYLOR SWIFT",3866
"See You Again f/Charlie Puth","WIZ KHALIFA",3658
"Trap Queen","FETTY WAP",3144
"Lean On f/MØ & DJ Snake","MAJOR LAZER",2951
"Good Thing f/Nick Jonas","SAGE THE GEMINI",2799
"Hood Go Crazy f/B.o.B","TECH N9NE",2749
"My Way f/Monty","FETTY WAP",2634
"Flex","RICH HOMIE QUAN",2467
"Bitch Better Have My Money","RIHANNA",2366
"Fun f/Chris Brown","PITBULL",2332
"Worth It f/Kid Ink","FIFTH HARMONY",2198
"Around The World f/Fetty Wap","NATALIE LA ROSE",2114
"Want To Want Me","JASON DERULO",2081
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",1884
"Do It Again f/Chris Brown","PIA MIA",1878
"Slow Motion","TREY SONGZ",1730
"One Man Can Change The World","BIG SEAN",1471
"How Many Times f/Lil Wayne","DJ KHALED F/C. BROWN/BIG SEAN",1301
"Nasty Freestyle","T-WAYNE",1225
"Cheyenne","JASON DERULO",1129
"League Of My Own","SAMANTHA J.",903
"Planes f/J. Cole","JEREMIH",900
"All Eyes On You f/Minaj/Brown","MEEK MILL",877
"Wet Dreamz","J. COLE",850
"Good For You f/A$AP Rocky","SELENA GOMEZ",816
"Choices","E-40",765
"All Hands On Deck","TINASHE",762
"The Matrimony f/Usher","WALE",752
"This Could Be Us","RAE SREMMURD",742
"Alright","KENDRICK LAMAR",685
"About You","TREY SONGZ",597
"I Don't Like It, I Love It","FLO RIDA",591
"Talking Body","TOVE LO",585
"The Night Is Still Young","NICKI MINAJ",550
"Should've Been Us","TORI KELLY",519
"Coffee","MIGUEL",481
"Yoga","JANELLE MONAE & JIDENNA",448
"Tied Up f/DeJ Loaf","CASEY VEGGIES",403
"Cool For The Summer","DEMI LOVATO",401
"Feel Right f/Mystikal","MARK RONSON",369
"Million","TINK",352
"Energy","DRAKE",345
