"Title","Artist","Spins"
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",5554
"Post To Be f/Chris Brown&Jhene","OMARION",5448
"See You Again f/Charlie Puth","WIZ KHALIFA",5439
"Classic Man","JIDENNA",4969
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",4944
"Trap Queen","FETTY WAP",4273
"Bitch Better Have My Money","RIHANNA",4266
"Be Real f/Dej Loaf","KID INK",4040
"Cheerleader","OMI",3384
"Can't Feel My Face","THE WEEKND",3353
"Hood Go Crazy f/B.o.B","TECH N9NE",3263
"Bad Blood","TAYLOR SWIFT",3135
"Want To Want Me","JASON DERULO",2865
"Watch Me","SILENTO",2832
"All Hands On Deck","TINASHE",2604
"Wet Dreamz","J. COLE",2365
"The Night Is Still Young","NICKI MINAJ",2191
"Slow Motion","TREY SONGZ",2149
"Good Thing f/Nick Jonas","SAGE THE GEMINI",2096
"Fun f/Chris Brown","PITBULL",2038
"Worth It f/Kid Ink","FIFTH HARMONY",1759
"Do It Again f/Chris Brown","PIA MIA",1712
"Flex","RICH HOMIE QUAN",1577
"Lean On f/M? & DJ Snake","MAJOR LAZER",1534
"My Way f/Monty","FETTY WAP",1484
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",1400
"How Many Times f/Lil Wayne","DJ KHALED F/C. BROWN/BIG SEAN",1179
"Nasty Freestyle","T-WAYNE",1054
"The Matrimony f/Usher","WALE",1034
"Around The World f/Fetty Wap","NATALIE LA ROSE",908
"One Man Can Change The World","BIG SEAN",788
"Blessings f/Drake","BIG SEAN",615
"Talking Body","TOVE LO",605
"F*ck Up Some Commas","FUTURE",548
"Tho Sum Mo f/Nicki Minaj","RAE SREMMURD",542
"One Last Time","ARIANA GRANDE",538
"This Could Be Us","RAE SREMMURD",526
"Flicka Da Wrist","CHEDDA DA CONNECT",508
"League Of My Own","SAMANTHA J.",481
"Planes f/J. Cole","JEREMIH",457
"Million","TINK",434
"Feel Right f/Mystikal","MARK RONSON",420
"Bum Bum f/Trey Songz","KAT DELUNA",404
"Choices","E-40",394
"Coffee","MIGUEL",392
"Yoga","JANELLE MONAE & JIDENNA",377
"Cheyenne","JASON DERULO",369
"Five More Hours","DEORRO X CHRIS BROWN",345
"Lil Bit","K CAMP",326
"This Summer's Gonna Hurt...","MAROON 5",319
