"Title","Artist","Spins"
"Work f/Drake","RIHANNA",6284
"Me Myself And I f/Bebe Rexha","G-EAZY",6018
"My House","FLO RIDA",5156
"Love Yourself","JUSTIN BIEBER",4823
"Down In The DM","YO GOTTI",4486
"Say It","TORY LANEZ",4091
"Roses f/Rozes","THE CHAINSMOKERS",3620
"Back To Sleep","CHRIS BROWN",3330
"Again","FETTY WAP",3322
"Oui","JEREMIH",3173
"Promise f/Fetty Wap","KID INK",2962
"Might Not f/The Weeknd","BELLY",2921
"Formation","BEYONCE",2550
"Saved f/E-40","TY DOLLA $IGN",2474
"Don't","BRYSON TILLER",2382
"Might Be","DJ LUKE NASTYY",2264
"In The Night","THE WEEKND",2236
"Sorry","JUSTIN BIEBER",2162
"Jumpman","DRAKE & FUTURE",2147
"Something New f/Chris Brown","ZENDAYA",1942
"Something About You","MAJID JORDAN",1606
"2 Phones","KEVIN GATES",1548
"I Took A Pill In Ibiza","MIKE POSNER",1529
"Acquainted","THE WEEKND",1486
"Pillowtalk","ZAYN",1443
"Hands To Myself","SELENA GOMEZ",1323
"Bottom Of The Bottle","CURREN$Y",1294
"Best Friend","YOUNG THUG",1218
"Same Old Love","SELENA GOMEZ",1202
"Summer Sixteen","DRAKE",1171
"Middle f/Bipolar Sunshine","DJ SNAKE",1108
"Girl f/Kaytranada","THE INTERNET",1028
"Whole Lotta Lovin' f/T. Scott","DJ MUSTARD",802
"$ave Dat Money","LIL DICKY",733
"Exchange","BRYSON TILLER",732
"Stressed Out","TWENTY ONE PILOTS",680
"Get Ugly","JASON DERULO",649
"Love Yourz","J. COLE",619
"Wild Things","ALESSIA CARA",607
"Body f/Jeremih","DREEZY",495
"Cut It f/Young Dolph","O.T. GENASIS",469
"California f/Young Dolph","COLONEL LOUD",440
"Too Young","POST MALONE",429
"One Call Away","CHARLIE PUTH",422
"Sugar f/Francesco Yates","ROBIN SCHULZ",421
"Valet f/Fetty Wap & 2 Chainz","ERIC BELLINGER",407
"Die A Happy Man","NELLY",388
"3 Times In A Row","TK N CASH",364
"Moses f/Chris Brown & Migos","FRENCH MONTANA",339
"Never Forget You","ZARA LARSSON & MNEK",333
