"Title","Artist","Spins"
"Trap Queen","FETTY WAP",6342
"Earned It","THE WEEKND",6325
"See You Again f/Charlie Puth","WIZ KHALIFA",5974
"Post To Be f/Chris Brown&Jhene","OMARION",4878
"Somebody f/Jeremih","NATALIE LA ROSE",4453
"GDFR f/Sage The Gemini","FLO RIDA",4340
"Want To Want Me","JASON DERULO",4105
"One Last Time","ARIANA GRANDE",4051
"Bitch Better Have My Money","RIHANNA",3540
"All Day f/A.Kingd./P.McCartney","KANYE WEST F/T.LONDON",3491
"Truffle Butter f/Drake...","NICKI MINAJ",3344
"Slow Motion","TREY SONGZ",3307
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",3019
"Ayo","CHRIS BROWN & TYGA",2716
"Tho Sum Mo f/Nicki Minaj","RAE SREMMURD",2498
"Blessings f/Drake","BIG SEAN",2372
"All Hands On Deck","TINASHE",2328
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",2109
"Classic Man","JIDENNA",2034
"Hood Go Crazy f/B.o.B","TECH N9NE",1832
"Be Real f/Dej Loaf","KID INK",1436
"I Bet","CIARA",1363
"Wet Dreamz","J. COLE",1186
"Worth It f/Kid Ink","FIFTH HARMONY",1168
"The Night Is Still Young","NICKI MINAJ",1057
"Sugar","MAROON 5",1050
"Coming With You","NE-YO",1049
"Love Me Like You Do","ELLIE GOULDING",1027
"The Matrimony f/Usher","WALE",996
"Talking Body","TOVE LO",909
"F*ck Up Some Commas","FUTURE",886
"Fun f/Chris Brown","PITBULL",884
"Flicka Da Wrist","CHEDDA DA CONNECT",875
"Get Low","DILLON FRANCIS & DJ SNAKE",715
"King Kunta","KENDRICK LAMAR",659
"That's My S**t","THE-DREAM",639
"Peaches & Cream","SNOOP DOGG",602
"Baby Blue f/Chance The Rapper","ACTION BRONSON",595
"Chains","NICK JONAS",572
"Tonight Belongs To U!","JEREMIH F/FLO RIDA",550
"Drop That Kitty f/Charli XCX..","TY DOLLA $IGN",538
"Private Show f/Chris Brown","T.I.",506
"Ryda f/DeJ Loaf","GAME",490
"Cheerleader","OMI",478
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",472
"Bum Bum f/Trey Songz","KAT DELUNA",403
"Lil Bit","K CAMP",376
"I Don't Get Tired (#IDGT)","KEVIN GATES",364
"A Little More","MACHINE GUN KELLY",325
"Energy","DRAKE",324
