"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",6390,54,274,56,38.462,0.244,39,1,6390,925,38.462
2,"+1","NICKI MINAJ Super Bass",4532,107,629,21,24.281,0.74,39,2,4532,720,24.281
3,"-1","WIZ KHALIFA Roll Up",4429,-90,-633,-31,23.9,-0.591,39,2,5325,315,32.656
4,"+1","KELLY ROWLAND Motivation f/Lil Wayne",4320,50,404,-22,23.705,0.064,39,4,4320,628,23.705
5,"+1","BIG SEAN My Last f/Chris Brown",4268,34,314,0,26.015,0.232,39,5,4268,381,26.015
6,"-2","LUPE FIASCO The Show Goes On",4257,-22,-567,91,24.844,0.126,39,1,5598,489,32.494
7,"+1","CHRIS BROWN She Ain't You",3977,20,282,-35,21.754,0.272,39,7,3977,422,21.754
8,"-1","KATY PERRY E.T.",3891,-73,-555,2,24.104,-0.301,39,2,5377,248,30.339
9,"=","CHRIS BROWN Look At Me Now",3871,-56,-428,11,29.085,-0.116,39,1,6273,56,40.795
10,"=","BLACK EYED PEAS Just Can't Get Enough",3781,-104,-378,-110,21.262,-0.441,39,5,4213,554,22.792
11,"+1","LMFAO Party Rock Anthem",3266,144,858,63,20.757,0.757,39,11,3266,858,20.757
12,"-1","MIGUEL Sure Thing",3260,-1,253,-60,17.194,-0.133,39,11,3261,446,17.327
13,"=","DJ KHALED I'm On One f/Drake, Rick Ross",3147,77,666,-43,19.668,0.353,31,12,3147,821,19.668
14,"+1","LIL WAYNE How To Love",2892,121,945,-19,17.039,0.617,19,14,2892,984,17.039
15,"-1","JEREMIH Down On Me f/50 Cent",2811,-49,-359,7,20.278,-0.406,39,4,5155,0,34.731
16,"=","KANYE WEST All Of The Lights",2315,-43,-126,-31,19.562,-0.034,39,6,4194,0,27.01
17,"=","ADELE Rolling In The Deep",2216,73,384,39,13.142,0.487,37,17,2216,450,13.142
18,"=","RIHANNA Man Down",2083,23,96,-5,14.324,0.324,39,18,2083,380,14.324
19,"=","YC Racks f/Future",1958,-52,-521,29,11.023,-0.184,39,10,3036,347,15.983
20,"=","BRUNO MARS Lazy Song",1894,-28,-115,-16,10.485,-0.15,39,16,2039,204,11.32
21,"=","JASON DERULO Don't Wanna Go Home",1893,27,146,19,8.638,0.056,36,21,1893,471,8.638
22,"=","LUPE FIASCO Out Of My Head f/Trey Songz",1850,28,216,11,12.487,0.042,39,22,1850,316,12.749
23,"=","BRITNEY SPEARS Till The World Ends",1670,-31,-123,-20,9.441,-0.246,39,17,2345,361,13.18
24,"=","RIHANNA S&M",1604,-41,-235,-2,7.591,-0.135,39,7,3766,0,20.609
25,"=","JENNIFER LOPEZ F/PITBULL On The Floor",1565,-59,-290,-62,10.388,-0.404,39,16,2302,134,13.81
