"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","DRAKE Headlines",5274,59,349,-1,34.179,0.334,70,"23",1,5274,689,34.179
2,"+1","LIL WAYNE She Will f/Drake",4751,93,565,13,30.446,0.606,59,"241",2,4751,679,30.446
3,"-1","LIL WAYNE How To Love",4625,-68,-447,-1,29.006,-0.636,137,"28",1,6857,984,40.803
4,"=","BAD MEETS EVIL Lighters f/Bruno Mars",4160,-76,-654,5,23.918,-0.235,117,"36",2,5657,850,32.913
5,"+1","NEW BOYZ Better With the Lights Off",3775,-22,-206,-19,16.303,-0.271,139,"34",5,3984,452,17.527
6,"-1","LMFAO Party Rock Anthem",3729,-93,-177,-110,24.961,-0.715,157,"11",2,6094,1062,37.822
7,"=","DJ KHALED I'm On One f/Drake, Rick Ross",3623,-84,-417,-34,26.824,-0.34,149,"80",2,5875,821,38.385
8,"=","BIG SEAN Marvin & Chardonnay",3599,1,31,-15,19.378,0.317,88,"47",8,3620,589,19.378
9,"=","DEV In The Dark",3557,66,253,47,20.82,0.327,140,"15",9,3557,285,20.82
10,"=","PITBULL Give Me Everything f/Ne-Yo",3261,-52,-263,-25,21.996,-0.477,157,"33",1,6478,925,38.999
11,"=","RIHANNA Cheers (Drink To That)",2773,-131,-781,-81,12.647,-0.481,76,"13",7,3707,697,16.853
12,"=","JAY Z & KANYE WEST N***** In Paris",2767,84,551,17,20.194,0.253,41,"25",12,2767,607,20.194
13,"+1","NICKI MINAJ Fly f/Rihanna",2666,47,227,-15,12.695,0.286,52,"42",13,2666,526,12.695
14,"-1","NICKI MINAJ Super Bass",2629,-12,-380,75,14.506,-0.128,157,"14",1,6438,904,36.328
15,"=","J. COLE Workout",2520,77,391,37,16.201,0.309,83,"--",15,2520,450,16.201
16,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",2390,53,253,9,13.26,0.303,65,"7",16,2390,373,13.26
17,"=","LMFAO Sexy And I Know It",2364,78,709,-29,14.17,0.337,29,"3",17,2364,738,14.17
18,"=","DAVID GUETTA Without You f/Usher",2327,63,346,0,11.464,0.291,41,"8",17,2327,465,11.464
19,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",2226,64,336,27,14.728,0.152,34,"6",19,2226,617,14.728
20,"=","T-PAIN 5 O'clock f/Wiz Khalifa",2215,100,646,25,11.462,0.703,23,"16",20,2215,676,11.462
21,"+1","RIHANNA We Found Love f/Calvin Harris",1864,85,572,7,11.58,0.357,18,"4",21,1864,655,11.58
22,"-1","SEAN PAUL Got 2 Luv U f/Alexis Jordan",1852,-36,-277,-31,9.025,-0.181,77,"84",16,2157,266,10.761
23,"=","ACE HOOD Body 2 Body f/Chris Brown",1605,44,73,25,10.269,0.055,63,"--",23,1605,251,10.269
24,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",1543,25,30,9,10.233,0.205,54,"9",24,1543,336,10.233
25,"+1","BEYONCE Best Thing I Never Had",1479,-35,-643,100,8.128,-0.11,129,"117",5,4038,440,19.519
26,"-2","TYGA Far Away f/Chris Richardson",1470,-82,-759,26,8.732,-0.232,121,"188",13,2875,380,13.836
27,"=","MIGUEL Quickie",1392,-70,-397,-32,7.733,-0.283,86,"264",18,1990,295,10.351
28,"+1","JASON DERULO It Girl",1370,0,74,-27,6.44,0.124,54,"12",28,1370,201,6.44
29,"-1","KELLY ROWLAND Lay It On Me f/Big Sean",1303,-109,-438,-117,5.281,-0.403,57,"144",22,1745,422,7.438
30,"=","WALE That Way f/Jeremih & Rick Ross",1226,33,175,9,7.436,0.119,74,"121",30,1226,175,7.436
31,"=","KATY PERRY Last Friday Night (T.G.I.F.)",1084,-21,-318,25,5.337,-0.097,125,"50",9,3627,507,18.775
32,"+1","MINDLESS BEHAVIOR Mrs. Right f/Diggy Sim...",1079,12,-13,24,4.768,0.027,45,"123",32,1107,240,5.099
33,"-1","DRAKE Marvin's Room",1060,-15,-116,-8,11.243,-0.083,95,"77",17,2253,456,16.484
34,"=","LLOYD Dedication To My Ex...",992,-15,-58,-22,3.569,-0.104,72,"143",28,1055,201,4.002
35,"=","JAY Z & KANYE WEST Otis f/Otis Redding",988,-3,-257,64,8.265,0.045,83,"86",9,3026,689,20.091
36,"+3","ADELE Someone Like You",905,30,210,-16,7.448,0.296,15,"2",36,905,354,7.448
37,"-1","FOSTER THE PEOPLE Pumped Up Kicks",902,11,45,5,5.979,-0.006,41,"5",36,902,213,6.031
38,"=","CHRIS BROWN Wet The Bed",874,-5,82,-13,6.322,0.137,47,"237",38,879,139,6.322
39,"-2","KREAYSHAWN Gucci Gucci",863,-23,-298,24,4.23,-0.122,110,"112",16,2530,367,11.812
40,"=","ALEXANDRA STAN Mr. Saxobeat",837,18,-29,41,5.457,0.044,63,"27",31,920,202,6.722
41,"=","AFROJACK Take Over Control f/Eva Simons",698,-8,-53,11,5.107,-0.182,143,"69",29,778,164,6.67
42,"=","LIL PLAYY Birthday Dress",605,-41,-156,-37,1.647,-0.079,48,"--",36,792,182,2.856
43,"=","FLO RIDA Good Feeling",590,16,82,-2,2.641,0.016,18,"18",43,590,206,2.641
44,"=","BEYONCE Party f/Kanye & Andre",562,25,81,1,5.154,0.116,11,"200",44,562,235,5.164
45,"=","BIG SEAN Dance (A$$)",530,42,228,-4,4.119,0.2,7,"--",45,530,232,4.119
46,"+2","BEYONCE Countdown",500,27,298,-26,1.719,0.043,6,"--",46,500,349,1.719
47,"-1","MEEK MILL Ima Boss f/Rick Ross",494,15,25,3,4.428,0.225,48,"195",45,494,68,4.428
48,"-1","BEI MAEJOR Trouble f/J. Cole",479,2,60,-11,1.776,0.001,20,"329",45,479,173,1.776
49,"=","BRUNO MARS It Will Rain",455,32,234,-1,1.605,0.195,4,"41",49,455,235,1.605
50,"=","CHRIS BROWN Beautiful People f/B. Benass...",368,-15,-95,-19,2.075,-0.058,60,"187",44,564,98,3.885
