"Title","Artist","Spins"
"Whistle","FLO RIDA",4644
"Mercy f/Big Sean/Pus...","KANYE WEST",4544
"No Lie f/Drake","2 CHAINZ",4526
"2 Reasons /T.I.","TREY SONGZ",3955
"Where Have You Been","RIHANNA",3817
"Let's Go f/Ne-Yo","CALVIN HARRIS",3748
"Heart Attack","TREY SONGZ",3556
"Pound The Alarm","NICKI MINAJ",3218
"Work Hard, Play Hard","WIZ KHALIFA",3149
"Cashin' Out","CA$H OUT",2912
"As Long As You Love ...","JUSTIN BIEBER",2808
"Amen f/Drake & Jerem...","MEEK MILL",2544
"Lights","ELLIE GOULDING",2282
"Don't Wake Me Up","CHRIS BROWN",2235
"Lemme See f/Rick Ros...","USHER",2214
"Scream","USHER",2179
"Bag Of Money f/Rick ...","WALE",2118
"Let Me Love You","NE-YO",2065
"Titanium f/Sia","DAVID GUETTA",1871
"I Can Only Imagine f...","DAVID GUETTA",1796
"Pop That f/Rick Ross","FRENCH MONTANA",1788
"Adorn","MIGUEL",1582
"Turn On The Lights","FUTURE",1296
"New Day f/Dr.Dre & A...","50 CENT",1127
"Wide Awake","KATY PERRY",1125
"Nobody's Perfect","J. COLE",1039
"Payphone f/Wiz Khali...","MAROON 5",997
"Snapbacks & Tattoos","DRIICKY GRAHAM",992
"Get Low f/Nicki Mina...","WAKA FLOCKA FLAME",949
"Dope Chick f/Pusha T","THE-DREAM",890
"Somebody That I Used...","GOTYE",884
"Slow Down f/The Team","CLYDE CARSON",840
"Enough Of No Love f/...","KEYSHIA COLE",839
"Swimming Pools (Dran...","KENDRICK LAMAR",805
"Want U Back","CHER LLOYD",755
"Take It To The Head","DJ KHALED",749
"We Run The Night f/P...","HAVANA BROWN",709
"Dance For You","BEYONCE",639
"Big Booty","CA$H OUT",634
"Blow Me (One Last Ki...","PINK",594
"My Moment f/2 Chainz","DJ DRAMA",589
"Birthday Song f/Kany...","2 CHAINZ",552
"Missed Calls","MAC MILLER",535
"Go Hard","KREAYSHAWN",529
"Put It Down f/Chris ...","BRANDY",501
"Get It Started f/Sha...","PITBULL",471
"R.I.P. f/Tinie Tempa...","RITA ORA",456
"Call Me Maybe","CARLY RAE JEPSEN",443
"I Wish You Would","DJ KHALED",423
"Dive In","TREY SONGZ",391
