"Title","Artist","Spins"
"Can't Feel My Face","THE WEEKND",6657
"Cheerleader","OMI",6188
"Watch Me","SILENTO",5742
"Lean On f/MØ & DJ Snake","MAJOR LAZER",4655
"My Way f/Monty","FETTY WAP",4151
"Be Real f/Dej Loaf","KID INK",4015
"Bad Blood","TAYLOR SWIFT",3930
"Classic Man","JIDENNA",3916
"Flex","RICH HOMIE QUAN",3494
"Post To Be f/Chris Brown&Jhene","OMARION",3331
"Good Thing f/Nick Jonas","SAGE THE GEMINI",2734
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",2719
"The Hills","THE WEEKND",2705
"Around The World f/Fetty Wap","NATALIE LA ROSE",2690
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",2681
"See You Again f/Charlie Puth","WIZ KHALIFA",2208
"One Man Can Change The World","BIG SEAN",2075
"All Eyes On You f/Minaj/Brown","MEEK MILL",2021
"Worth It f/Kid Ink","FIFTH HARMONY",1868
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",1837
"Cheyenne","JASON DERULO",1764
"Bitch Better Have My Money","RIHANNA",1758
"About You","TREY SONGZ",1437
"Planes f/J. Cole","JEREMIH",1422
"How Many Times f/Lil Wayne","DJ KHALED F/C. BROWN/BIG SEAN",1400
"Good For You f/A$AP Rocky","SELENA GOMEZ",1375
"Nasty Freestyle","T-WAYNE",1197
"League Of My Own","SAMANTHA J.",1016
"I Don't Like It, I Love It","FLO RIDA",998
"This Could Be Us","RAE SREMMURD",988
"Hood Go Crazy f/B.o.B","TECH N9NE",981
"Choices","E-40",946
"Cool For The Summer","DEMI LOVATO",919
"Comfortable","K CAMP",873
"Nothing But Trouble","LIL WAYNE & CHARLIE PUTH",785
"679 f/Remy Boyz...","FETTY WAP",776
"Do It Again f/Chris Brown","PIA MIA",763
"Wet Dreamz","J. COLE",754
"Alright","KENDRICK LAMAR",674
"Where Ya At f/Drake","FUTURE",648
"Twist My Fingaz","YG",647
"Should've Been Us","TORI KELLY",641
"Locked Away f/Adam Levine","R. CITY",572
"Fun f/Chris Brown","PITBULL",562
"Coffee","MIGUEL",559
"Back To Back","DRAKE",517
"Liquor","CHRIS BROWN",496
"That's How You Know f/B. Rexha","NICO & VINZ",488
"Back Up f/Big Sean","DEJ LOAF",446
"We In Da City","YOUNG DRO",417
