"Title","Artist","Spins"
"Don't Tell 'Em f/YG","JEREMIH",7105
"No Mediocre f/Iggy Azalea","T.I.",5476
"Studio f/BJ The Chicago Kid","SCHOOLBOY Q",5386
"Black Widow f/Rita Ora","IGGY AZALEA",5020
"Anaconda","NICKI MINAJ",4099
"New Flame f/Usher & Rick Ross","CHRIS BROWN",4018
"Stay With Me","SAM SMITH",3267
"2 On f/Schoolboy Q","TINASHE",3218
"24 Hours","TEEFLII",3145
"0 To 100/The Catch Up","DRAKE",3111
"Touchin, Lovin f/Nicki Minaj","TREY SONGZ",2874
"Latch f/Sam Smith","DISCLOSURE",2848
"Am I Wrong","NICO & VINZ",2808
"Bend Ova f/Tyga","LIL JON",2572
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",2290
"All About That Bass","MEGHAN TRAINOR",2245
"Believe Me f/Drake","LIL WAYNE",2015
"Boom Clap","CHARLI XCX",1936
"Flawless","BEYONCE",1783
"Break Free f/Zedd","ARIANA GRANDE",1698
"You And Your Friends","WIZ KHALIFA F/SNOOP & TY DOLLA",1671
"Lifestyle f/Young Thug","RICH GANG",1656
"Rude","MAGIC!",1582
"That's Me Right There","JASMINE V",1228
"Problem f/Iggy Azalea","ARIANA GRANDE",1154
"Trumpets","JASON DERULO",997
"Or Nah f/Problem, Too Short","GAME",975
"Rich f/August Alsina","KIRKO BANGZ",908
"Rather Be f/Jess Glynne","CLEAN BANDIT",892
"She Came To Give It To You","USHER",876
"Shake It Off","TAYLOR SWIFT",860
"Fight Night","MIGOS",821
"Hot Boy","BOBBY SHMURDA",810
"Hold You Down f/C. Brown...","DJ KHALED",731
"Fireball f/John Ryan","PITBULL",690
"No Flex Zone","RAE SREMMURD",690
"Hideaway","KIESZA",671
"Delirious (Boneless) f/Kid Ink","STEVE AOKI, C. LAKE & TUJAMO",662
"Certified Freak","BABY BASH",655
"Maps","MAROON 5",655
"Bailando f/D.Bueno/S.Paul/GDZ","ENRIQUE IGLESIAS",651
"Only That Real f/2 Chainz","IAMSU",552
"Love Robbery","KALIN & MYLES",543
"Walk Thru f/Problem","RICH HOMIE QUAN",523
"Pretend f/A$AP Rocky","TINASHE",514
"Don't Panic","FRENCH MONTANA",500
"You & I (Nobody In The World)","JOHN LEGEND",486
"Chandelier","SIA",481
"Seen It All f/Jay Z","JEEZY",455
"About The Money f/Young Thug","T.I.",446
