"Title","Artist","Spins"
"Don't Tell 'Em f/YG","JEREMIH",6339
"No Mediocre f/Iggy Azalea","T.I.",6251
"Black Widow f/Rita Ora","IGGY AZALEA",6179
"New Flame f/Usher & Rick Ross","CHRIS BROWN",5198
"Anaconda","NICKI MINAJ",4103
"0 To 100/The Catch Up","DRAKE",4072
"Touchin, Lovin f/Nicki Minaj","TREY SONGZ",3639
"Studio f/BJ The Chicago Kid","SCHOOLBOY Q",3316
"24 Hours","TEEFLII",3284
"2 On f/Schoolboy Q","TINASHE",2832
"i","KENDRICK LAMAR",2691
"All About That Bass","MEGHAN TRAINOR",2626
"You And Your Friends","WIZ KHALIFA F/SNOOP & TY DOLLA",2463
"Flawless","BEYONCE",2117
"Lifestyle f/Young Thug","RICH GANG",2114
"Stay With Me","SAM SMITH",1884
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",1851
"That's Me Right There","JASMINE V",1716
"Trumpets","JASON DERULO",1692
"Am I Wrong","NICO & VINZ",1666
"Latch f/Sam Smith","DISCLOSURE",1618
"Bend Ova f/Tyga","LIL JON",1618
"Hold You Down f/C. Brown...","DJ KHALED",1428
"Shake It Off","TAYLOR SWIFT",1337
"Body Language f/Usher/Tinashe","KID INK",1319
"Hot Boy","BOBBY SHMURDA",1213
"Rich f/August Alsina","KIRKO BANGZ",1098
"Break Free f/Zedd","ARIANA GRANDE",1086
"Rather Be f/Jess Glynne","CLEAN BANDIT",1085
"Boom Clap","CHARLI XCX",1051
"I Don't F**k With You f/E-40","BIG SEAN",1021
"Habits (Stay High)","TOVE LO",956
"Certified Freak","BABY BASH",896
"Blame f/John Newman","CALVIN HARRIS",844
"Tuesday f/Drake","I LOVE MAKONNEN",786
"About The Money f/Young Thug","T.I.",769
"L.A.LOVE (la la)","FERGIE",759
"Or Nah f/Problem, Too Short","GAME",751
"Pretend f/A$AP Rocky","TINASHE",715
"Love Me Harder","ARIANA GRANDE & THE WEEKND",705
"Love Robbery","KALIN & MYLES",636
"Fireball f/John Ryan","PITBULL",629
"Bailando f/D.Bueno/S.Paul/GDZ","ENRIQUE IGLESIAS",609
"Handsome And Wealthy","MIGOS",555
"Waves","MR PROBZ",542
"Don't Panic","FRENCH MONTANA",531
"Closer","MIKE STUD",484
"Often","THE WEEKND",450
"Red Cup f/T-Pain/Kid Ink/B.o.B","E-40",432
"Don't","ED SHEERAN",405
