"Title","Artist","Spins"
"Don't Tell 'Em f/YG","JEREMIH",5991
"Main Chick f/Chris Brown","KID INK",5529
"Am I Wrong","NICO & VINZ",5524
"2 On f/Schoolboy Q","TINASHE",5438
"Believe Me f/Drake","LIL WAYNE",4499
"Latch f/Sam Smith","DISCLOSURE",4207
"Rude","MAGIC!",4078
"Studio f/BJ The Chicago Kid","SCHOOLBOY Q",3936
"Stay With Me","SAM SMITH",3200
"No Mediocre f/Iggy Azalea","T.I.",3132
"Black Widow f/Rita Ora","IGGY AZALEA",2626
"Problem f/Iggy Azalea","ARIANA GRANDE",2607
"24 Hours","TEEFLII",2351
"New Flame f/Usher & Rick Ross","CHRIS BROWN",2349
"Pills N Potions","NICKI MINAJ",1938
"Break Free f/Zedd","ARIANA GRANDE",1823
"Numb f/B.o.B. & Yo Gotti","AUGUST ALSINA",1822
"We Dem Boyz","WIZ KHALIFA",1580
"Anaconda","NICKI MINAJ",1579
"Foreign","TREY SONGZ",1445
"Bend Ova f/Tyga","LIL JON",1388
"Summer","CALVIN HARRIS",1318
"V. 3005","CHILDISH GAMBINO",1305
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",1237
"2AM","ADRIAN MARCEL",1214
"0 To 100/The Catch Up","DRAKE",1143
"Delirious (Boneless) f/Kid Ink","STEVE AOKI, C. LAKE & TUJAMO",1138
"Come Get It Bae","PHARRELL WILLIAMS",1118
"Wiggle f/Snoop Dogg","JASON DERULO",1023
"No Flex Zone","RAE SREMMURD",960
"Boom Clap","CHARLI XCX",898
"She Came To Give It To You","USHER",875
"Only That Real f/2 Chainz","IAMSU",831
"Fight Night","MIGOS",820
"Flawless","BEYONCE",727
"Rather Be f/Jess Glynne","CLEAN BANDIT",669
"Walk Thru f/Problem","RICH HOMIE QUAN",624
"Or Nah f/Problem, Too Short","GAME",604
"Shower","BECKY G",525
"She Twerkin","CA$H OUT",506
"Maps","MAROON 5",458
"You & I (Nobody In The World)","JOHN LEGEND",447
"Lifestyle f/Young Thug","RICH GANG",440
"Rich f/August Alsina","KIRKO BANGZ",430
"Can I","LOVE DOLLHOUSE",408
"Seen It All f/Jay Z","JEEZY",399
"All About That Bass","MEGHAN TRAINOR",388
"Bailando f/D.Bueno/S.Paul/GDZ","ENRIQUE IGLESIAS",387
"All I Wanna Do","T. MILLS",387
"That's Me Right There","JASMINE V",371
