"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","LIL WAYNE How To Love",5682,"-63",-373,"-28",37.744,"-0.355",119,"14",1,6857,984,40.803
2,"=","BAD MEETS EVIL Lighters f/Bruno Mars",5444,"-54",-161,"-84",31.286,"-0.189",99,"16",2,5657,850,32.913
3,"=","DJ KHALED I'm On One f/Drake, Rick Ross",4815,"-41",-122,"-17",32.448,"-0.077",131,"54",2,5875,821,38.385
4,"=","LMFAO Party Rock Anthem",4065,"-36",-276,"+1",27.066,"-0.245",139,"8",2,6094,1062,37.822
5,"=","DRAKE Headlines",3960,"+69",519,"-15",25.954,"+0.445",52,"23",5,3960,689,25.954
6,"+2","NEW BOYZ Better With the Lights Off",3746,"+63",284,"+50",16.342,"+0.485",121,"36",6,3746,452,16.342
7,"=","PITBULL Give Me Everything f/Ne-Yo",3713,"-20",-199,"-2",25.373,"-0.245",139,"27",1,6478,925,38.999
8,"-2","NICKI MINAJ Super Bass",3681,"-53",-221,"-18",22.844,"-0.272",139,"21",1,6438,904,36.328
9,"+1","RIHANNA Cheers (Drink To That)",3514,"+31",164,"-16",16.062,"+0.218",58,"9",9,3514,697,16.062
10,"-1","BEYONCE Best Thing I Never Had",3505,"-32",-423,"+9",17.042,"-0.133",111,"68",5,4038,440,19.519
11,"=","BIG SEAN Marvin & Chardonnay",3362,"+3",46,"-56",16.947,"-0.225",70,"42",10,3369,589,18.208
12,"=","LIL WAYNE She Will f/Drake",3230,"+46",375,"-35",20.479,"+0.548",41,"249",12,3230,679,20.479
13,"=","DEV In The Dark",3051,"+56",231,"+19",16.194,"+0.189",122,"13",13,3051,280,16.194
14,"=","TYGA Far Away f/Chris Richardson",2834,"-2",0,"-21",13.598,"-0.121",103,"133",13,2875,380,13.836
15,"=","KELLY ROWLAND Motivation f/Lil Wayne",2515,"-46",-282,"-10",16.649,"-0.432",139,"55",3,5903,628,34.391
16,"=","KREAYSHAWN Gucci Gucci",2158,"-72",-352,"-75",10.302,"-0.305",92,"62",16,2530,367,11.812
17,"=","JAY Z & KANYE WEST Otis f/Otis Redding",1992,"-85",-563,"-4",12.589,"-0.532",65,"51",9,3026,689,20.091
18,"+1","SEAN PAUL Got 2 Luv U f/Alexis Jordan",1990,"+33",136,"+14",9.914,"+0.079",59,"119",18,1990,266,9.914
19,"+1","NICKI MINAJ Fly f/Rihanna",1952,"+47",284,"-17",8.964,"+0.151",34,"50",19,1952,526,8.964
20,"-2","MIGUEL Quickie",1947,"-13",27,"-34",10.096,"-0.138",68,"183",18,1990,295,10.351
21,"=","KATY PERRY Last Friday Night (T.G.I.F.)",1775,"-9",-257,"+50",10.151,"+0.191",107,"34",9,3627,507,18.775
22,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",1652,"+48",301,"-14",9.204,"+0.172",47,"6",22,1652,373,9.204
23,"=","KELLY ROWLAND Lay It On Me f/Big Sean",1630,"+36",115,"+24",7.12,"+0.072",39,"287",23,1630,422,7.12
24,"=","DRAKE Marvin's Room",1534,"-22",-296,"+29",12.965,"+0.081",77,"57",17,2253,456,16.484
25,"=","J. COLE Workout",1533,"+18",176,"-19",9.794,"-0.045",65,"--",25,1533,250,9.839
26,"+2","JAY Z & KANYE WEST N***** In Paris",1338,"+76",431,"+29",13.117,"+0.449",23,"--",26,1338,464,13.117
27,"-1","DAVID GUETTA Without You f/Usher",1332,"+51",252,"+15",6.812,"+0.287",23,"7",26,1332,356,6.812
28,"-1","ACE HOOD Body 2 Body f/Chris Brown",1279,"-1",70,"-18",7.948,"-0.004",45,"--",26,1280,251,7.952
29,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",1242,"+14",105,"-25",6.796,"+0.087",36,"11",27,1242,336,6.796
30,"=","LUPE FIASCO Out Of My Head f/Trey Songz",1095,"-30",-345,"+54",6.475,"-0.471",139,"321",7,4058,418,23.033
31,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",1070,"+26",305,"-23",7.095,"+0.136",16,"2",31,1070,332,7.095
32,"=","JASON DERULO It Girl",1034,"+10",116,"-15",4.198,"+0.045",36,"12",31,1034,201,4.198
33,"+3","MINDLESS BEHAVIOR Mrs. Right f/Diggy Sim...",950,"+40",224,"+15",4.468,"+0.145",27,"--",33,950,224,4.468
34,"=","LLOYD Dedication To My Ex...",947,"+15",71,"+0",3.796,"-0.050",54,"269",28,947,201,3.846
35,"+2","WALE That Way f/Jeremih & Rick Ross",938,"+28",128,"+17",5.554,"+0.134",56,"145",34,938,128,5.554
36,"-3","WIZ KHALIFA No Sleep",921,"-43",-227,"+2",6.294,"-0.172",86,"74",23,1457,258,7.568
37,"+1","ALEXANDRA STAN Mr. Saxobeat",892,"+19",78,"+24",6.347,"+0.140",45,"26",31,892,202,6.347
38,"-3","BRITNEY SPEARS I Wanna Go",864,"-59",-413,"-14",5.344,"-0.270",86,"38",21,1840,321,11.207
39,"=","LIL PLAYY Birthday Dress",774,"+3",51,"-5",2.626,"+0.015",30,"--",36,774,182,2.702
40,"=","IYAZ Pretty Girls f/Travie McCoy",763,"-7",-55,"-19",3.42,"+0.017",42,"47",31,819,190,3.6
41,"=","AFROJACK Take Over Control f/Eva Simons",739,"+3",-6,"+2",5.59,"-0.013",125,"48",29,762,164,6.67
42,"+1","LMFAO Sexy And I Know It",724,"+54",288,"+5",4.581,"+0.263",11,"5",42,724,317,4.581
43,"-1","CHRIS BROWN Wet The Bed",706,"-4",36,"-26",5.356,"+0.063",29,"234",39,710,139,5.356
44,"=","FOSTER THE PEOPLE Pumped Up Kicks",622,"+4",29,"-22",4.467,"+0.077",23,"4",43,622,119,4.467
45,"+1","T-PAIN 5 O'clock f/Wiz Khalifa",590,"+65",405,"+38",3.803,"+0.252",5,"--",45,590,405,3.803
46,"-1","CHRIS BROWN Beautiful People f/B. Benass...",558,"+2",33,"-5",2.551,"-0.056",42,"95",44,558,98,3.885
47,"=","NAYER Suave (Kiss Me) f/Mohombi",439,"+4",-19,"+10",1.743,"-0.006",30,"--",41,510,109,1.882
48,"=","MEEK MILL Ima Boss f/Rick Ross",387,"-9",-3,"-18",2.988,"-0.158",30,"335",46,402,62,3.763
49,"=","BEI MAEJOR Trouble f/J. Cole",336,"+1",73,"-26",1.2,"+0.002",7,"459",48,336,173,1.237
50,"--","ADELE Someone Like You",331,"--",152,"--",2.743,"--",1,"1",50,331,152,2.743
