"Title","Artist","Spins"
"Blurred Lines f/P...","ROBIN THICKE",6334
"Holy Grail f/Just...","JAY Z",5947
"Crooked Smile","J. COLE",4891
"Treasure","BRUNO MARS",4694
"Hold On We're Goi...","DRAKE",4038
"Get Lucky","DAFT PUNK",3480
"Same Love f/Mary ...","MACKLEMORE & RYAN...",3229
"The Way f/Mac Mil...","ARIANA GRANDE",3083
"Clarity f/Foxes","ZEDD",2742
"The Other Side","JASON DERULO",2468
"Love More f/Nicki...","CHRIS BROWN",2459
"Take Back The Nig...","JUSTIN TIMBERLAKE",2376
"Beware f/Lil Wayn...","BIG SEAN",2140
"I Need Your Love","CALVIN HARRIS F/E...",1875
"Feds Watching f/P...","2 CHAINZ",1786
"We Can't Stop","MILEY CYRUS",1744
"Body Party","CIARA",1693
"Summertime Sadnes...","LANA DEL REY",1539
"Beat It f/Chris B...","SEAN KINGSTON",1472
"Give It 2 U f/Ken...","ROBIN THICKE",1383
"Tapout f/Birdman,...","RICH GANG",1358
"Can't Believe It ...","FLO RIDA",1308
"Berzerk","EMINEM",1284
"Roar","KATY PERRY",1266
"Mars f/Rick Ross","JAY SEAN",1019
"Get Like Me f/Min...","NELLY",1018
"Baby I","ARIANA GRANDE",875
"Ain't Worried Abo...","FRENCH MONTANA",840
"How Many Drinks?","MIGUEL",831
"LoveHate Thing f/...","WALE",815
"White Walls f/ScH...","MACKLEMORE & RYAN...",753
"Headband  f/2 Cha...","B.O.B",738
"Gas Pedal","SAGE THE GEMINI",720
"Right Now f/David...","RIHANNA",712
"Type Of Way","RICH HOMIE QUAN",707
"Applause","LADY GAGA",679
"No New Friends","DJ KHALED F/DRAKE...",627
"Play It Again","BECKY G",626
"#Beautiful f/Migu...","MARIAH CAREY",621
"Act Right f/Young...","YO GOTTI",621
"Wake Me Up","AVICII",611
"Radioactive","IMAGINE DRAGONS",582
"Work","IGGY AZALEA",476
"Safe And Sound","CAPITAL CITIES",474
"Versace f/Drake","MIGOS",472
"Lose Yourself To ...","DAFT PUNK",465
"Honest","FUTURE",435
"Bounce It f/Wale ...","JUICY J",434
"Tom Ford","JAY Z",431
"Turn The Night Up","ENRIQUE IGLESIAS",379
