"Title","Artist","Spins"
"2 Reasons /T.I.","TREY SONGZ",4847
"Mercy f/Big Sean/Pus...","KANYE WEST",4525
"As Long As You Love ...","JUSTIN BIEBER",4239
"Whistle","FLO RIDA",4127
"Pound The Alarm","NICKI MINAJ",4038
"No Lie f/Drake","2 CHAINZ",3875
"Don't Wake Me Up","CHRIS BROWN",3277
"Heart Attack","TREY SONGZ",3266
"Let Me Love You","NE-YO",3018
"Adorn","MIGUEL",2806
"Pop That f/Rick Ross","FRENCH MONTANA",2778
"I Can Only Imagine f...","DAVID GUETTA",2570
"Clique f/Big Sean & ...","KANYE WEST",2202
"Turn On The Lights","FUTURE",2078
"Let's Go f/Ne-Yo","CALVIN HARRIS",2067
"Amen f/Drake & Jerem...","MEEK MILL",2062
"Lights","ELLIE GOULDING",2035
"Lemme See f/Rick Ros...","USHER",1679
"Titanium f/Sia","DAVID GUETTA",1329
"Gangnam Style","PSY",1321
"Birthday Song f/Kany...","2 CHAINZ",1270
"Dope Chick f/Pusha T","THE-DREAM",1138
"Blow Me (One Last Ki...","PINK",1104
"Swimming Pools (Dran...","KENDRICK LAMAR",1095
"Bag Of Money f/Rick ...","WALE",1056
"I Cry","FLO RIDA",1053
"Slow Down f/The Team","CLYDE CARSON",1026
"R.I.P. f/Tinie Tempa...","RITA ORA",986
"My Moment f/2 Chainz","DJ DRAMA",952
"Bands A Make Her Dan...","JUICY J",929
"Celebration f/Chris ...","GAME",902
"One More Night","MAROON 5",800
"Dance For You","BEYONCE",792
"Dive In","TREY SONGZ",767
"Put It Down f/Chris ...","BRANDY",767
"New Day f/Dr.Dre & A...","50 CENT",756
"Numb","USHER",741
"Diamonds","RIHANNA",732
"No Worries f/Detail","LIL WAYNE",701
"Go Hard","KREAYSHAWN",674
"Girl On Fire","ALICIA KEYS",598
"We Are Never Ever Ge...","TAYLOR SWIFT",479
"Hello","KARMIN",478
"Missed Calls","MAC MILLER",457
"Finally Found You f/...","ENRIQUE IGLESIAS",451
"Big Booty","CA$H OUT",444
"Too Close","ALEX CLARE",427
"Don't Stop The Party","PITBULL",399
"Die Young","KE$HA",369
"Who Booty f/iamSU","JONN HART",350
