"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KIRKO BANGZ Drank In My Cup",5091,"-40",-238,"+6",37.828,"-0.218",150,"71",1,5609,562,39.395
2,"=","YOUNG JEEZY Leave You Alone f/Ne-Yo",4357,"+33",162,"+13",31.611,"-0.030",94,"159",2,4357,486,32.091
3,"+1","NICKI MINAJ Starships",3862,"-47",-259,"+15",24.673,"-0.177",119,"24/46",3,4327,669,28.422
4,"-1","FLO RIDA Wild Ones f/Sia",3861,"-67",-346,"+25",24.209,"-0.487",114,"14",2,4837,738,30.647
5,"=","DRAKE Take Care f/Rihanna",3665,"-85",-358,"-71",26.84,"-0.879",197,"95",1,5759,749,42.959
6,"=","CA$H OUT Cashin' Out",3624,"+46",433,"-20",23.291,"+0.207",77,"47",6,3624,510,23.291
7,"=","TYGA Faded f/Lil Wayne",3464,"-43",-146,"-31",22.378,"-0.478",99,"88",6,3652,605,24.528
8,"+2","RIHANNA Where Have You Been",3166,"+103",383,"+46",22.518,"+0.563",47,"8",8,3166,582,22.518
9,"=","JUSTIN BIEBER Boyfriend",3106,"-7",226,"-55",20.089,"-0.349",81,"9",9,3113,1416,20.514
10,"-2","RIHANNA Birthday Cake",3062,"-104",-461,"-56",22.408,"-0.936",111,"85",3,4670,693,33.894
11,"=","WIZ KHALIFA Work Hard, Play Hard",3057,"+48",297,"+7",20.637,"+0.239",48,"25",10,3057,545,20.637
12,"=","USHER Scream",2901,"+34",252,"+29",18.281,"+0.320",43,"--",11,2901,732,18.281
13,"+1","TREY SONGZ Heart Attack",2573,"+40",277,"-19",16.423,"+0.124",72,"89",13,2573,454,16.423
14,"-1","GOTYE Somebody That I Used To Know",2542,"+8",52,"-9",16.965,"-0.030",62,"3",13,2544,530,17.074
15,"=","KANYE WEST Mercy f/Big Sean/Pusha T...",2490,"+29",276,"-38",20.051,"+0.035",62,"19",15,2490,360,20.266
16,"+1","J. COLE Nobody's Perfect",1884,"+23",217,"+0",12.693,"+0.306",45,"--",16,1884,308,12.693
17,"-1","PITBULL Back In Time",1854,"-21",-163,"+5",10.732,"-0.096",71,"7",16,2052,353,11.916
18,"=","DRAKE HYFR (Hell Ya F**kin' Right)",1829,"+23",72,"+10",9.742,"-0.036",55,"97",17,1829,374,10.167
19,"=","NICKI MINAJ Beez In The Trap f/2 Chainz",1681,"+45",300,"+20",10.432,"+0.096",62,"70",19,1681,410,10.432
20,"+2","MAROON 5 Payphone f/Wiz Khalifa",1637,"+40",214,"+13",10.822,"+0.382",41,"4",20,1637,287,10.822
21,"=","DJ KHALED Take It To The Head",1604,"-1",-82,"+4",8.372,"-0.106",74,"101",19,1698,319,9.767
22,"-2","USHER Climax",1593,"-21",-264,"+40",12.807,"-0.033",107,"--",5,4192,732,29.703
23,"+1","CALVIN HARRIS Let's Go f/Ne-Yo",1513,"-7",216,"-56",9.975,"-0.160",41,"51",23,1520,341,10.135
24,"-1","THE WANTED Glad You Came",1491,"-38",-81,"-47",11.489,"-0.308",114,"28",14,2002,254,13.863
25,"+2","USHER Lemme See f/Rick Ross",1305,"+51",395,"+22",10.121,"+0.678",33,"--",25,1305,395,10.121
26,"=","NICKI MINAJ Right By My Side f/Chris Bro...",1296,"-10",-73,"+16",9.942,"-0.025",83,"132",13,2101,531,15.014
27,"-2","TRAVIS PORTER Ayy Ladies f/Tyga",1287,"-44",-424,"+5",9.723,"-0.151",118,"122",14,2084,196,14.401
28,"=","FUN. We Are Young f/Janelle Monae",1075,"-28",-238,"-8",8.459,"-0.055",76,"16",17,1692,287,12.718
29,"=","KENDRICK LAMAR The Recipe f/Dr. Dre",1072,"-19",-72,"-18",5.866,"+0.010",50,"168",27,1164,321,7.324
30,"+1","LIL WAYNE My Homies Still f/Big Sean",955,"+56",458,"-12",6.763,"+0.258",9,"41",30,955,547,6.763
31,"-1","DAVID GUETTA Titanium f/Sia",951,"+4",24,"+7",4.979,"+0.091",48,"12",30,951,172,4.979
32,"=","RITA ORA How We Do (Party)",897,"+19",62,"+8",3.827,"+0.083",36,"48",31,897,194,3.827
33,"=","FUTURE Same Damn Time",863,"+4",47,"-6",6.15,"+0.138",54,"--",32,863,127,6.496
34,"=","E-40 Function f/YG, iamSU, Problem",853,"-5",-44,"+11",8.454,"-0.065",93,"--",25,1221,160,9.941
35,"=","DRIICKY GRAHAM Snapbacks & Tattoos",834,"-6",21,"-29",4.779,"-0.108",34,"75",34,840,162,5.193
