"Title","Artist","Spins"
"One Dance f/Wizkid & Kyla","DRAKE",7091
"Panda","DESIIGNER",6275
"2 Phones","KEVIN GATES",4606
"Work From Home","FIFTH HARMONY",4383
"Don't Let Me Down f/Daya","THE CHAINSMOKERS",4084
"All The Way Up","FAT JOE & REMY MA",3187
"Exchange","BRYSON TILLER",3181
"I Took A Pill In Ibiza","MIKE POSNER",3148
"Needed Me","RIHANNA",3063
"Don't Mind","KENT JONES",3044
"Low Life f/The Weeknd","FUTURE",2903
"Work f/Drake","RIHANNA",2851
"Can't Stop The Feeling","JUSTIN TIMBERLAKE",2783
"Dangerous Woman","ARIANA GRANDE",2740
"Might Not f/The Weeknd","BELLY",2696
"Sorry","BEYONCE",2550
"Pillowtalk","ZAYN",2369
"Moolah","YOUNG GREATNESS",2366
"Body f/Jeremih","DREEZY",2149
"This Is What You... f/Rihanna","CALVIN HARRIS",1799
"If It Ain't Love","JASON DERULO",1641
"Drifting f/Chris Brown","G-EAZY",1574
"Famous","KANYE WEST",1279
"Cut It f/Young Dolph","O.T. GENASIS",1249
"Saved f/E-40","TY DOLLA $IGN",1238
"Close f/Tove Lo","NICK JONAS",1177
"Never Forget You","ZARA LARSSON & MNEK",1106
"Just A Lil' Thick ($he's...","TRINIDAD JAMES",1086
"What A Night","KAT DELUNA",968
"Promise f/Fetty Wap","KID INK",942
"7 Years","LUKAS GRAHAM",941
"Acquainted","THE WEEKND",920
"Law","YO GOTTI",905
"Wake Up","FETTY WAP",772
"Middle f/Bipolar Sunshine","DJ SNAKE",745
"Controlla","DRAKE",659
"Go Flex","POST MALONE",623
"Look But Don't Touch","EMPIRE CAST",532
"Might Be","DJ LUKE NASTYY",526
"No Broken Hearts f/Nicki Minaj","BEBE REXHA",504
"Formation","BEYONCE",492
"Right Away","JR CASTRO",481
"Never Be Like You f/Kai","FLUME",468
"Messin' Around","PITBULL F/ENRIQUE IGLESIAS",449
"Uber Everywhere","MADEINTYO",427
"Bad Intentions","NIYKEE HEATON",353
"In Common","ALICIA KEYS",349
"Really Really","KEVIN GATES",309
"Dope f/Marsha Ambrosius","T.I.",274
"4 Real f/Ty$ & ILovemakonnen","DESTRUCTO",267
