"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",6323,-43,-139,-28,38.152,-0.251,51,1,6478,925,38.999
2,"=","NICKI MINAJ Super Bass",5923,93,730,-42,32.119,0.555,51,2,5923,904,32.119
3,"=","KELLY ROWLAND Motivation f/Lil Wayne",4990,81,374,41,26.64,0.553,51,3,4990,628,26.64
4,"=","LMFAO Party Rock Anthem",4742,112,736,-8,28.697,0.795,51,4,4742,1062,28.697
5,"=","BIG SEAN My Last f/Chris Brown",4627,26,202,-12,27.532,0.32,51,4,4627,381,27.532
6,"=","LIL WAYNE How To Love",4212,84,696,-37,24.237,0.317,31,6,4212,984,24.237
7,"=","CHRIS BROWN She Ain't You",3969,-16,-77,-15,21.416,-0.12,51,5,4046,422,22.024
8,"=","DJ KHALED I'm On One f/Drake, Rick Ross",3871,98,407,33,24.798,1.189,43,8,3871,821,24.798
9,"=","LUPE FIASCO The Show Goes On",3452,-77,-554,-32,22.096,-0.593,51,1,5598,489,32.494
10,"=","MIGUEL Sure Thing",3395,5,53,-21,18.026,-0.045,51,10,3395,446,18.166
11,"+1","KATY PERRY E.T.",3150,-79,-410,-14,20.636,-0.404,51,2,5377,248,30.339
12,"-1","WIZ KHALIFA Roll Up",3128,-104,-820,-1,17.365,-0.394,51,2,5325,315,32.656
13,"=","CHRIS BROWN Look At Me Now",3067,-51,-491,14,25.982,-0.397,51,1,6273,56,40.795
14,"=","BLACK EYED PEAS Just Can't Get Enough",2731,-70,-591,6,17.373,-0.272,51,5,4213,554,22.792
15,"=","JEREMIH Down On Me f/50 Cent",2422,-22,-199,7,16.747,-0.207,51,4,5155,0,34.731
16,"+2","LUPE FIASCO Out Of My Head f/Trey Songz",2380,47,371,-3,14.829,0.42,51,16,2380,374,14.829
17,"-1","ADELE Rolling In The Deep",2371,5,10,20,13.147,0.139,49,16,2377,450,13.832
18,"-1","RIHANNA Man Down",2363,27,155,19,14.644,-0.336,51,17,2363,380,14.98
19,"=","JASON DERULO Don't Wanna Go Home",2116,11,104,-12,9.618,0.108,48,18,2116,471,9.618
20,"=","FRANK OCEAN Novacane",1613,26,237,-8,8.963,0.057,37,20,1613,309,8.963
21,"=","BEYONCE Best Thing I Never Had",1588,43,321,-9,6.747,0.278,23,21,1588,440,6.747
22,"=","YC Racks f/Future",1413,-42,-305,-10,8.952,-0.389,51,10,3036,347,15.983
23,"=","TREY SONGZ Unusual f/Drake",1389,7,117,2,10.761,-0.004,47,23,1389,280,10.765
24,"=","BRUNO MARS Lazy Song",1296,-73,-422,-48,7.509,-0.449,51,16,2039,204,11.32
