"Title","Artist","Spins"
"Work f/Drake","RIHANNA",6900
"Oui","JEREMIH",4573
"Back To Sleep","CHRIS BROWN",4534
"Me Myself And I f/Bebe Rexha","G-EAZY",4523
"Might Not f/The Weeknd","BELLY",4440
"Saved f/E-40","TY DOLLA $IGN",3746
"Promise f/Fetty Wap","KID INK",3639
"My House","FLO RIDA",3524
"I Took A Pill In Ibiza","MIKE POSNER",3139
"2 Phones","KEVIN GATES",2938
"Something New f/Chris Brown","ZENDAYA",2920
"Might Be","DJ LUKE NASTYY",2786
"Acquainted","THE WEEKND",2732
"Work From Home","FIFTH HARMONY",2702
"Pillowtalk","ZAYN",2569
"Middle f/Bipolar Sunshine","DJ SNAKE",2194
"Love Yourself","JUSTIN BIEBER",2157
"Summer Sixteen","DRAKE",2016
"Down In The DM","YO GOTTI",1938
"Exchange","BRYSON TILLER",1810
"Roses f/Rozes","THE CHAINSMOKERS",1770
"Hands To Myself","SELENA GOMEZ",1706
"Low Life f/The Weeknd","FUTURE",1667
"Company","JUSTIN BIEBER",1530
"Dangerous Woman","ARIANA GRANDE",1447
"NO","MEGHAN TRAINOR",1306
"Panda","DESIIGNER",1299
"Formation","BEYONCE",1241
"Don't","BRYSON TILLER",1226
"Cut It f/Young Dolph","O.T. GENASIS",1057
"Body f/Jeremih","DREEZY",1050
"LA Confidential","TORY LANEZ",983
"Moolah","YOUNG GREATNESS",935
"Whole Lotta Lovin' f/T. Scott","DJ MUSTARD",935
"Stressed Out","TWENTY ONE PILOTS",773
"Never Forget You","ZARA LARSSON & MNEK",755
"Girl f/Kaytranada","THE INTERNET",706
"Don't Let Me Down f/Daya","THE CHAINSMOKERS",648
"Do It Like Me","DLOW",644
"In The Night","THE WEEKND",630
"Law","YO GOTTI",551
"Love Yourz","J. COLE",550
"Famous","KANYE WEST",520
"Team","IGGY AZALEA",506
"What A Night","KAT DELUNA",435
"Die A Happy Man","NELLY",405
"New Level","A$AP FERG",372
"All The Way Up","FAT JOE & REMY MA",371
"Permission","RO JAMES",367
"Slappin","E-40",342
