"Title","Artist","Spins"
"Can't Feel My Face","THE WEEKND",6270
"Cheerleader","OMI",6189
"Watch Me","SILENTO",5581
"Lean On f/MØ & DJ Snake","MAJOR LAZER",5199
"My Way f/Monty","FETTY WAP",5066
"Flex","RICH HOMIE QUAN",3857
"The Hills","THE WEEKND",3767
"Classic Man","JIDENNA",3287
"Be Real f/Dej Loaf","KID INK",3130
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",2981
"Bad Blood","TAYLOR SWIFT",2772
"Around The World f/Fetty Wap","NATALIE LA ROSE",2722
"One Man Can Change The World","BIG SEAN",2364
"All Eyes On You f/Minaj/Brown","MEEK MILL",2283
"About You","TREY SONGZ",2179
"Good For You f/A$AP Rocky","SELENA GOMEZ",2126
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",1975
"See You Again f/Charlie Puth","WIZ KHALIFA",1942
"Cheyenne","JASON DERULO",1885
"Planes f/J. Cole","JEREMIH",1782
"679 f/Remy Boyz...","FETTY WAP",1549
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",1541
"Bitch Better Have My Money","RIHANNA",1467
"Good Thing f/Nick Jonas","SAGE THE GEMINI",1437
"How Many Times f/Lil Wayne","DJ KHALED F/C. BROWN/BIG SEAN",1274
"I Don't Like It, I Love It","FLO RIDA",1108
"Comfortable","K CAMP",1099
"Nothing But Trouble","LIL WAYNE & CHARLIE PUTH",1053
"Cool For The Summer","DEMI LOVATO",996
"Locked Away f/Adam Levine","R. CITY",948
"This Could Be Us","RAE SREMMURD",872
"Back To Back","DRAKE",845
"Twist My Fingaz","YG",823
"Choices","E-40",804
"Growing Up f/Ed Sheeran","MACKLEMORE & RYAN LEWIS",774
"Wet Dreamz","J. COLE",719
"Do It Again f/Chris Brown","PIA MIA",715
"Where Ya At f/Drake","FUTURE",697
"Nasty Freestyle","T-WAYNE",692
"Body On Me f/Chris Brown","RITA ORA",682
"Here","ALESSIA CARA",682
"Liquor","CHRIS BROWN",676
"That's How You Know f/B. Rexha","NICO & VINZ",614
"Should've Been Us","TORI KELLY",576
"Back Up f/Big Sean","DEJ LOAF",555
"We In Da City","YOUNG DRO",484
"Back It Up","PRINCE ROYCE",436
"100 f/Drake","GAME",430
"Energy","DRAKE",428
"Omen f/Sam Smith","DISCLOSURE",423
