"Title","Artist","Spins"
"Hotline Bling","DRAKE",6376
"Here","ALESSIA CARA",6288
"White Iverson","POST MALONE",5487
"679 f/Remy Boyz...","FETTY WAP",5096
"The Hills","THE WEEKND",3746
"Back Up f/Big Sean","DEJ LOAF",3610
"The Fix f/Jeremih","NELLY",3564
"Antidote","TRAVI$ SCOTT",3559
"Sorry","JUSTIN BIEBER",3350
"What Do You Mean?","JUSTIN BIEBER",3039
"Player f/Chris Brown","TINASHE",2913
"Zero","CHRIS BROWN",2822
"Jumpman","DRAKE & FUTURE",2680
"No Role Modelz","J. COLE",2593
"Focus","ARIANA GRANDE",2523
"Play No Games","BIG SEAN",2436
"Hello","ADELE",2351
"Get Home f/Kid Ink & Migos","JR CASTRO",2310
"In The Night","THE WEEKND",2223
"Say It","TORY LANEZ",2145
"Same Old Love","SELENA GOMEZ",1757
"Again","FETTY WAP",1672
"WTF (Where They From)","MISSY ELLIOTT",1440
"$ave Dat Money","LIL DICKY",1252
"My House","FLO RIDA",1230
"Where Ya At f/Drake","FUTURE",1178
"Don't","BRYSON TILLER",1169
"Dessert","DAWIN",1148
"Hit The Quan","IHEARTMEMPHIS",1077
"California f/Young Dolph","COLONEL LOUD",938
"Me Myself And I f/Bebe Rexha","G-EAZY",889
"Like I'm Gonna Lose You","MEGHAN TRAINOR",877
"Blase f/Future & Rae Sremmurd","TY DOLLA $IGN",758
"Downtown","MACKLEMORE & RYAN LEWIS",758
"On My Mind","ELLIE GOULDING",689
"Oui","JEREMIH",684
"Roses f/Rozes","THE CHAINSMOKERS",683
"Comfortable","K CAMP",680
"Sorry f/Chris Brown","RICK ROSS",594
"Watch Out","2 CHAINZ",584
"Liquor","CHRIS BROWN",552
"Take Your Time","ADRIAN MARCEL",527
"Down In The DM","YO GOTTI",475
"Locked Away f/Adam Levine","R. CITY",441
"Back To Sleep","CHRIS BROWN",272
"Hollow","TORI KELLY",262
"Be Right There","DIPLO & SLEEPY TOM",261
"These Walls f/Bilal, Anna Wise","KENDRICK LAMAR",258
"Nobody Has To Know","KRANIUM",241
"Valet f/Fetty Wap & 2 Chainz","ERIC BELLINGER",212
