"Title","Artist","Spins"
"Problem f/Iggy Azalea","ARIANA GRANDE",6351
"Fancy","IGGY AZALEA",6014
"2 On f/Schoolboy Q","TINASHE",5278
"Wiggle f/Snoop Dogg","JASON DERULO",4707
"Main Chick f/Chris Brown","KID INK",3880
"Who Do You Love f/Drake","YG",3847
"Believe Me f/Drake","LIL WAYNE",3658
"V. 3005","CHILDISH GAMBINO",3356
"Turn Down For What","DJ SNAKE & LIL JON",3149
"Na Na","TREY SONGZ",3084
"Am I Wrong","NICO & VINZ",2820
"Pills N Potions","NICKI MINAJ",2813
"Summer","CALVIN HARRIS",2767
"Rude","MAGIC!",2718
"Latch f/Sam Smith","DISCLOSURE",2012
"Good Kisser","USHER",1943
"2AM","ADRIAN MARCEL",1785
"Come Get It Bae","PHARRELL WILLIAMS",1767
"Cut Her Off","K CAMP",1753
"Not A Bad Thing","JUSTIN TIMBERLAKE",1742
"Don't Tell 'Em f/YG","JEREMIH",1720
"Studio f/BJ The Chicago Kid","SCHOOLBOY Q",1700
"Numb f/B.o.B. & Yo Gotti","AUGUST ALSINA",1475
"Partition","BEYONCE",1308
"24 Hours","TEEFLII",1290
"Move That Doh f/Pharrell","FUTURE",1276
"We Dem Boyz","WIZ KHALIFA",1261
"Trophies f/Drake","YOUNG MONEY",1234
"No Mediocre f/Iggy Azalea","T.I.",1152
"She Twerkin","CA$H OUT",1139
"Stay With Me","SAM SMITH",1055
"College Drop","SAGE THE GEMINI",1045
"Foreign","TREY SONGZ",950
"Fragile","TECH N9NE",791
"Black Widow f/Rita Ora","IGGY AZALEA",774
"Pretty Hurts","BEYONCE",657
"I Know f/Rich Homie Quan","YO GOTTI",567
"Birthday","KATY PERRY",554
"Shower","BECKY G",533
"Fight Night","MIGOS",511
"Crazy","KAT DAHLIA",460
"Or Nah f/Wiz Khalifa","TY DOLLA $IGN",451
"Walk Thru f/Problem","RICH HOMIE QUAN",410
"No Flex Zone","RAE SREMMURD",399
"Wasted f/Matthew Koma","TIESTO",371
"Bailando f/D.Bueno/S.Paul/GDZ","ENRIQUE IGLESIAS",343
"First Love","JENNIFER LOPEZ",329
"Money Can't Buy f/Jeezy","NE-YO",298
"Delirious (Boneless) f/Kid Ink","STEVE AOKI, C. LAKE & TUJAMO",267
"I Won f/Kanye West","FUTURE",260
