"Title","Artist","Spins"
"Started From The ...","DRAKE",5630
"Can't Hold Us f/R...","MACKLEMORE & RYAN...",5210
"Stay f/Mikky Ekko","RIHANNA",4984
"Suit & Tie f/JAY ...","JUSTIN TIMBERLAKE",4620
"Pour It Up","RIHANNA",4080
"Love Me f/Drake &...","LIL WAYNE",4067
"When I Was Your M...","BRUNO MARS",3974
"Power Trip f/Migu...","J. COLE",3964
"Feel This Moment","PITBULL",3964
"Mirrors","JUSTIN TIMBERLAKE",3441
"Fine China","CHRIS BROWN",3264
"Crickets f/Jeremi...","DROP CITY YACHT C...",2876
"Bad f/Tiara Thoma...","WALE",2701
"B**ch, Don't Kill...","KENDRICK LAMAR",1922
"#thatpower","WILL.I.AM F/JUSTI...",1855
"Bugatti f/Future ...","ACE HOOD",1854
"Leggo f/2 Chainz","B. SMYTH",1738
"Scream And Shout","WILL.I.AM F/BRITN...",1363
"The Way f/Mac Mil...","ARIANA GRANDE",1286
"Freaks f/Nicki Mi...","FRENCH MONTANA",1201
"Beat It f/Chris B...","SEAN KINGSTON",1088
"Battle Scars f/Gu...","LUPE FIASCO",1065
"Sweet Nothing f/F...","CALVIN HARRIS",1029
"We Still In This ...","B.O.B",1027
"Kisses Down Low","KELLY ROWLAND",1025
"Loveeeeeee Song f...","RIHANNA",989
"Gangsta","KAT DAHLIA",958
"Rich As F**k f/2 ...","LIL WAYNE",939
"High School","NICKI MINAJ",754
"Alive","KREWELLA",748
"I Love It f/Charl...","ICONA POP",716
"Get Lucky","DAFT PUNK",665
"Love And War","TAMAR BRAXTON",609
"Karate Chop f/Cas...","FUTURE",572
"RIP f/2 Chainz","YOUNG JEEZY",559
"Wild For The Nigh...","A$AP ROCKY",541
"Bad Ass f/Wale & ...","KID INK",495
"Get Up (Rattle)","BINGO PLAYERS F/F...",484
"So Many Girls f/W...","DJ DRAMA",467
"All Around The Wo...","JUSTIN BIEBER",463
"Female$ Welcomed","TRINIDAD JAMES",463
"How Many Drinks?","MIGUEL",434
"Body Party","CIARA",429
"The Other Side","JASON DERULO",425
"No New Friends","DJ KHALED F/DRAKE...",425
"Blurred Lines f/P...","ROBIN THICKE",387
"Show Out f/Young ...","JUICY J",368
"Dance All Night","BABY BASH",362
"I Like It","SEVYN STREETER",352
"Loud","T. MILLS",331
