"Title","Artist","Spins"
"Cheerleader","OMI",5686
"My Way f/Monty","FETTY WAP",5600
"Can't Feel My Face","THE WEEKND",5585
"Lean On f/MØ & DJ Snake","MAJOR LAZER",5299
"The Hills","THE WEEKND",4889
"Watch Me","SILENTO",4352
"Flex","RICH HOMIE QUAN",4104
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",2900
"Classic Man","JIDENNA",2896
"One Man Can Change The World","BIG SEAN",2672
"Good For You f/A$AP Rocky","SELENA GOMEZ",2668
"About You","TREY SONGZ",2661
"All Eyes On You f/Minaj/Brown","MEEK MILL",2570
"Planes f/J. Cole","JEREMIH",2316
"Be Real f/Dej Loaf","KID INK",2288
"679 f/Remy Boyz...","FETTY WAP",2182
"Around The World f/Fetty Wap","NATALIE LA ROSE",2082
"Bad Blood","TAYLOR SWIFT",1935
"Cheyenne","JASON DERULO",1920
"See You Again f/Charlie Puth","WIZ KHALIFA",1728
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",1538
"Locked Away f/Adam Levine","R. CITY",1481
"Nothing But Trouble","LIL WAYNE & CHARLIE PUTH",1440
"Comfortable","K CAMP",1345
"Body On Me f/Chris Brown","RITA ORA",1228
"I Don't Like It, I Love It","FLO RIDA",1201
"Back To Back","DRAKE",1191
"Growing Up f/Ed Sheeran","MACKLEMORE & RYAN LEWIS",1039
"Cool For The Summer","DEMI LOVATO",1035
"Twist My Fingaz","YG",974
"Here","ALESSIA CARA",970
"Good Thing f/Nick Jonas","SAGE THE GEMINI",893
"The Fix f/Jeremih","NELLY",851
"How Many Times f/Lil Wayne","DJ KHALED F/C. BROWN/BIG SEAN",795
"Where Ya At f/Drake","FUTURE",792
"Liquor","CHRIS BROWN",762
"That's How You Know f/B. Rexha","NICO & VINZ",742
"This Could Be Us","RAE SREMMURD",651
"Do It Again f/Chris Brown","PIA MIA",647
"White Iverson","POST MALONE",603
"Omen f/Sam Smith","DISCLOSURE",603
"Wet Dreamz","J. COLE",594
"Back Up f/Big Sean","DEJ LOAF",578
"Choices","E-40",523
"Back Together f/Nicki Minaj","ROBIN THICKE",518
"Energy","DRAKE",516
"We In Da City","YOUNG DRO",478
"Cha Cha","D.R.A.M",460
"No Role Modelz","J. COLE",455
"100 f/Drake","GAME",432
