"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","LIL WAYNE How To Love",6464,-27,-73,8,37.534,-0.037,89,"9",1,6857,984,38.819
2,"=","DJ KHALED I'm On One f/Drake, Rick Ross",5682,-44,-148,-48,37.471,-0.25,101,"39",2,5875,821,38.385
3,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",5411,55,322,12,31.693,0.041,69,"7/80",3,5411,850,31.693
4,"-1","LMFAO Party Rock Anthem",5399,-55,-355,26,34.205,-0.255,109,"6",2,6094,1062,37.822
5,"=","NICKI MINAJ Super Bass",5024,-28,-196,-27,30.447,-0.129,109,"16",1,6438,904,36.328
6,"=","PITBULL Give Me Everything f/Ne-Yo",3972,-56,-135,-66,27.904,-0.187,109,"20",1,6478,925,38.999
7,"=","KELLY ROWLAND Motivation f/Lil Wayne",3692,-69,-258,-50,24.137,-0.708,109,"46",3,5903,628,34.391
8,"=","BEYONCE Best Thing I Never Had",3671,41,301,-5,18.435,0.212,81,"35",8,3671,440,18.435
9,"=","LUPE FIASCO Out Of My Head f/Trey Songz",3421,-67,-505,8,18.941,-0.446,109,"136",7,4058,418,23.033
10,"=","KATY PERRY Last Friday Night (T.G.I.F.)",3345,-54,-272,-50,17.796,-0.051,77,"14",9,3627,507,18.775
11,"=","JAY Z & KANYE WEST Otis f/Otis Redding",2823,35,341,-49,19.217,0.367,35,"29",11,2823,689,19.217
12,"=","NEW BOYZ Better With the Lights Off",2697,70,207,54,12.277,0.328,91,"57",12,2697,283,12.277
13,"=","BIG SEAN Marvin & Chardonnay",2529,49,335,7,14.687,0.382,40,"52",13,2529,589,14.687
14,"=","BIG SEAN My Last f/Chris Brown",2447,-24,-223,41,20.265,-0.381,109,"175",4,4788,381,28.487
15,"+1","RIHANNA Cheers (Drink To That)",2395,65,474,13,12.362,0.35,28,"3",15,2395,697,12.362
16,"-1","TYGA Far Away f/Chris Richardson",2364,13,114,11,10.739,-0.125,73,"166",14,2364,380,11.031
17,"=","DRAKE Marvin's Room",2134,1,190,-61,12.567,-0.017,47,"42",17,2134,456,12.584
18,"=","KREAYSHAWN Gucci Gucci",2114,30,158,25,9.439,0.159,62,"53",16,2114,367,9.439
19,"=","DEV In The Dark",2040,54,196,39,10.995,0.059,92,"36",18,2040,210,10.995
20,"=","DRAKE Headlines",1952,87,603,-23,12.584,0.387,22,"24",20,1952,689,12.584
21,"=","MIGUEL Sure Thing",1823,-24,-200,-1,12.941,-0.02,109,"110",9,3423,446,19.52
22,"=","BRITNEY SPEARS I Wanna Go",1811,-11,34,-27,10.623,-0.223,56,"17",21,1840,321,11.207
23,"=","CHRIS BROWN She Ain't You",1475,-94,-426,-81,7.734,-0.448,109,"66",5,4046,422,22.024
24,"=","WIZ KHALIFA No Sleep",1449,-6,28,0,6.626,-0.048,56,"97",23,1457,258,6.758
25,"=","MIGUEL Quickie",1415,31,216,7,7.647,0.249,38,"176",25,1415,295,7.647
26,"+1","LIL WAYNE She Will f/Drake",1338,126,639,27,8.523,0.751,11,"8",26,1338,679,8.523
27,"-1","PITBULL Rain Over Me",1216,-10,-145,-4,4.965,-0.059,68,"28",23,1397,279,6.152
28,"=","SEAN PAUL Got 2 Luv U f/Alexis Jordan",1117,17,181,-36,5.871,-0.187,29,"360",28,1117,257,6.058
29,"=","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",861,-69,-418,-27,3.293,-0.088,63,"212",21,1424,252,5.964
30,"=","TREY SONGZ Unusual f/Drake",835,-48,-149,-63,5.577,-0.469,105,"883",20,1574,280,10.765
31,"=","J. COLE Workout",801,8,70,-30,4.605,0.076,35,"--",31,801,169,4.605
32,"+1","KELLY ROWLAND Lay It On Me f/Big Sean",799,35,326,-30,3.824,0.285,9,"--",32,799,422,3.824
33,"-1","ACE HOOD Body 2 Body f/Chris Brown",782,3,168,-50,5.26,0.199,15,"--",32,782,250,5.26
34,"=","AFROJACK Take Over Control f/Eva Simons",746,6,37,4,6.158,0.065,95,"50",33,762,164,6.67
35,"=","LLOYD Dedication To My Ex...",725,13,80,-1,3.052,0.148,24,"--",35,725,201,3.052
36,"+1","ALEXANDRA STAN Mr. Saxobeat",661,7,152,-20,5.192,-0.002,15,"38",36,661,202,5.207
37,"-1","GAME Pot Of Gold f/Chris Brown",635,-49,-184,-34,3.021,-0.03,44,"--",30,897,257,3.162
38,"=","ADELE Rolling In The Deep",609,-4,-177,26,4.376,-0.095,107,"18",16,2377,450,13.832
39,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",598,-9,-27,-9,3.402,-0.004,104,"37",24,1360,367,6.023
40,"+1","YC Racks f/Future",589,2,-59,30,3.933,0.068,109,"--",10,3036,347,15.983
41,"-1","WIZ KHALIFA On My Level f/Too Short",576,-14,38,-30,3.818,-0.195,70,"--",37,630,167,6.724
42,"+2","WALE That Way f/Jeremih & Rick Ross",548,14,51,3,2.967,0.096,26,"349",42,548,87,2.967
43,"+2","GYM CLASS HEROES Stereo Hearts f/Adam Le...",534,26,107,16,3.373,0.289,17,"4",43,534,148,3.373
44,"-1","RIHANNA Man Down",525,-29,-158,-1,4.03,-0.178,109,"--",14,2462,380,14.98
45,"+1","IYAZ Pretty Girls f/Travie McCoy",504,18,108,19,1.812,0.129,12,"41",45,504,116,1.812
46,"-4","MANN The Mack",502,-54,-422,6,2.455,-0.248,53,"--",26,1135,325,4.824
47,"+1","JASON DERULO It Girl",470,9,163,-20,1.851,0.024,6,"63",47,470,201,1.851
48,"-1","RAY J Bananas",460,-20,-81,-18,1.439,-0.113,31,"--",41,543,200,2.008
49,"=","NICKI MINAJ Fly f/Rihanna",429,8,181,-22,1.545,0.028,4,"578",49,429,226,1.545
50,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",420,9,103,-3,2.289,0.014,6,"11",49,420,119,2.293
