"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",6255,-41,-180,-14,37.75,-0.256,53,1,6478,925,38.999
2,"=","NICKI MINAJ Super Bass",5998,22,575,-71,32.691,0.253,53,2,5998,904,32.691
3,"=","KELLY ROWLAND Motivation f/Lil Wayne",5092,36,397,-13,27.458,0.127,53,3,5092,628,27.458
4,"=","LMFAO Party Rock Anthem",4906,66,687,-43,29.617,0.335,53,4,4906,1062,29.617
5,"=","BIG SEAN My Last f/Chris Brown",4647,0,146,-41,27.78,-0.043,53,4,4647,381,27.823
6,"=","LIL WAYNE How To Love",4341,70,621,-15,24.746,0.27,33,6,4341,984,24.746
7,"+1","DJ KHALED I'm On One f/Drake, Rick Ross",3947,44,358,-23,25.885,0.646,45,7,3947,821,25.885
8,"-1","CHRIS BROWN She Ain't You",3861,-62,-168,-52,20.662,-0.424,53,5,4046,422,22.024
9,"=","MIGUEL Sure Thing",3406,-17,41,-51,17.995,-0.156,53,9,3423,446,18.166
10,"=","LUPE FIASCO The Show Goes On",3239,-118,-635,-42,20.44,-0.767,53,1,5598,489,32.494
11,"=","KATY PERRY E.T.",3017,-63,-430,-8,20.022,-0.199,53,2,5377,248,30.339
12,"+1","CHRIS BROWN Look At Me Now",2973,-44,-421,26,25.439,-0.512,53,1,6273,56,40.795
13,"-1","WIZ KHALIFA Roll Up",2919,-112,-808,16,16.434,-0.476,53,2,5325,315,32.656
14,"=","BLACK EYED PEAS Just Can't Get Enough",2628,-39,-544,60,17.335,0.079,53,5,4213,554,22.792
15,"=","LUPE FIASCO Out Of My Head f/Trey Songz",2480,58,361,6,15.515,0.454,53,15,2480,374,15.515
16,"+1","RIHANNA Man Down",2393,10,126,-23,13.927,-0.449,53,16,2393,380,14.98
17,"-1","JEREMIH Down On Me f/50 Cent",2384,-6,-156,34,16.023,-0.387,53,4,5155,0,34.731
