"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",6147,"+36",317,"+1",36.619,"+0.317",33,1,6147,925,36.619
2,"=","WIZ KHALIFA Roll Up",4997,"-64",-323,"-83",28.782,"-0.683",33,2,5325,315,32.656
3,"=","LUPE FIASCO The Show Goes On",4725,"-98",-634,"-57",26.926,"-0.503",33,1,5598,489,32.494
4,"=","KATY PERRY E.T.",4367,"-76",-507,"-78",26.729,"-0.456",33,2,5377,248,30.339
5,"=","CHRIS BROWN Look At Me Now",4198,"-99",-645,"-77",30.202,"-0.704",33,1,6273,56,40.795
6,"=","BLACK EYED PEAS Just Can't Get Enough",4148,"-11",-67,"-49",22.668,"+0.025",33,6,4213,554,22.668
7,"=","BIG SEAN My Last f/Chris Brown",3998,"+45",235,"-2",23.805,"+0.569",33,7,3998,381,23.805
8,"=","KELLY ROWLAND Motivation f/Lil Wayne",3991,"+75",495,"+4",22.44,"+0.454",33,8,3991,628,22.44
9,"=","NICKI MINAJ Super Bass",3983,"+81",705,"-2",20.729,"+0.434",33,9,3983,720,20.729
10,"=","CHRIS BROWN She Ain't You",3747,"+53",261,"+14",20.189,"+0.325",33,9,3747,422,20.189
11,"=","JEREMIH Down On Me f/50 Cent",3101,"-67",-402,"-83",22.354,"-0.393",33,4,5155,0,34.731
12,"=","MIGUEL Sure Thing",3062,"+55",309,"-20",16.481,"+0.364",33,12,3062,446,16.481
13,"=","DJ KHALED I'm On One f/Drake, Rick Ross",2592,"+113",736,"+24",16.436,"+0.913",25,13,2592,736,16.436
14,"+2","LMFAO Party Rock Anthem",2476,"+71",410,"+34",15.631,"+0.633",33,14,2476,410,15.631
15,"=","KANYE WEST All Of The Lights",2441,"+0",-176,"+21",19.797,"+0.045",33,6,4194,0,27.01
16,"-2","YC Racks f/Future",2387,"-91",-482,"-74",12.628,"-0.302",33,10,3036,347,15.983
17,"+2","LIL WAYNE How To Love",2083,"+145",979,"+14",12.251,"+0.834",13,17,2083,979,12.251
18,"=","RIHANNA Man Down",2014,"+29",249,"-34",13.868,"+0.087",33,18,2014,380,13.868
19,"-2","BRUNO MARS Lazy Song",2001,"-8",-38,"-32",10.665,"+0.081",33,16,2039,204,11.32
20,"+2","ADELE Rolling In The Deep",1884,"+53",387,"+4",11.177,"+0.205",31,20,1884,450,11.177
21,"-1","JENNIFER LOPEZ F/PITBULL On The Floor",1829,"-24",-263,"+17",11.675,"+0.015",33,16,2302,134,13.81
22,"-1","RIHANNA S&M",1810,"-29",-294,"+20",8.949,"-0.237",33,7,3766,0,20.609
23,"=","BRITNEY SPEARS Till The World Ends",1776,"-16",-183,"+22",10.315,"-0.197",33,17,2345,361,13.18
24,"=","JASON DERULO Don't Wanna Go Home",1763,"+20",124,"-42",8.084,"+0.086",30,23,1763,471,8.084
25,"=","LUPE FIASCO Out Of My Head f/Trey Songz",1663,"+29",182,"-4",12.473,"-0.125",33,24,1663,316,12.749
26,"=","NEW BOYZ Back Seat f/Cataracs & Dev",1540,"-68",-398,"-46",8.672,"-0.565",33,8,3646,0,17.134
27,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1212,"+41",171,"+18",4.741,"+0.111",28,27,1212,367,4.741
28,"=","T-PAIN Best Love Song f/Chris Brown",1069,"-7",47,"-14",6.023,"-0.094",33,27,1079,105,6.157
29,"=","TREY SONGZ Unusual f/Drake",1046,"+3",56,"-35",7.575,"-0.297",29,29,1046,280,8.979
30,"=","LLOYD Cupid",949,"+0",100,"-26",3.747,"+0.024",33,30,949,212,3.873
31,"=","FRANK OCEAN Novacane",919,"+27",175,"+8",5.547,"+0.017",19,31,919,276,5.767
32,"=","TINIE TEMPAH Written In The Stars",859,"-15",-283,"+57",6.087,"-0.018",33,15,2441,115,10.477
