"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",6181,34,294,-23,37.048,0.429,34,1,6181,925,37.048
2,"=","WIZ KHALIFA Roll Up",4951,-46,-356,-33,28.12,-0.662,34,2,5325,315,32.656
3,"=","LUPE FIASCO The Show Goes On",4634,-91,-664,-30,26.507,-0.419,34,1,5598,489,32.494
4,"=","KATY PERRY E.T.",4277,-90,-549,-42,26.094,-0.635,34,2,5377,248,30.339
5,"+1","BLACK EYED PEAS Just Can't Get Enough",4149,1,-45,22,22.792,0.124,34,5,4213,554,22.792
6,"-1","CHRIS BROWN Look At Me Now",4109,-89,-654,-9,29.673,-0.529,34,1,6273,56,40.795
7,"+2","NICKI MINAJ Super Bass",4070,87,689,-16,21.196,0.467,34,7,4070,720,21.196
8,"-1","BIG SEAN My Last f/Chris Brown",4055,57,265,30,24.409,0.604,34,7,4055,381,24.409
9,"-1","KELLY ROWLAND Motivation f/Lil Wayne",4051,60,488,-7,22.89,0.45,34,8,4051,628,22.89
10,"=","CHRIS BROWN She Ain't You",3794,47,290,29,20.434,0.245,34,9,3794,422,20.434
11,"+1","MIGUEL Sure Thing",3108,46,292,-17,16.703,0.222,34,11,3108,446,16.703
12,"-1","JEREMIH Down On Me f/50 Cent",3044,-57,-400,2,22.036,-0.318,34,4,5155,0,34.731
13,"=","DJ KHALED I'm On One f/Drake, Rick Ross",2724,132,787,51,17.182,0.746,26,13,2724,787,17.182
14,"=","LMFAO Party Rock Anthem",2564,88,463,53,16.355,0.724,34,14,2564,463,16.355
15,"=","KANYE WEST All Of The Lights",2462,21,-91,85,20.325,0.528,34,6,4194,0,27.01
16,"=","YC Racks f/Future",2328,-59,-489,-7,12.317,-0.311,34,10,3036,347,15.983
17,"=","LIL WAYNE How To Love",2227,144,984,5,13.097,0.846,14,17,2227,984,13.097
18,"=","RIHANNA Man Down",2011,-3,209,-40,13.771,-0.097,34,18,2014,380,13.868
19,"=","BRUNO MARS Lazy Song",1988,-13,-50,-12,10.786,0.121,34,16,2039,204,11.32
20,"=","ADELE Rolling In The Deep",1930,46,365,-22,11.257,0.08,32,20,1930,450,11.257
21,"+1","RIHANNA S&M",1788,-22,-243,51,8.863,-0.086,34,7,3766,0,20.609
22,"+2","JASON DERULO Don't Wanna Go Home",1783,20,132,8,8.311,0.227,31,22,1783,471,8.311
23,"-2","JENNIFER LOPEZ F/PITBULL On The Floor",1780,-49,-267,-4,11.628,-0.047,34,16,2302,134,13.81
24,"-1","BRITNEY SPEARS Till The World Ends",1775,-1,-139,44,10.314,-0.001,34,17,2345,361,13.18
25,"=","LUPE FIASCO Out Of My Head f/Trey Songz",1702,39,195,13,12.487,0.014,34,24,1702,316,12.749
26,"=","NEW BOYZ Back Seat f/Cataracs & Dev",1479,-61,-413,-15,8.351,-0.321,34,8,3646,0,17.134
27,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1221,9,175,4,4.75,0.009,29,27,1221,367,4.75
28,"=","T-PAIN Best Love Song f/Chris Brown",1077,8,57,10,6.056,0.033,34,27,1079,105,6.157
29,"=","TREY SONGZ Unusual f/Drake",1051,5,28,-28,7.309,-0.266,30,29,1051,280,8.979
30,"=","LLOYD Cupid",974,25,96,-4,3.822,0.075,34,30,974,212,3.873
31,"=","FRANK OCEAN Novacane",951,32,160,-15,5.67,0.123,20,31,951,276,5.767
32,"=","TINIE TEMPAH Written In The Stars",838,-21,-230,53,6.05,-0.037,34,15,2441,115,10.477
33,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",814,-10,-38,-11,2.716,-0.082,34,32,858,160,3.179
34,"=","ACE HOOD Hustle Hard",783,2,-64,25,5.347,0.06,34,26,1088,210,6.734
35,"=","LADY GAGA The Edge Of Glory",764,10,122,-17,3.56,0.03,20,35,764,189,3.56
36,"=","KERI HILSON Lose Control (Let Me Down)",733,8,94,20,2.456,0.005,26,36,733,172,2.456
37,"=","KE$HA Blow",702,-16,-89,-26,5.834,-0.254,34,27,1069,76,7.374
38,"+1","NEW BOYZ Better With the Lights Off",688,12,134,8,2.605,0.038,16,38,688,162,2.605
39,"-1","DEV In The Dark",682,-8,78,-16,2.991,0.011,17,38,690,182,2.991
40,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",677,14,62,14,2.942,0.144,23,39,677,223,2.942
41,"+2","BEYONCE Best Thing I Never Had",657,61,400,14,3.103,0.235,6,41,657,400,3.103
42,"=","NICOLE SCHERZINGER Right There",631,1,51,-16,2.222,-0.038,15,42,631,326,2.276
43,"-2","JAMIE FOXX Best Night Of My Life",614,-22,-48,-35,2.913,-0.044,34,37,661,139,3.085
44,"=","NICKI MINAJ Did It On'em",562,-27,-355,20,3.88,-0.209,34,18,2119,0,12.584
45,"=","BIG K.R.I.T. Country Sh**",496,25,129,18,2.862,0.067,8,45,496,129,2.862
46,"=","MARSHA AMBROSIUS Far Away",465,-2,9,-21,2.72,-0.02,13,46,471,89,2.743
47,"+1","KATY PERRY Last Friday Night (T.G.I.F.)",431,49,273,44,2.404,0.183,2,47,431,273,2.404
48,"-1","AFROJACK Take Over Control f/Eva Simons",408,14,41,19,4.826,0.334,20,46,444,124,5.132
49,"=","RICK ROSS 9 Piece f/Lil Wayne",345,12,30,9,4.026,0.263,2,49,345,30,4.026
50,"=","DJ FELLI FEL Boomerang f/Akon/Pitbull/Du...",331,0,-20,11,2.518,-0.001,3,50,362,45,2.835
