"Title","Artist","Spins"
"Antidote","TRAVI$ SCOTT",5778
"Jumpman","DRAKE & FUTURE",5770
"Sorry","JUSTIN BIEBER",5668
"In The Night","THE WEEKND",4736
"Say It","TORY LANEZ",4266
"Here","ALESSIA CARA",4177
"White Iverson","POST MALONE",3978
"Same Old Love","SELENA GOMEZ",3390
"Again","FETTY WAP",3347
"Hotline Bling","DRAKE",3334
"Get Home f/Kid Ink & Migos","JR CASTRO",2873
"Me Myself And I f/Bebe Rexha","G-EAZY",2491
"Down In The DM","YO GOTTI",2439
"Don't","BRYSON TILLER",2411
"Roses f/Rozes","THE CHAINSMOKERS",2388
"Back Up f/Big Sean","DEJ LOAF",2374
"WTF (Where They From)","MISSY ELLIOTT",2368
"Love Yourself","JUSTIN BIEBER",2256
"My House","FLO RIDA",2256
"Back To Sleep","CHRIS BROWN",2087
"California f/Young Dolph","COLONEL LOUD",2034
"Hello","ADELE",2018
"Get Ugly","JASON DERULO",1768
"No Role Modelz","J. COLE",1610
"Oui","JEREMIH",1488
"$ave Dat Money","LIL DICKY",1341
"Something About You","MAJID JORDAN",1173
"What Do You Mean?","JUSTIN BIEBER",1137
"Player f/Chris Brown","TINASHE",1124
"Promise f/Fetty Wap","KID INK",948
"Take Your Time","ADRIAN MARCEL",929
"The Fix f/Jeremih","NELLY",903
"Hollow","TORI KELLY",880
"Bottom Of The Bottle","CURREN$Y",842
"Saved f/E-40","TY DOLLA $IGN",712
"Play No Games","BIG SEAN",647
"Sorry f/Chris Brown","RICK ROSS",642
"Might Not f/The Weeknd","BELLY",601
"On Purpose f/Pitbull","DOUGIE F",543
"Like I'm Gonna Lose You","MEGHAN TRAINOR",543
"Best Friend","YOUNG THUG",463
"Be Right There","DIPLO & SLEEPY TOM",461
"Dessert","DAWIN",436
"Doin' It Well f/Nicki Minaj","FABOLOUS",408
"Make Up f/Chloe Angelides","R. CITY",387
"On My Mind","ELLIE GOULDING",362
"These Walls f/Bilal, Anna Wise","KENDRICK LAMAR",336
"Might Be","DJ LUKE NASTYY",313
"Nobody Has To Know","KRANIUM",287
"El Taxi f/Sensato & O. Garcia","PITBULL",263
