"Title","Artist","Spins"
"Don't Tell 'Em f/YG","JEREMIH",7290
"Studio f/BJ The Chicago Kid","SCHOOLBOY Q",5357
"No Mediocre f/Iggy Azalea","T.I.",5187
"Black Widow f/Rita Ora","IGGY AZALEA",4409
"Stay With Me","SAM SMITH",4016
"Latch f/Sam Smith","DISCLOSURE",3942
"Anaconda","NICKI MINAJ",3844
"New Flame f/Usher & Rick Ross","CHRIS BROWN",3749
"Am I Wrong","NICO & VINZ",3736
"2 On f/Schoolboy Q","TINASHE",3572
"24 Hours","TEEFLII",2954
"0 To 100/The Catch Up","DRAKE",2946
"Bend Ova f/Tyga","LIL JON",2531
"Touchin, Lovin f/Nicki Minaj","TREY SONGZ",2425
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",2114
"Believe Me f/Drake","LIL WAYNE",2095
"Rude","MAGIC!",2093
"Break Free f/Zedd","ARIANA GRANDE",2012
"All About That Bass","MEGHAN TRAINOR",1824
"Boom Clap","CHARLI XCX",1779
"Problem f/Iggy Azalea","ARIANA GRANDE",1521
"Flawless","BEYONCE",1460
"Lifestyle f/Young Thug","RICH GANG",1316
"You And Your Friends","WIZ KHALIFA F/SNOOP & TY DOLLA",1263
"She Came To Give It To You","USHER",1164
"Delirious (Boneless) f/Kid Ink","STEVE AOKI, C. LAKE & TUJAMO",1161
"That's Me Right There","JASMINE V",1004
"Or Nah f/Problem, Too Short","GAME",913
"Fight Night","MIGOS",897
"Trumpets","JASON DERULO",861
"No Flex Zone","RAE SREMMURD",818
"Rather Be f/Jess Glynne","CLEAN BANDIT",816
"Rich f/August Alsina","KIRKO BANGZ",764
"Hot Boy","BOBBY SHMURDA",691
"Only That Real f/2 Chainz","IAMSU",688
"Hideaway","KIESZA",662
"Maps","MAROON 5",651
"Fireball f/John Ryan","PITBULL",626
"Walk Thru f/Problem","RICH HOMIE QUAN",620
"Shake It Off","TAYLOR SWIFT",602
"Bailando f/D.Bueno/S.Paul/GDZ","ENRIQUE IGLESIAS",583
"Certified Freak","BABY BASH",570
"You & I (Nobody In The World)","JOHN LEGEND",559
"Hold You Down f/C. Brown...","DJ KHALED",538
"We Dem Boyz","WIZ KHALIFA",486
"Seen It All f/Jay Z","JEEZY",483
"Love Robbery","KALIN & MYLES",436
"Pills N Potions","NICKI MINAJ",421
"Chandelier","SIA",417
"Foreign","TREY SONGZ",416
