"Title","Artist","Spins"
"Work f/Drake","RIHANNA",5768
"Oui","JEREMIH",4820
"Might Not f/The Weeknd","BELLY",4783
"Back To Sleep","CHRIS BROWN",4437
"Saved f/E-40","TY DOLLA $IGN",4263
"Me Myself And I f/Bebe Rexha","G-EAZY",3986
"I Took A Pill In Ibiza","MIKE POSNER",3489
"Promise f/Fetty Wap","KID INK",3477
"Work From Home","FIFTH HARMONY",3257
"2 Phones","KEVIN GATES",3182
"My House","FLO RIDA",2959
"Acquainted","THE WEEKND",2764
"Pillowtalk","ZAYN",2731
"Might Be","DJ LUKE NASTYY",2592
"Middle f/Bipolar Sunshine","DJ SNAKE",2373
"Exchange","BRYSON TILLER",2015
"Panda","DESIIGNER",2010
"Something New f/Chris Brown","ZENDAYA",1932
"Low Life f/The Weeknd","FUTURE",1724
"Love Yourself","JUSTIN BIEBER",1659
"NO","MEGHAN TRAINOR",1655
"Company","JUSTIN BIEBER",1649
"Dangerous Woman","ARIANA GRANDE",1619
"Down In The DM","YO GOTTI",1356
"Roses f/Rozes","THE CHAINSMOKERS",1283
"One Dance f/Wizkid & Kyla","DRAKE",1261
"Moolah","YOUNG GREATNESS",1237
"Body f/Jeremih","DREEZY",1169
"Summer Sixteen","DRAKE",1154
"Cut It f/Young Dolph","O.T. GENASIS",1056
"LA Confidential","TORY LANEZ",1013
"Formation","BEYONCE",943
"Don't Let Me Down f/Daya","THE CHAINSMOKERS",915
"Hands To Myself","SELENA GOMEZ",915
"All The Way Up","FAT JOE & REMY MA",901
"Never Forget You","ZARA LARSSON & MNEK",886
"If It Ain't Love","JASON DERULO",782
"Famous","KANYE WEST",697
"Law","YO GOTTI",648
"Needed Me","RIHANNA",626
"What A Night","KAT DELUNA",617
"Team","IGGY AZALEA",598
"Do It Like Me","DLOW",589
"Stressed Out","TWENTY ONE PILOTS",533
"Close f/Tove Lo","NICK JONAS",521
"7 Years","LUKAS GRAHAM",465
"New Level","A$AP FERG",426
"Permission","RO JAMES",418
"Pop Style f/The Throne","DRAKE",412
"Don't Mind","KENT JONES",361
