"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","LIL WAYNE How To Love",6849,"+31",224,"-42",38.68,"+0.288",66,"6",1,6849,984,38.68
2,"=","NICKI MINAJ Super Bass",6034,"-70",-280,"-15",35.184,"-0.477",86,"8",1,6438,904,36.328
3,"=","LMFAO Party Rock Anthem",5942,"+13",108,"-19",36.915,"+0.071",86,"1",3,5942,1062,36.915
4,"=","DJ KHALED I'm On One f/Drake, Rick Ross",5698,"+26",192,"-2",37.367,"+0.235",78,"25",4,5698,821,37.367
5,"=","PITBULL Give Me Everything f/Ne-Yo",5145,"-103",-444,"-75",33.013,"-0.600",86,"10",1,6478,925,38.999
6,"=","KELLY ROWLAND Motivation f/Lil Wayne",4878,"-82",-648,"+13",30.095,"-0.587",86,"35",3,5903,628,34.391
7,"=","LUPE FIASCO Out Of My Head f/Trey Songz",3799,"+36",143,"+24",21.777,"-0.057",86,"77",7,3799,418,21.876
8,"=","BAD MEETS EVIL Lighters f/Bruno Mars",3779,"+86",402,"+18",19.682,"+0.490",46,"3/79",8,3779,850,19.682
9,"=","BIG SEAN My Last f/Chris Brown",3389,"-63",-324,"-22",25.552,"-0.291",86,"103",4,4788,381,28.487
10,"=","KATY PERRY Last Friday Night (T.G.I.F.)",3302,"+32",413,"-17",18.203,"+0.069",54,"5",10,3302,507,18.203
11,"=","BEYONCE Best Thing I Never Had",2821,"+32",205,"+4",13.885,"+0.263",58,"20",11,2821,440,13.885
12,"=","CHRIS BROWN She Ain't You",2467,"-33",-207,"-15",12.975,"-0.179",86,"50",5,4046,422,22.024
13,"=","MIGUEL Sure Thing",2462,"-23",-198,"-10",16.616,"-0.165",86,"85",9,3423,446,19.52
14,"=","NEW BOYZ Better With the Lights Off",2167,"+21",180,"-8",9.717,"+0.136",68,"57",14,2167,283,9.717
15,"+1","TYGA Far Away f/Chris Richardson",1901,"+43",140,"+15",8.633,"+0.378",50,"119",15,1901,380,8.633
16,"-1","LUPE FIASCO The Show Goes On",1898,"-30",-162,"+7",11.879,"-0.169",86,"53",1,5598,489,32.494
17,"+2","KREAYSHAWN Gucci Gucci",1620,"+33",295,"-24",7.992,"+0.110",39,"62",17,1620,367,7.992
18,"-1","FRANK OCEAN Novacane",1564,"-72",-340,"-37",7.879,"-0.228",72,"364",16,1939,309,11.147
19,"+1","DEV In The Dark",1478,"+23",116,"+15",7.194,"+0.103",69,"136",19,1478,210,7.194
20,"-2","JASON DERULO Don't Wanna Go Home",1465,"-135",-659,"-75",6.841,"-0.669",83,"29",13,2408,471,11.681
21,"=","ADELE Rolling In The Deep",1347,"-11",-92,"+14",8.305,"+0.017",84,"12",16,2377,450,13.832
22,"+1","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",1339,"+24",128,"+4",5.595,"+0.261",40,"155",22,1339,252,5.595
23,"+1","DRAKE Marvin's Room",1324,"+49",452,"+0",7.804,"+0.229",24,"24",23,1324,456,7.804
24,"-2","TREY SONGZ Unusual f/Drake",1320,"-32",-190,"-16",8.21,"-0.035",82,"417",20,1574,280,10.765
25,"=","BIG SEAN Marvin & Chardonnay",1287,"+48",493,"-43",8.489,"+0.013",17,"84",25,1287,536,8.489
26,"=","JAY Z & KANYE WEST Otis f/Otis Redding",1282,"+87",550,"+75",10.109,"-0.103",12,"22",26,1282,689,10.346
27,"=","BRITNEY SPEARS I Wanna Go",1214,"+28",271,"-15",7.559,"+0.243",33,"9",25,1214,295,7.559
28,"=","PITBULL Rain Over Me",1200,"+31",139,"+37",5.721,"+0.164",45,"23",24,1200,279,5.721
29,"=","WIZ KHALIFA No Sleep",1150,"+35",258,"+6",4.528,"+0.302",33,"147",28,1150,258,4.528
30,"=","MANN The Mack",1071,"+19",113,"+11",4.702,"+0.112",30,"--",28,1071,325,4.702
31,"=","RIHANNA Man Down",887,"-39",-345,"-17",6.88,"-0.229",86,"143",14,2462,380,14.98
32,"=","GAME Pot Of Gold f/Chris Brown",870,"+8",141,"-6",2.74,"+0.016",21,"268",32,870,257,2.74
33,"=","T-PAIN Best Love Song f/Chris Brown",783,"-32",-190,"-11",5.441,"-0.222",86,"39",25,1333,122,7.143
34,"=","AFROJACK Take Over Control f/Eva Simons",755,"-7",60,"-27",6.663,"-0.007",72,"73",34,762,164,6.67
35,"=","YC Racks f/Future",750,"-10",-51,"+6",4.823,"-0.094",86,"--",10,3036,347,15.983
36,"+4","RIHANNA Cheers (Drink To That)",682,"+104",514,"+62",3.981,"+0.585",5,"54",36,682,514,3.981
37,"-1","LADY GAGA The Edge Of Glory",669,"+0",4,"-5",4.19,"+0.022",72,"16",32,1005,189,4.809
