"Title","Artist","Spins"
"Diamonds","RIHANNA",6314
"I Cry","FLO RIDA",4249
"Clique f/Big Sean & ...","KANYE WEST",4145
"Adorn","MIGUEL",4074
"Swimming Pools (Dran...","KENDRICK LAMAR",3953
"Let Me Love You","NE-YO",3869
"Locked Out Of Heaven","BRUNO MARS",3438
"Who Booty f/iamSU","JONN HART",3271
"Va Va Voom","NICKI MINAJ",3170
"Bands A Make Her Dan...","JUICY J",2900
"Thinkin Bout You","FRANK OCEAN",2858
"Beauty And A Beat f/...","JUSTIN BIEBER",2453
"Wicked Games","THE WEEKND",2124
"Die Young","KE$HA",2106
"No Worries f/Detail","LIL WAYNE",2100
"Don't Stop The Party","PITBULL",1978
"One More Night","MAROON 5",1936
"Ball f/Lil Wayne","T.I.",1802
"F**kin Problems f/Dr...","A$AP ROCKY",1780
"I'm Different","2 CHAINZ",1644
"Celebration f/Chris ...","GAME",1627
"Girl On Fire","ALICIA KEYS",1606
"Young And Gettin It ...","MEEK MILL",1475
"Rest Of My Life","LUDACRIS F/USHER/DAV...",1430
"Thrift Shop f/Wanz","MACKLEMORE & RYAN LE...",1404
"Remember You f/The W...","WIZ KHALIFA",1195
"Don't You Worry Chil...","SWEDISH HOUSE MAFIA",1099
"Battle Scars f/Guy S...","LUPE FIASCO",1004
"My Life f/Eminem & A...","50 CENT",961
"Scream And Shout","WILL.I.AM F/BRITNEY ...",946
"Turn On The Lights","FUTURE",940
"Guap","BIG SEAN",845
"Poetic Justice f/Dra...","KENDRICK LAMAR",768
"Ice f/Lil Wayne","KELLY ROWLAND",744
"Neva End f/Kelly Row...","FUTURE",714
"Diced Pineapples f/D...","RICK ROSS",657
"Birthday Song f/Kany...","2 CHAINZ",641
"All Gold Everything","TRINIDAD JAMES",596
"Too Close","ALEX CLARE",588
"Love Sosa","CHIEF KEEF",585
"She Don't Put It Dow...","JOE BUDDEN",524
"Sweet Nothing f/Flor...","CALVIN HARRIS",488
"Don't Judge Me","CHRIS BROWN",467
"Representin' f/Kelly...","LUDACRIS",351
"Hold Up f/Wale","CA$H OUT",322
"Turn Around f/Ne-Yo","CONOR MAYNARD",297
"Mama Told Me f/Kelly...","BIG BOI",276
"Got Me Good","CIARA",274
"Nobody's Business f/...","RIHANNA",263
"Keep It Trill","KIRKO BANGZ",246
