"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KIRKO BANGZ Drank In My Cup",4891,-48,-301,-30,35.724,-0.603,154,"93",1,5609,562,39.395
2,"=","YOUNG JEEZY Leave You Alone f/Ne-Yo",4335,14,49,-22,29.862,-0.301,98,"185",2,4357,486,32.091
3,"=","CA$H OUT Cashin' Out",3826,51,379,-29,23.972,0.355,81,"52",3,3826,510,23.972
4,"=","NICKI MINAJ Starships",3610,-63,-395,-52,23.448,-0.324,123,"27/51",3,4327,669,28.422
5,"+2","RIHANNA Where Have You Been",3567,130,637,118,24.636,0.827,51,"8",5,3567,637,24.636
6,"-1","FLO RIDA Wild Ones f/Sia",3528,-56,-481,35,22.435,-0.214,118,"15",2,4837,738,30.647
7,"-1","DRAKE Take Care f/Rihanna",3413,-45,-485,-19,25.091,-0.219,201,"110",1,5759,749,42.959
8,"=","TYGA Faded f/Lil Wayne",3296,-58,-293,-77,20.835,-0.547,103,"106",6,3652,605,24.528
9,"=","JUSTIN BIEBER Boyfriend",3189,-1,116,-54,20.244,-0.146,85,"11",9,3190,1416,20.56
10,"=","WIZ KHALIFA Work Hard, Play Hard",3182,20,223,-50,21.063,0.068,52,"28",10,3182,545,21.063
11,"=","USHER Scream",2900,5,93,-34,18.396,-0.023,47,"--",11,2901,732,18.419
12,"+1","TREY SONGZ Heart Attack",2816,60,351,43,17.71,0.311,76,"102",12,2816,454,17.71
13,"+1","KANYE WEST Mercy f/Big Sean/Pusha T...",2728,64,323,15,20.763,0.188,66,"21",13,2728,360,20.763
14,"-2","RIHANNA Birthday Cake",2711,-94,-613,-40,19.527,-0.761,115,"114",3,4670,693,33.894
15,"=","GOTYE Somebody That I Used To Know",2503,-10,-41,-23,16.637,0.012,66,"4",13,2544,530,17.074
16,"=","J. COLE Nobody's Perfect",1978,33,163,-2,14.337,0.261,49,"--",16,1978,308,14.337
17,"=","NICKI MINAJ Beez In The Trap f/2 Chainz",1913,67,340,42,12.084,0.432,66,"84",17,1913,410,12.084
18,"=","DRAKE HYFR (Hell Ya F**kin' Right)",1860,16,73,19,9.266,-0.12,59,"119",17,1860,374,10.167
19,"=","PITBULL Back In Time",1794,-17,-147,-3,10.268,-0.116,75,"7",16,2052,353,11.916
20,"=","MAROON 5 Payphone f/Wiz Khalifa",1765,19,197,-26,12.332,0.347,45,"3",20,1765,287,12.332
21,"=","CALVIN HARRIS Let's Go f/Ne-Yo",1609,14,138,-24,10.613,-0.024,45,"53",21,1609,341,10.637
22,"=","DJ KHALED Take It To The Head",1579,14,-60,28,9.083,0.362,78,"129",19,1698,319,9.767
23,"+1","USHER Lemme See f/Rick Ross",1499,52,358,-5,12.987,0.677,37,"--",23,1499,395,12.987
24,"-1","USHER Climax",1454,-43,-183,4,11.946,-0.254,111,"--",5,4192,732,29.703
25,"=","THE WANTED Glad You Came",1384,-21,-180,-9,10.613,-0.114,118,"34",14,2002,254,13.863
26,"+2","LIL WAYNE My Homies Still f/Big Sean",1180,59,393,-9,7.848,0.159,13,"75",26,1180,547,7.848
27,"=","TRAVIS PORTER Ayy Ladies f/Tyga",1176,-20,-231,46,9.168,-0.069,122,"148",14,2084,196,14.401
28,"-2","NICKI MINAJ Right By My Side f/Chris Bro...",1172,-48,-148,-38,9.487,-0.243,87,"147",13,2101,531,15.014
29,"+3","CARLY RAE JEPSEN Call Me Maybe",1056,79,434,71,8.237,0.558,20,"1",29,1056,434,8.237
30,"-1","KENDRICK LAMAR The Recipe f/Dr. Dre",1020,-14,-83,1,5.724,0.109,54,"206",27,1164,321,7.324
31,"=","DAVID GUETTA Titanium f/Sia",990,8,64,6,5.324,0.082,52,"9",30,990,172,5.324
32,"-2","FUN. We Are Young f/Janelle Monae",974,-26,-216,1,7.918,-0.217,80,"18",17,1692,287,12.718
33,"=","RITA ORA How We Do (Party)",956,3,79,-10,4.052,-0.028,40,"47",31,956,194,4.08
34,"=","DRIICKY GRAHAM Snapbacks & Tattoos",856,2,38,-6,4.957,0.059,38,"85",34,856,162,5.193
35,"=","E-40 Function f/YG, iamSU, Problem",821,-2,-28,3,8.291,0.063,97,"--",25,1221,160,9.941
36,"=","FUTURE Same Damn Time",798,-19,-53,-22,5.874,-0.1,58,"--",32,863,127,6.496
37,"=","2 CHAINZ No Lie f/Drake",717,6,78,-20,6.855,-0.026,26,"39",37,717,170,6.881
38,"=","WAKA FLOCKA FLAME I Don't Really Care",679,13,44,-4,3.616,-0.105,58,"196",38,679,101,3.721
39,"=","CHRIS BROWN Till I Die f/Wiz Khalifa",645,-17,-10,-26,4.413,0.011,38,"271",38,662,134,4.568
40,"=","CALVIN HARRIS Feel So Close",603,-38,-179,-38,4.645,-0.145,114,"29",19,1587,456,9.925
41,"+1","KATY PERRY Wide Awake",550,20,140,-14,3.217,0.113,8,"2",41,550,183,3.217
42,"-1","TYGA Make It Nasty",546,12,109,8,6.368,0.027,14,"151",41,546,130,6.368
43,"+2","AZEALIA BANKS 212",537,24,132,12,3.371,0.22,8,"--",43,537,132,3.371
44,"=","CHIDDY BANG Mind Your Manners f/Icona Po...",523,5,43,1,1.521,-0.012,17,"--",44,523,106,1.536
45,"-2","ONE DIRECTION What Makes You Beautiful",523,-7,-55,-3,3.402,-0.01,63,"10",41,610,95,4.116
46,"=","LUDACRIS Jingalin",512,15,157,-7,3.1,-0.04,4,"--",46,512,210,3.23
47,"+1","B.O.B Both Of Us f/Taylor Swift",497,1,14,-2,2.377,0.047,21,"49",45,503,163,2.396
48,"-1","MGK Invincible f/Ester Dean",493,-4,-9,-3,1.339,0.002,25,"--",44,512,124,1.379
49,"=","MEEK MILL Amen f/Drake & Jeremih",459,15,77,-4,4.786,0.232,3,"50",49,459,90,4.786
50,"=","CHRIS BROWN Don't Wake Me Up",416,41,269,34,2.186,0.056,2,"133",50,416,269,2.186
