"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","CHRIS BROWN Look At Me Now",5764,-54,-413,-19,36.452,-0.173,10,1,6273,56,40.795
2,"=","KATY PERRY E.T.",5356,-21,45,-23,30.233,-0.106,10,2,5377,248,30.339
3,"=","LUPE FIASCO The Show Goes On",5252,3,-42,-3,28.307,0.327,10,3,5293,489,28.435
4,"=","WIZ KHALIFA Roll Up",5205,20,152,17,31.098,0.313,10,4,5205,315,31.098
5,"+1","PITBULL Give Me Everything f/Ne-Yo",4564,118,911,-14,26.689,0.625,10,5,4564,925,26.689
6,"-1","JEREMIH Down On Me f/50 Cent",4485,-135,-626,-105,30.433,-0.693,10,4,5155,0,34.731
7,"=","BLACK EYED PEAS Just Can't Get Enough",3940,52,483,-11,20.877,0.189,10,7,3940,554,20.877
8,"=","KANYE WEST All Of The Lights",3486,-90,-541,-6,23.421,-0.59,10,6,4194,0,27.01
9,"=","RIHANNA S&M",3145,-59,-423,26,16.689,-0.284,10,7,3766,0,20.609
10,"=","BIG SEAN My Last f/Chris Brown",3128,2,209,-54,17.438,-0.064,10,10,3128,356,17.502
11,"+1","CHRIS BROWN She Ain't You",3012,62,410,14,16.747,0.275,10,11,3012,422,16.747
12,"-1","YC Racks f/Future",3003,-1,101,-39,15.138,-0.185,10,11,3015,347,15.597
13,"=","NEW BOYZ Back Seat f/Cataracs & Dev",2797,-54,-638,71,14.482,-0.151,10,8,3646,0,17.134
14,"=","NICKI MINAJ Moment 4 Life f/Drake",2611,-24,-417,47,15.339,0.055,10,11,3132,0,18.153
15,"=","KELLY ROWLAND Motivation f/Lil Wayne",2541,73,432,9,14.567,0.441,10,15,2541,572,14.567
16,"=","JENNIFER LOPEZ F/PITBULL On The Floor",2289,-2,102,-24,13.043,-0.16,10,16,2291,134,13.206
17,"+2","NICKI MINAJ Super Bass",2255,74,556,0,11.253,0.329,10,17,2255,642,11.253
18,"=","BRITNEY SPEARS Till The World Ends",2250,30,98,29,12.641,0.16,10,17,2250,361,12.671
19,"-2","TINIE TEMPAH Written In The Stars",2234,-46,-207,-55,10.204,0.035,10,15,2441,115,10.477
20,"=","MIGUEL Sure Thing",2112,41,312,-13,12.259,0.285,10,19,2112,446,12.259
21,"=","BRUNO MARS Lazy Song",1939,30,118,25,10.361,0.136,10,20,1939,204,10.361
