"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","JAY Z & KANYE WEST N***** In Paris",6195,63,453,45,41.081,0.381,100,"6",1,6195,668,41.081
2,"=","J. COLE Workout",5917,37,319,6,36.91,-0.214,142,"21",2,5917,777,37.157
3,"=","RIHANNA We Found Love f/Calvin Harris",5720,-32,-234,-65,34.231,-0.191,77,"2",1,5953,839,35.674
4,"=","LMFAO Sexy And I Know It",4857,-18,-48,-42,27.654,0.101,88,"1",4,4921,738,27.923
5,"=","DRAKE Headlines",4637,-133,-735,-85,34.528,-0.563,129,"25",1,5872,689,40.36
6,"=","T-PAIN 5 O'clock f/Wiz Khalifa",4494,-44,-161,-42,25.573,-0.382,82,"8",6,4656,700,28.003
7,"+1","BIG SEAN Dance (A$$)",4276,78,512,-22,28.01,0.76,66,"17",7,4276,615,28.01
8,"-1","DAVID GUETTA Without You f/Usher",4235,34,94,27,22.635,0.278,100,"15",7,4235,544,22.635
9,"=","FLO RIDA Good Feeling",3658,45,373,-25,20.505,0.296,77,"3",9,3658,533,20.505
10,"=","DRAKE Make Me Proud f/Nicki Minaj",3479,83,437,36,23.677,0.394,51,"35",10,3479,605,23.677
11,"=","LIL WAYNE She Will f/Drake",2980,-68,-528,30,23.191,-0.39,118,"85",2,5364,679,33.166
12,"=","BRUNO MARS It Will Rain",2822,58,386,-19,14.426,0.353,63,"4",12,2822,463,14.426
13,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",2347,-93,-330,-66,15.966,-0.65,124,"19",9,3271,373,21.12
14,"+1","WALE Lotus Flower Bomb f/Miguel",2345,79,519,11,13.392,0.319,37,"83",14,2345,519,13.392
15,"-1","BEYONCE Party f/Kanye & Andre",2342,39,103,7,12.33,0.281,70,"288",14,2342,395,13.046
16,"=","RIHANNA You Da One",2242,34,188,-4,11.365,0.156,30,"22",15,2242,886,11.365
17,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",2151,64,501,-15,13.316,0.382,37,"12",17,2151,585,13.316
18,"=","B.O.B Strange Clouds f/Lil Wayne",1883,25,174,0,11.85,0.13,51,"46",18,1883,334,11.85
19,"=","NICKI MINAJ Fly f/Rihanna",1613,-23,-246,76,10.015,0.062,111,"53",7,3598,526,17.841
20,"+1","PITBULL F/CHRIS BROWN International Love",1549,24,128,-4,6.325,0.122,58,"26",20,1549,314,6.325
21,"-1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",1474,-55,-392,-15,10.199,-0.425,93,"13",12,2915,617,17.54
22,"=","DRAKE The Motto f/Lil Wayne",1355,33,308,-14,9.857,0.276,32,"16",22,1355,336,9.857
23,"=","RICK ROSS You The Boss f/Nicki Minaj",1295,27,131,26,6.87,-0.014,51,"169",23,1295,183,6.884
24,"=","ADELE Someone Like You",1260,-3,-91,26,9.79,0.091,74,"7",21,1463,354,12.408
25,"=","LIL WAYNE Mirror f/Bruno Mars",1227,14,152,-14,4.698,0.167,39,"174",25,1227,323,4.698
26,"=","ROSCOE DASH Good Good Night",1190,5,25,11,4.989,0.022,51,"139",26,1190,223,5.403
27,"+1","TYGA Rack City",1151,48,337,-7,8.333,0.235,23,"39",27,1151,364,8.333
28,"+1","J. COLE Can't Get Enough f/Trey Songz",1109,40,276,6,9.307,0.236,23,"--",28,1109,299,9.307
29,"-2","ACE HOOD Body 2 Body f/Chris Brown",1092,-52,-327,16,5.973,-0.053,122,"--",15,2146,251,12.948
30,"+1","BEI MAEJOR Trouble f/J. Cole",1048,4,38,-18,3.869,0.023,79,"256",30,1051,173,3.947
31,"-1","WALE That Way f/Jeremih & Rick Ross",1000,-49,-340,14,8.308,-0.121,133,"--",16,2091,296,13.118
32,"+1","KATY PERRY The One That Got Away",950,19,136,0,5.835,0.047,44,"5",32,950,160,5.835
33,"-1","JASON DERULO It Girl",873,-111,-754,-57,5.759,-0.396,113,"45",16,2019,232,10.389
34,"=","TIMBALAND Pass At Me f/Pitbull",817,-10,36,-24,3.501,-0.186,42,"271",34,827,162,3.687
