"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",6148,-40,-264,-33,37.47,-0.167,56,1,6478,925,38.999
2,"=","NICKI MINAJ Super Bass",6076,50,342,-39,33.78,0.586,56,2,6076,904,33.78
3,"=","KELLY ROWLAND Motivation f/Lil Wayne",5237,55,385,-23,28.892,0.446,56,3,5237,628,28.892
4,"=","LMFAO Party Rock Anthem",5155,68,613,-20,31.304,0.463,56,4,5155,1062,31.304
5,"=","BIG SEAN My Last f/Chris Brown",4705,39,113,3,28.164,0.21,56,4,4705,381,28.164
6,"=","LIL WAYNE How To Love",4533,84,518,-20,25.267,0.242,36,6,4533,984,25.267
7,"=","DJ KHALED I'm On One f/Drake, Rick Ross",4120,75,405,39,28.048,0.913,48,7,4120,821,28.048
8,"=","CHRIS BROWN She Ain't You",3678,-68,-346,-50,19.029,-0.537,56,5,4046,422,22.024
9,"=","MIGUEL Sure Thing",3410,-6,24,-11,17.955,-0.011,56,9,3423,446,18.166
10,"=","LUPE FIASCO The Show Goes On",2994,-26,-649,84,18.474,-0.489,56,1,5598,489,32.494
11,"=","CHRIS BROWN Look At Me Now",2911,-16,-273,49,24.602,-0.162,56,1,6273,56,40.795
12,"=","KATY PERRY E.T.",2850,-32,-430,39,18.917,-0.25,56,2,5377,248,30.339
13,"=","WIZ KHALIFA Roll Up",2697,-75,-655,9,15.839,-0.139,56,2,5325,315,32.656
14,"=","LUPE FIASCO Out Of My Head f/Trey Songz",2616,24,351,-42,16.706,0.303,56,14,2616,393,16.706
15,"=","BLACK EYED PEAS Just Can't Get Enough",2530,-22,-347,81,17.209,-0.141,56,5,4213,554,22.792
16,"=","RIHANNA Man Down",2435,-1,117,-36,13.109,-0.233,56,16,2436,380,14.98
17,"+1","JASON DERULO Don't Wanna Go Home",2240,28,148,16,10.375,0.104,53,17,2240,471,10.375
18,"-1","ADELE Rolling In The Deep",2209,-40,-151,-62,13.1,0.012,54,16,2377,450,13.832
19,"=","FRANK OCEAN Novacane",1790,22,232,-7,9.905,0.143,42,19,1790,309,9.905
20,"=","BEYONCE Best Thing I Never Had",1714,26,205,-34,7.416,0.094,28,20,1714,440,7.416
21,"=","KATY PERRY Last Friday Night (T.G.I.F.)",1528,17,426,-81,9.522,0.179,24,21,1528,507,9.522
22,"=","TREY SONGZ Unusual f/Drake",1359,-3,-15,-33,9.717,0.173,52,22,1389,280,10.765
23,"=","YC Racks f/Future",1330,-26,-153,-2,8.887,-0.14,56,10,3036,347,15.983
24,"+3","BAD MEETS EVIL Lighters f/Bruno Mars",1289,49,399,-25,6.266,0.19,16,24,1289,520,6.266
25,"+1","NEW BOYZ Better With the Lights Off",1279,30,235,5,5.489,0.206,38,25,1279,235,5.489
26,"-2","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1276,-10,-21,10,5.385,-0.028,51,24,1360,367,6.023
27,"-2","T-PAIN Best Love Song f/Chris Brown",1271,-7,95,-19,6.823,-0.081,56,25,1278,122,6.904
28,"=","JENNIFER LOPEZ F/PITBULL On The Floor",1095,-19,-143,23,7.278,-0.197,56,16,2302,134,13.81
29,"=","DEV In The Dark",1051,0,155,-4,5.116,0.039,39,29,1051,182,5.116
30,"+1","LLOYD Cupid",1022,11,-5,21,4.062,0.073,56,29,1042,212,4.18
31,"-1","BRITNEY SPEARS Till The World Ends",1007,-21,-304,50,6.453,-0.153,56,17,2345,361,13.18
32,"+1","TYGA Far Away f/Chris Richardson",961,17,204,-51,4.641,-0.048,20,32,961,380,4.703
33,"-1","BRUNO MARS Lazy Song",959,-37,-471,33,5.426,-0.253,56,16,2039,204,11.32
34,"=","LADY GAGA The Edge Of Glory",927,-11,-35,-31,4.68,-0.048,42,32,1005,189,4.809
35,"=","NICOLE SCHERZINGER Right There",833,9,58,-5,2.789,0.026,37,35,833,326,2.789
36,"=","PITBULL Rain Over Me",766,17,180,-19,3.667,-0.02,15,36,766,279,3.687
37,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",643,-22,-150,-27,2.712,0.039,56,31,858,160,3.179
38,"=","BIG K.R.I.T. Country Sh**",598,-5,-24,-11,3.016,-0.039,30,38,632,146,3.208
39,"+1","AFROJACK Take Over Control f/Eva Simons",572,4,-14,15,4.511,-0.018,42,39,597,137,5.827
40,"-1","KERI HILSON Lose Control (Let Me Down)",552,-22,-80,-18,2.464,-0.067,48,36,733,172,2.531
41,"+1","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",550,19,158,-24,2.321,0.149,10,41,550,252,2.321
42,"-1","KREAYSHAWN Gucci Gucci",545,10,207,-8,2.843,0.014,9,41,545,215,2.843
43,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",479,-24,-176,0,2.578,-0.05,45,36,715,223,3.512
44,"=","T-PAIN Booty Wurk (One Cheek At A...",445,1,17,-9,3.05,0.132,16,44,445,112,3.05
45,"=","DJ DRAMA Oh My f/Fab, Wiz, Roscoe",393,6,50,-17,2.286,0.071,10,45,393,121,2.286
46,"=","WIZ KHALIFA No Sleep",367,20,139,8,1.595,-0.06,3,46,367,139,1.655
47,"=","DJ FELLI FEL Boomerang f/Akon/Pitbull/Du...",361,14,16,20,2.674,0.01,18,47,362,48,2.835
48,"+1","WIZ KHALIFA On My Level f/Too Short",350,14,-30,27,2.683,0.218,17,45,394,71,2.996
49,"+1","BRITNEY SPEARS I Wanna Go",342,9,90,3,1.5,0.036,3,49,342,90,1.5
50,"-2","MARSHA AMBROSIUS Far Away",333,-5,-46,-7,1.516,-0.028,35,44,471,89,2.743
