"Title","Artist","Spins"
"Here","ALESSIA CARA",6143
"White Iverson","POST MALONE",5920
"Hotline Bling","DRAKE",5605
"Antidote","TRAVI$ SCOTT",4734
"Sorry","JUSTIN BIEBER",4542
"Back Up f/Big Sean","DEJ LOAF",4238
"679 f/Remy Boyz...","FETTY WAP",3942
"Jumpman","DRAKE & FUTURE",3375
"Player f/Chris Brown","TINASHE",3079
"The Hills","THE WEEKND",3051
"In The Night","THE WEEKND",2996
"Hello","ADELE",2877
"Say It","TORY LANEZ",2602
"No Role Modelz","J. COLE",2506
"Get Home f/Kid Ink & Migos","JR CASTRO",2489
"The Fix f/Jeremih","NELLY",2359
"Same Old Love","SELENA GOMEZ",2052
"What Do You Mean?","JUSTIN BIEBER",2021
"Again","FETTY WAP",1904
"WTF (Where They From)","MISSY ELLIOTT",1868
"Play No Games","BIG SEAN",1832
"Zero","CHRIS BROWN",1665
"Focus","ARIANA GRANDE",1655
"Don't","BRYSON TILLER",1499
"California f/Young Dolph","COLONEL LOUD",1458
"$ave Dat Money","LIL DICKY",1454
"My House","FLO RIDA",1424
"Dessert","DAWIN",1193
"Roses f/Rozes","THE CHAINSMOKERS",1092
"Me Myself And I f/Bebe Rexha","G-EAZY",1038
"Down In The DM","YO GOTTI",904
"Like I'm Gonna Lose You","MEGHAN TRAINOR",897
"Oui","JEREMIH",852
"Where Ya At f/Drake","FUTURE",848
"Back To Sleep","CHRIS BROWN",749
"On My Mind","ELLIE GOULDING",707
"Take Your Time","ADRIAN MARCEL",697
"Sorry f/Chris Brown","RICK ROSS",696
"Get Ugly","JASON DERULO",616
"Downtown","MACKLEMORE & RYAN LEWIS",540
"Hollow","TORI KELLY",531
"Something About You","MAJID JORDAN",477
"Watch Out","2 CHAINZ",466
"Love Yourself","JUSTIN BIEBER",354
"Be Right There","DIPLO & SLEEPY TOM",339
"On Purpose f/Pitbull","DOUGIE F",290
"Nobody Has To Know","KRANIUM",278
"Make Up f/Chloe Angelides","R. CITY",270
"These Walls f/Bilal, Anna Wise","KENDRICK LAMAR",270
"FREE.K","PITBULL",226
